Variable Name,Min Date,Max Date,Number of Samples
SAL,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
WQ_OGM_DOC,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
WQ_OXY_OXY,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
WQ_NIT_NIT,03/01/2019 05:59:00,21/05/2020 09:20:00,55.000
WQ_PHS_FRP,03/01/2019 05:59:00,21/05/2020 09:20:00,55.000
WQ_DIAG_TOT_TP,03/01/2019 05:59:00,21/05/2020 09:20:00,55.000
WQ_SIL_RSI,17/01/2019 09:05:00,07/05/2020 09:51:00,18.000
WQ_TRC_SS1,14/05/2020 10:39:00,28/05/2020 09:01:00,3.000
WQ_DIAG_TOT_TKN,03/01/2019 05:59:00,21/05/2020 09:20:00,55.000
TEMP,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
WQ_DIAG_TOT_TDS,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
WQ_DIAG_TOT_TURBIDITY,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
WQ_CAR_PH,03/01/2019 05:59:00,28/05/2020 09:01:00,73.000
