Variable Name,Min Date,Max Date,Number of Samples
SAL,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
WQ_OGM_DOC,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
WQ_OXY_OXY,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
WQ_NIT_NIT,15/01/2019 11:42:00,19/05/2020 13:06:00,36.000
WQ_PHS_FRP,15/01/2019 11:42:00,19/05/2020 13:06:00,36.000
WQ_DIAG_TOT_TP,15/01/2019 11:42:00,19/05/2020 13:06:00,36.000
WQ_DIAG_TOT_TKN,15/01/2019 11:42:00,19/05/2020 13:06:00,36.000
TEMP,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
WQ_DIAG_TOT_TDS,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
WQ_DIAG_TOT_TURBIDITY,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
WQ_CAR_PH,02/01/2019 12:03:00,26/05/2020 10:03:00,74.000
