"Time","A2391154"
"and","EC corrected (uS/cm)"
"Date","Mean"
30/06/2011 00:00,""
01/07/2011 00:00,       49207
02/07/2011 00:00,       50328
03/07/2011 00:00,       49294
04/07/2011 00:00,       50705
05/07/2011 00:00,       52467
06/07/2011 00:00,       51970
07/07/2011 00:00,       50879
08/07/2011 00:00,       51047
09/07/2011 00:00,       51794
10/07/2011 00:00,       51527
11/07/2011 00:00,       51332
12/07/2011 00:00,       51325
13/07/2011 00:00,       50754
14/07/2011 00:00,       50664
15/07/2011 00:00,       51891
16/07/2011 00:00,       52692
17/07/2011 00:00,       53590
18/07/2011 00:00,       53620
19/07/2011 00:00,       52720
20/07/2011 00:00,       51659
21/07/2011 00:00,       52378
22/07/2011 00:00,       52235
23/07/2011 00:00,       52863
24/07/2011 00:00,       51600
25/07/2011 00:00,       49417
26/07/2011 00:00,       48176
27/07/2011 00:00,       49315
28/07/2011 00:00,       50389
29/07/2011 00:00,       50926
30/07/2011 00:00,       49330
31/07/2011 00:00,       48115
01/08/2011 00:00,       48177
02/08/2011 00:00,       47570
03/08/2011 00:00,       46570
04/08/2011 00:00,       45764
05/08/2011 00:00,       47179
06/08/2011 00:00,       46175
07/08/2011 00:00,       45658
08/08/2011 00:00,       45086
09/08/2011 00:00,       44597
10/08/2011 00:00,       44134
11/08/2011 00:00,       43730
12/08/2011 00:00,       43482
13/08/2011 00:00,       43304
14/08/2011 00:00,       43111
15/08/2011 00:00,       43236
16/08/2011 00:00,       43609
17/08/2011 00:00,       45881
18/08/2011 00:00,       47641
19/08/2011 00:00,       47722
20/08/2011 00:00,       46323
21/08/2011 00:00,       45407
22/08/2011 00:00,       44521
23/08/2011 00:00,       44356
24/08/2011 00:00,       20390
25/08/2011 00:00,       10506
26/08/2011 00:00,       20059
27/08/2011 00:00,       21182
28/08/2011 00:00,       22108
29/08/2011 00:00,       17669
30/08/2011 00:00,       18466
31/08/2011 00:00,       18893
01/09/2011 00:00,       19289
02/09/2011 00:00,       19774
03/09/2011 00:00,       16975
04/09/2011 00:00,       15734
05/09/2011 00:00,       17858
06/09/2011 00:00,       15536
07/09/2011 00:00,       16459
08/09/2011 00:00,       16477
09/09/2011 00:00,       15445
10/09/2011 00:00,       15422
11/09/2011 00:00,       15281
12/09/2011 00:00,       15198
13/09/2011 00:00,       15139
14/09/2011 00:00,       15323
15/09/2011 00:00,       15571
16/09/2011 00:00,       15797
17/09/2011 00:00,       15802
18/09/2011 00:00,       15853
19/09/2011 00:00,       16001
20/09/2011 00:00,       15697
21/09/2011 00:00,       15825
22/09/2011 00:00,       15859
23/09/2011 00:00,       16108
24/09/2011 00:00,       16247
25/09/2011 00:00,       16299
26/09/2011 00:00,       16787
27/09/2011 00:00,       16641
28/09/2011 00:00,       16434
29/09/2011 00:00,       16050
30/09/2011 00:00,       15905
01/10/2011 00:00,       15719
02/10/2011 00:00,       15976
03/10/2011 00:00,       16239
04/10/2011 00:00,       16274
05/10/2011 00:00,       16668
06/10/2011 00:00,       16720
07/10/2011 00:00,       16544
08/10/2011 00:00,       16207
09/10/2011 00:00,       16129
10/10/2011 00:00,       16244
11/10/2011 00:00,       16301
12/10/2011 00:00,       16494
13/10/2011 00:00,       16612
14/10/2011 00:00,       16717
15/10/2011 00:00,       16715
16/10/2011 00:00,       16897
17/10/2011 00:00,       16970
18/10/2011 00:00,       17063
19/10/2011 00:00,       17254
20/10/2011 00:00,       17385
21/10/2011 00:00,       17312
22/10/2011 00:00,       17451
23/10/2011 00:00,       17525
24/10/2011 00:00,       17516
25/10/2011 00:00,       17659
26/10/2011 00:00,       17723
27/10/2011 00:00,       17767
28/10/2011 00:00,       17871
29/10/2011 00:00,       17873
30/10/2011 00:00,       17938
31/10/2011 00:00,       18078
01/11/2011 00:00,       18159
02/11/2011 00:00,       18248
03/11/2011 00:00,       18301
04/11/2011 00:00,       18295
05/11/2011 00:00,       18467
06/11/2011 00:00,       18673
07/11/2011 00:00,       18911
08/11/2011 00:00,       18948
09/11/2011 00:00,       19121
10/11/2011 00:00,       19430
11/11/2011 00:00,       19602
12/11/2011 00:00,       19705
13/11/2011 00:00,       19990
14/11/2011 00:00,       20166
15/11/2011 00:00,       20362
16/11/2011 00:00,       20603
17/11/2011 00:00,       20872
18/11/2011 00:00,       21088
19/11/2011 00:00,       20653
20/11/2011 00:00,       20957
21/11/2011 00:00,       21260
22/11/2011 00:00,       21603
23/11/2011 00:00,       21903
24/11/2011 00:00,       22264
25/11/2011 00:00,       22459
26/11/2011 00:00,       22207
27/11/2011 00:00,       22525
28/11/2011 00:00,       22702
29/11/2011 00:00,       22788
30/11/2011 00:00,       22543
01/12/2011 00:00,       22900
02/12/2011 00:00,       23270
03/12/2011 00:00,       23633
04/12/2011 00:00,       23976
05/12/2011 00:00,       24516
06/12/2011 00:00,       24843
07/12/2011 00:00,       25267
08/12/2011 00:00,       25574
09/12/2011 00:00,       25815
10/12/2011 00:00,       25569
11/12/2011 00:00,       26158
12/12/2011 00:00,       26481
13/12/2011 00:00,       26984
14/12/2011 00:00,       27576
15/12/2011 00:00,       28169
16/12/2011 00:00,       28693
17/12/2011 00:00,       29099
18/12/2011 00:00,       27814
19/12/2011 00:00,       28649
20/12/2011 00:00,       29190
21/12/2011 00:00,       29869
22/12/2011 00:00,       30515
23/12/2011 00:00,       30996
24/12/2011 00:00,       31345
25/12/2011 00:00,       32048
26/12/2011 00:00,       32945
27/12/2011 00:00,       33533
28/12/2011 00:00,       34195
29/12/2011 00:00,       34952
30/12/2011 00:00,       35681
31/12/2011 00:00,       36418
01/01/2012 00:00,       37282
02/01/2012 00:00,       38272
03/01/2012 00:00,       39091
04/01/2012 00:00,       40428
05/01/2012 00:00,       41573
06/01/2012 00:00,       42264
07/01/2012 00:00,       42611
08/01/2012 00:00,       42172
09/01/2012 00:00,       42790
10/01/2012 00:00,       43554
11/01/2012 00:00,       44376
12/01/2012 00:00,       45278
13/01/2012 00:00,       46089
14/01/2012 00:00,       47133
15/01/2012 00:00,       48221
16/01/2012 00:00,       48672
17/01/2012 00:00,       48470
18/01/2012 00:00,       49096
19/01/2012 00:00,       50732
20/01/2012 00:00,       51934
21/01/2012 00:00,       52978
22/01/2012 00:00,       54244
23/01/2012 00:00,       55041
24/01/2012 00:00,       56508
25/01/2012 00:00,       58032
26/01/2012 00:00,       60011
27/01/2012 00:00,       61245
28/01/2012 00:00,       62490
29/01/2012 00:00,       63483
30/01/2012 00:00,       63145
31/01/2012 00:00,       65987
01/02/2012 00:00,       67231
02/02/2012 00:00,       67656
03/02/2012 00:00,       48989
04/02/2012 00:00,       15371
05/02/2012 00:00,       46547
06/02/2012 00:00,       57330
07/02/2012 00:00,       58333
08/02/2012 00:00,       59105
09/02/2012 00:00,       57841
10/02/2012 00:00,       53870
11/02/2012 00:00,       55577
12/02/2012 00:00,       58189
13/02/2012 00:00,       59678
14/02/2012 00:00,       62001
15/02/2012 00:00,       64579
16/02/2012 00:00,       66964
17/02/2012 00:00,       29416
18/02/2012 00:00,         620
19/02/2012 00:00,         244
20/02/2012 00:00,         366
21/02/2012 00:00,         264
22/02/2012 00:00,         284
23/02/2012 00:00,         183
24/02/2012 00:00,         165
25/02/2012 00:00,           0
26/02/2012 00:00,          14
27/02/2012 00:00,          77
28/02/2012 00:00,          39
29/02/2012 00:00,         121
01/03/2012 00:00,         115
02/03/2012 00:00,          94
03/03/2012 00:00,         304
04/03/2012 00:00,         207
05/03/2012 00:00,          39
06/03/2012 00:00,          33
07/03/2012 00:00,         121
08/03/2012 00:00,          45
09/03/2012 00:00,          17
