"Time","A5031001","A5031001","A5031001"
10/08/2002 00:00,      44.582,      39.781,      36.720
11/08/2002 00:00,      58.752,      44.652,      35.510
12/08/2002 00:00,     110.333,      80.857,      55.296
13/08/2002 00:00,      78.883,      64.418,      55.210
14/08/2002 00:00,      61.603,      50.870,      47.261
15/08/2002 00:00,      48.125,      43.359,      40.090
16/08/2002 00:00,      44.237,      39.394,      35.597
17/08/2002 00:00,      40.349,      36.134,      33.264
18/08/2002 00:00,      37.498,      32.925,      29.635
19/08/2002 00:00,      33.955,      30.552,      27.821
20/08/2002 00:00,      31.277,      28.560,      26.093
21/08/2002 00:00,      29.462,      27.005,      24.797
22/08/2002 00:00,      27.043,      25.281,      23.846
23/08/2002 00:00,      24.710,      23.205,      21.773
24/08/2002 00:00,      22.896,      20.679,      19.267
25/08/2002 00:00,      19.786,      17.988,      16.416
26/08/2002 00:00,      18.922,      17.538,      16.157
27/08/2002 00:00,      18.144,      16.346,      14.170
28/08/2002 00:00,      17.798,      16.399,      14.342
29/08/2002 00:00,      20.304,      18.701,      17.107
30/08/2002 00:00,      30.067,      21.040,      19.267
31/08/2002 00:00,      35.683,      26.761,      21.600
01/09/2002 00:00,      21.686,      19.213,      17.539
02/09/2002 00:00,      36.202,      18.583,      15.898
03/09/2002 00:00,      37.152,      32.158,      29.894
04/09/2002 00:00,      56.989,      45.679,      36.374
05/09/2002 00:00,      58.147,      43.101,      34.042
06/09/2002 00:00,      34.387,      29.837,      26.093
07/09/2002 00:00,      27.475,      25.131,      23.414
08/09/2002 00:00,      24.451,      22.404,      21.254
09/09/2002 00:00,      30.586,      27.557,      21.600
10/09/2002 00:00,      36.374,      32.377,      27.562
11/09/2002 00:00,      31.277,      27.481,      25.229
12/09/2002 00:00,      26.352,      24.096,      22.378
13/09/2002 00:00,      23.328,      21.345,      19.958
14/09/2002 00:00,      21.427,      19.677,      18.317
15/09/2002 00:00,      18.576,      17.798,      16.934
16/09/2002 00:00,      24.192,      21.742,      18.403
17/09/2002 00:00,      29.894,      27.161,      23.242
18/09/2002 00:00,      51.970,      36.900,      26.611
19/09/2002 00:00,     117.677,      92.067,      51.970
20/09/2002 00:00,      77.069,      61.005,      52.618
21/09/2002 00:00,      53.568,      47.503,      43.200
22/09/2002 00:00,      43.200,      39.140,      36.720
23/09/2002 00:00,      37.584,      31.200,      26.438
24/09/2002 00:00,      28.166,      25.754,      24.019
25/09/2002 00:00,      76.982,      42.149,      26.006
26/09/2002 00:00,      68.170,      46.077,      37.152
27/09/2002 00:00,      38.102,      33.582,      30.845
28/09/2002 00:00,      79.661,      63.407,      37.757
29/09/2002 00:00,      73.613,      60.887,      51.408
30/09/2002 00:00,      51.408,      44.265,      39.917
01/10/2002 00:00,      40.349,      35.689,      33.350
02/10/2002 00:00,      33.782,      29.648,      25.920
03/10/2002 00:00,      36.461,      28.823,      23.501
04/10/2002 00:00,      47.088,      43.095,      36.115
05/10/2002 00:00,      49.334,      44.969,      42.509
06/10/2002 00:00,      43.459,      40.072,      36.979
07/10/2002 00:00,      38.880,      35.537,      33.264
08/10/2002 00:00,      99.965,      73.569,      38.016
09/10/2002 00:00,      68.861,      54.707,      42.941
10/10/2002 00:00,      42.941,      31.781,      27.821
11/10/2002 00:00,      28.512,      26.321,      24.710
12/10/2002 00:00,      25.402,      23.793,      22.378
13/10/2002 00:00,      22.810,      21.181,      19.786
14/10/2002 00:00,      20.131,      19.529,      19.068
15/10/2002 00:00,      19.068,      18.476,      18.052
16/10/2002 00:00,      18.052,      17.398,      16.644
17/10/2002 00:00,      16.644,      16.128,      15.713
18/10/2002 00:00,      15.713,      14.887,      13.942
19/10/2002 00:00,      13.942,      13.512,      11.318
20/10/2002 00:00,      11.750,      10.319,       9.677
21/10/2002 00:00,      10.368,       9.435,       8.899
22/10/2002 00:00,       9.677,       8.895,       7.949
23/10/2002 00:00,      10.714,       9.791,       9.072
24/10/2002 00:00,      13.651,      11.372,       9.936
25/10/2002 00:00,      14.083,      13.606,      12.874
26/10/2002 00:00,      12.874,      11.853,      11.318
27/10/2002 00:00,      11.750,      10.235,       9.418
28/10/2002 00:00,       9.418,       8.613,       7.949
29/10/2002 00:00,       8.554,       7.887,       6.912
30/10/2002 00:00,       8.208,       7.651,       7.085
31/10/2002 00:00,       8.122,       7.683,       7.258
01/11/2002 00:00,       8.208,       7.066,       6.048
02/11/2002 00:00,       6.739,       5.948,       5.270
03/11/2002 00:00,       5.789,       5.375,       5.098
04/11/2002 00:00,       6.480,       5.829,       5.530
05/11/2002 00:00,       6.221,       5.656,       5.184
06/11/2002 00:00,       6.566,       5.337,       4.579
07/11/2002 00:00,       5.270,       4.655,       4.147
08/11/2002 00:00,       5.011,       4.355,       3.888
09/11/2002 00:00,       4.406,       4.025,       3.629
10/11/2002 00:00,       4.320,       3.794,       3.456
11/11/2002 00:00,       4.838,       4.373,       4.061
12/11/2002 00:00,       4.666,       4.354,       3.974
13/11/2002 00:00,       5.530,       4.936,       4.406
14/11/2002 00:00,       5.530,       4.912,       4.406
15/11/2002 00:00,       4.579,       4.158,       3.888
16/11/2002 00:00,       3.974,       3.533,       3.197
17/11/2002 00:00,       3.542,       3.188,       2.765
18/11/2002 00:00,       3.110,       2.749,       2.419
19/11/2002 00:00,       2.765,       2.478,       2.246
20/11/2002 00:00,       2.592,       2.510,       2.333
21/11/2002 00:00,       3.024,       2.483,       2.160
22/11/2002 00:00,       2.765,       2.603,       2.333
23/11/2002 00:00,       2.851,       2.518,       2.246
24/11/2002 00:00,       2.592,       2.442,       2.246
25/11/2002 00:00,     164.765,      28.761,       2.506
26/11/2002 00:00,     133.056,      64.005,      33.437
27/11/2002 00:00,      34.214,      24.440,      17.107
28/11/2002 00:00,      17.107,      13.280,      10.541
29/11/2002 00:00,      10.714,       8.754,       7.690
30/11/2002 00:00,       7.862,       6.915,       6.221
01/12/2002 00:00,       6.480,       5.484,       4.752
02/12/2002 00:00,       4.925,       4.538,       4.234
03/12/2002 00:00,       4.406,       3.898,       3.456
04/12/2002 00:00,       3.974,       3.404,       3.024
05/12/2002 00:00,       5.184,       4.295,       3.197
06/12/2002 00:00,       5.875,       5.086,       4.752
07/12/2002 00:00,       6.134,       5.177,       4.493
08/12/2002 00:00,       4.838,       4.226,       3.715
09/12/2002 00:00,       4.147,       3.722,       3.456
10/12/2002 00:00,       3.715,       3.284,       2.938
11/12/2002 00:00,       3.110,       2.790,       2.506
12/12/2002 00:00,       2.938,       2.659,       2.506
13/12/2002 00:00,       2.765,       2.441,       2.160
14/12/2002 00:00,       2.592,       2.348,       2.160
15/12/2002 00:00,       2.419,       2.086,       1.814
16/12/2002 00:00,       1.987,       1.689,       1.382
17/12/2002 00:00,       1.901,       1.406,       1.210
18/12/2002 00:00,       1.382,       1.191,       0.950
19/12/2002 00:00,       1.123,       0.963,       0.778
20/12/2002 00:00,       0.864,       0.734,       0.518
21/12/2002 00:00,       0.605,       0.537,       0.346
22/12/2002 00:00,       0.691,       0.530,       0.432
23/12/2002 00:00,       0.691,       0.608,       0.518
24/12/2002 00:00,       0.864,       0.778,       0.605
25/12/2002 00:00,       1.037,       0.871,       0.778
26/12/2002 00:00,       0.950,       0.805,       0.691
27/12/2002 00:00,       0.950,       0.846,       0.691
28/12/2002 00:00,       0.864,       0.776,       0.605
29/12/2002 00:00,       0.950,       0.880,       0.778
30/12/2002 00:00,       1.222,       1.003,       0.864
31/12/2002 00:00,       2.160,       1.320,       0.950
01/01/2003 00:00,       2.765,       2.504,       2.160
02/01/2003 00:00,       2.678,       2.246,       1.987
03/01/2003 00:00,       2.160,       1.784,       1.555
04/01/2003 00:00,       1.814,       1.590,       1.296
05/01/2003 00:00,       1.642,       1.362,       1.123
06/01/2003 00:00,       1.382,       1.168,       0.950
07/01/2003 00:00,       1.210,       1.014,       0.864
08/01/2003 00:00,       1.123,       0.989,       0.864
09/01/2003 00:00,       1.123,       0.998,       0.864
10/01/2003 00:00,       1.210,       0.984,       0.864
11/01/2003 00:00,       1.123,       0.991,       0.864
12/01/2003 00:00,       1.123,       0.937,       0.778
13/01/2003 00:00,       1.037,       0.871,       0.778
14/01/2003 00:00,       1.037,       0.878,       0.778
15/01/2003 00:00,       0.950,       0.879,       0.778
16/01/2003 00:00,       1.037,       0.873,       0.691
17/01/2003 00:00,       0.950,       0.784,       0.518
18/01/2003 00:00,       1.037,       0.772,       0.605
19/01/2003 00:00,       0.950,       0.827,       0.691
20/01/2003 00:00,       0.950,       0.845,       0.778
21/01/2003 00:00,       0.950,       0.877,       0.778
22/01/2003 00:00,       1.123,       0.939,       0.864
23/01/2003 00:00,       1.123,       0.980,       0.864
24/01/2003 00:00,       1.123,       1.029,       0.950
25/01/2003 00:00,       0.950,       0.578,       0.432
26/01/2003 00:00,       0.691,       0.590,       0.451
27/01/2003 00:00,       0.778,       0.668,       0.518
28/01/2003 00:00,       0.864,       0.712,       0.521
29/01/2003 00:00,       0.691,       0.382,       0.173
30/01/2003 00:00,       0.691,       0.469,       0.259
31/01/2003 00:00,       0.778,       0.544,       0.432
01/02/2003 00:00,       0.864,       0.574,       0.518
02/02/2003 00:00,       0.691,       0.593,       0.518
03/02/2003 00:00,       0.605,       0.523,       0.432
04/02/2003 00:00,       0.691,       0.526,       0.259
05/02/2003 00:00,       0.691,       0.410,       0.259
06/02/2003 00:00,       0.432,       0.367,       0.259
07/02/2003 00:00,       0.605,       0.479,       0.432
08/02/2003 00:00,       0.605,       0.492,       0.432
09/02/2003 00:00,       0.691,       0.551,       0.346
10/02/2003 00:00,       0.432,       0.393,       0.346
11/02/2003 00:00,       0.518,       0.427,       0.173
12/02/2003 00:00,       0.518,       0.362,       0.259
13/02/2003 00:00,       0.518,       0.375,       0.259
14/02/2003 00:00,       0.518,       0.383,       0.259
15/02/2003 00:00,       0.518,       0.286,       0.173
16/02/2003 00:00,       0.518,       0.429,       0.259
17/02/2003 00:00,       0.605,       0.542,       0.432
18/02/2003 00:00,       0.605,       0.541,       0.432
19/02/2003 00:00,       0.691,       0.493,       0.432
20/02/2003 00:00,      12.874,       4.768,       0.518
21/02/2003 00:00,       5.098,       3.300,       2.160
22/02/2003 00:00,       2.160,       1.593,       1.123
23/02/2003 00:00,       1.382,       0.973,       0.691
24/02/2003 00:00,       1.037,       0.729,       0.518
25/02/2003 00:00,       0.691,       0.553,       0.259
26/02/2003 00:00,       0.605,       0.458,       0.346
27/02/2003 00:00,       0.605,       0.426,       0.346
28/02/2003 00:00,       0.605,       0.532,       0.432
01/03/2003 00:00,       0.605,       0.530,       0.432
02/03/2003 00:00,       0.605,       0.554,       0.518
03/03/2003 00:00,       0.605,       0.498,       0.346
04/03/2003 00:00,       0.518,       0.381,       0.346
05/03/2003 00:00,       0.432,       0.364,       0.346
06/03/2003 00:00,       0.432,       0.347,       0.259
07/03/2003 00:00,       0.432,       0.392,       0.346
08/03/2003 00:00,       0.518,       0.415,       0.346
09/03/2003 00:00,       0.518,       0.404,       0.259
10/03/2003 00:00,       0.518,       0.408,       0.346
11/03/2003 00:00,       0.518,       0.405,       0.259
12/03/2003 00:00,       0.518,       0.354,       0.173
13/03/2003 00:00,       0.518,       0.387,       0.259
14/03/2003 00:00,       0.346,       0.264,       0.259
15/03/2003 00:00,       0.346,       0.346,       0.346
16/03/2003 00:00,       0.518,       0.383,       0.259
17/03/2003 00:00,       0.432,       0.321,       0.086
18/03/2003 00:00,       0.432,       0.289,       0.173
19/03/2003 00:00,       1.469,       0.468,       0.259
20/03/2003 00:00,       0.518,       0.423,       0.346
21/03/2003 00:00,       0.518,       0.501,       0.432
22/03/2003 00:00,       0.605,       0.537,       0.518
23/03/2003 00:00,       0.605,       0.521,       0.518
24/03/2003 00:00,       0.691,       0.563,       0.346
25/03/2003 00:00,       0.778,       0.569,       0.432
26/03/2003 00:00,       0.518,       0.493,       0.432
27/03/2003 00:00,       0.518,       0.433,       0.346
28/03/2003 00:00,       0.518,       0.502,       0.432
29/03/2003 00:00,       0.605,       0.531,       0.518
30/03/2003 00:00,       0.691,       0.567,       0.518
31/03/2003 00:00,       0.691,       0.591,       0.518
01/04/2003 00:00,       0.518,       0.488,       0.432
02/04/2003 00:00,       0.579,       0.524,       0.432
03/04/2003 00:00,       0.691,       0.645,       0.518
04/04/2003 00:00,       0.778,       0.699,       0.605
05/04/2003 00:00,       0.691,       0.612,       0.518
06/04/2003 00:00,       0.778,       0.667,       0.605
07/04/2003 00:00,       1.987,       0.845,       0.605
08/04/2003 00:00,       1.123,       0.996,       0.864
09/04/2003 00:00,       1.123,       1.023,       0.950
10/04/2003 00:00,       1.123,       1.008,       0.864
11/04/2003 00:00,       1.037,       0.962,       0.778
12/04/2003 00:00,       1.987,       1.014,       0.691
13/04/2003 00:00,       1.987,       1.674,       1.296
14/04/2003 00:00,       1.987,       1.643,       1.469
15/04/2003 00:00,       3.888,       2.752,       1.555
16/04/2003 00:00,       3.629,       2.981,       2.333
17/04/2003 00:00,       2.419,       1.986,       1.728
18/04/2003 00:00,       1.728,       1.515,       1.296
19/04/2003 00:00,       1.469,       1.302,       1.123
20/04/2003 00:00,       1.361,       1.139,       0.884
21/04/2003 00:00,       0.884,       0.864,       0.864
22/04/2003 00:00,       0.864,       0.854,       0.816
23/04/2003 00:00,       0.816,       0.770,       0.716
24/04/2003 00:00,       0.716,       0.660,       0.605
25/04/2003 00:00,       0.691,       0.647,       0.605
26/04/2003 00:00,       0.690,       0.656,       0.623
27/04/2003 00:00,       0.623,       0.607,       0.605
28/04/2003 00:00,       0.605,       0.605,       0.605
29/04/2003 00:00,       3.456,       0.758,       0.259
30/04/2003 00:00,       1.138,       0.752,       0.259
01/05/2003 00:00,       1.382,       1.208,       1.123
02/05/2003 00:00,       1.210,       1.135,       1.037
03/05/2003 00:00,       1.123,       1.010,       0.864
04/05/2003 00:00,       1.123,       0.973,       0.864
05/05/2003 00:00,       0.940,       0.864,       0.815
06/05/2003 00:00,       0.815,       0.785,       0.769
07/05/2003 00:00,       0.769,       0.608,       0.518
08/05/2003 00:00,       0.778,       0.627,       0.518
09/05/2003 00:00,       0.778,       0.715,       0.605
10/05/2003 00:00,       0.974,       0.785,       0.691
11/05/2003 00:00,       1.901,       1.125,       0.950
12/05/2003 00:00,       1.555,       1.481,       1.296
13/05/2003 00:00,       1.555,       1.411,       1.296
14/05/2003 00:00,       1.296,       1.199,       1.123
15/05/2003 00:00,       1.210,       1.135,       1.037
16/05/2003 00:00,       1.210,       1.115,       1.037
17/05/2003 00:00,       1.123,       1.026,       0.864
18/05/2003 00:00,       2.246,       1.239,       0.864
19/05/2003 00:00,      98.842,      25.628,       1.555
20/05/2003 00:00,      99.533,      47.073,      22.205
21/05/2003 00:00,      28.166,      22.068,      15.293
22/05/2003 00:00,      15.984,      12.281,       9.072
23/05/2003 00:00,     545.530,      71.860,       7.430
24/05/2003 00:00,     256.867,     118.458,      46.138
25/05/2003 00:00,      46.138,      29.055,      18.922
26/05/2003 00:00,      18.922,      14.314,      11.059
27/05/2003 00:00,      11.232,       9.405,       7.862
28/05/2003 00:00,       7.862,       6.760,       5.616
29/05/2003 00:00,       5.962,       5.280,       4.666
30/05/2003 00:00,       4.752,       4.299,       3.802
31/05/2003 00:00,       4.493,       3.604,       3.024
01/06/2003 00:00,       3.888,       3.361,       2.678
02/06/2003 00:00,       4.752,       3.430,       2.592
03/06/2003 00:00,       4.406,       4.145,       3.542
04/06/2003 00:00,      49.594,       8.726,       3.370
05/06/2003 00:00,     120.096,      57.459,      29.808
06/06/2003 00:00,    1202.515,     380.759,      87.782
07/06/2003 00:00,     587.520,     251.315,     110.160
08/06/2003 00:00,     110.160,      68.551,      45.619
09/06/2003 00:00,      45.619,      35.457,      28.426
10/06/2003 00:00,      28.426,      24.582,      21.514
11/06/2003 00:00,      21.514,      18.446,      16.416
12/06/2003 00:00,      38.966,      19.155,      14.515
13/06/2003 00:00,      45.619,      36.071,      27.475
14/06/2003 00:00,      48.298,      42.883,      36.547
15/06/2003 00:00,      38.534,      32.567,      29.117
16/06/2003 00:00,      33.437,      29.994,      27.130
17/06/2003 00:00,      28.771,      24.769,      22.464
18/06/2003 00:00,      22.464,      20.514,      19.181
19/06/2003 00:00,      19.440,      18.716,      17.107
20/06/2003 00:00,      18.403,      17.225,      16.416
21/06/2003 00:00,      27.821,      19.654,      16.416
22/06/2003 00:00,      52.790,      35.921,      27.130
23/06/2003 00:00,      52.358,      38.220,      31.622
24/06/2003 00:00,      31.968,      27.486,      24.883
25/06/2003 00:00,      24.883,      21.948,      19.699
26/06/2003 00:00,      30.931,      18.822,      16.848
27/06/2003 00:00,    1914.970,     669.353,      30.931
28/06/2003 00:00,     403.488,     259.923,     181.526
29/06/2003 00:00,    1221.782,     699.863,     290.650
30/06/2003 00:00,     290.650,     186.139,     138.240
01/07/2003 00:00,     138.240,     115.566,      95.213
02/07/2003 00:00,      98.669,      83.305,      70.416
03/07/2003 00:00,      72.144,      61.677,      55.210
04/07/2003 00:00,      55.642,      51.275,      47.866
05/07/2003 00:00,      48.730,      44.883,      41.904
06/07/2003 00:00,      42.336,      36.885,      33.091
07/07/2003 00:00,      34.214,      30.725,      28.771
08/07/2003 00:00,      29.117,      25.750,      23.933
09/07/2003 00:00,      24.883,      23.545,      21.859
10/07/2003 00:00,      23.328,      21.597,      20.477
11/07/2003 00:00,      54.691,      26.298,      17.885
12/07/2003 00:00,     270.000,     172.629,      54.691
13/07/2003 00:00,     217.123,     119.005,      81.907
14/07/2003 00:00,      83.203,      66.824,      55.642
15/07/2003 00:00,      56.160,      47.080,      41.904
16/07/2003 00:00,      43.114,      36.512,      32.746
17/07/2003 00:00,      33.869,      30.575,      28.166
18/07/2003 00:00,      30.499,      28.190,      26.093
19/07/2003 00:00,      27.475,      26.165,      25.142
20/07/2003 00:00,      25.834,      23.417,      22.118
21/07/2003 00:00,      23.587,      22.616,      21.341
22/07/2003 00:00,      23.501,      21.894,      20.995
23/07/2003 00:00,      28.286,      21.953,      20.218
24/07/2003 00:00,    1685.578,     709.981,      28.286
25/07/2003 00:00,     806.276,     469.328,     292.308
26/07/2003 00:00,     292.308,     233.451,     188.553
27/07/2003 00:00,     188.553,     158.449,     133.554
28/07/2003 00:00,    1171.757,     314.658,     125.453
29/07/2003 00:00,     750.435,     309.517,     171.374
30/07/2003 00:00,     171.374,     139.687,     115.517
31/07/2003 00:00,     116.294,      98.656,      86.486
01/08/2003 00:00,      87.782,      79.911,      72.230
02/08/2003 00:00,      73.958,      65.498,      59.702
03/08/2003 00:00,      60.739,      54.144,      48.298
04/08/2003 00:00,      49.680,      45.396,      42.768
05/08/2003 00:00,     633.398,     313.187,      42.768
06/08/2003 00:00,     438.912,     284.214,     194.486
07/08/2003 00:00,     297.994,     190.201,     136.685
08/08/2003 00:00,     139.277,     120.297,     109.642
09/08/2003 00:00,     125.971,     117.849,     111.110
10/08/2003 00:00,     129.168,      98.191,      87.264
11/08/2003 00:00,     487.555,     337.330,     127.613
12/08/2003 00:00,     306.547,     209.749,     167.011
13/08/2003 00:00,     235.872,     200.479,     177.898
14/08/2003 00:00,     242.093,     182.601,     142.906
15/08/2003 00:00,     144.720,     120.930,     107.568
16/08/2003 00:00,     108.259,      97.941,      89.424
17/08/2003 00:00,      93.485,      82.648,      75.427
18/08/2003 00:00,      93.485,      81.135,      71.885
19/08/2003 00:00,      73.094,      65.895,      60.912
20/08/2003 00:00,      98.410,      59.848,      56.419
21/08/2003 00:00,     828.835,     452.997,      98.410
22/08/2003 00:00,     306.893,     192.413,     132.797
23/08/2003 00:00,    4227.638,     655.218,     122.170
24/08/2003 00:00,    5236.963,    2476.977,     513.130
25/08/2003 00:00,    1032.480,     635.815,     403.056
26/08/2003 00:00,     403.056,     300.655,     241.488
27/08/2003 00:00,     241.488,     198.710,     164.506
28/08/2003 00:00,     169.344,     146.685,     130.464
29/08/2003 00:00,     131.242,     113.938,     100.656
30/08/2003 00:00,     686.880,     369.591,     107.050
31/08/2003 00:00,    1437.437,     658.734,     321.926
01/09/2003 00:00,     356.141,     254.183,     196.214
02/09/2003 00:00,     197.165,     170.076,     149.645
03/09/2003 00:00,     155.174,     132.996,     117.763
04/09/2003 00:00,     120.096,     106.626,      94.435
05/09/2003 00:00,      97.200,      84.077,      77.587
06/09/2003 00:00,     116.208,     101.700,      80.093
07/09/2003 00:00,     108.000,      90.477,      78.883
08/09/2003 00:00,      80.093,      71.411,      64.800
09/09/2003 00:00,      66.528,      63.031,      60.134
10/09/2003 00:00,      61.690,      56.721,      51.494
11/09/2003 00:00,      73.440,      60.162,      52.358
12/09/2003 00:00,     146.275,     108.869,      73.440
13/09/2003 00:00,     146.275,      90.865,      74.650
14/09/2003 00:00,    4164.307,    1539.419,     146.275
15/09/2003 00:00,    1689.811,     711.960,     509.760
16/09/2003 00:00,    2146.435,    1017.466,     529.718
17/09/2003 00:00,     737.942,     610.737,     495.677
18/09/2003 00:00,     806.717,     652.958,     548.813
19/09/2003 00:00,     559.181,     363.352,     247.450
20/09/2003 00:00,     251.770,     202.893,     166.061
21/09/2003 00:00,     170.899,     146.687,     127.613
22/09/2003 00:00,     130.032,     111.890,     100.310
23/09/2003 00:00,     102.470,      95.167,      88.042
24/09/2003 00:00,     104.717,      89.804,      79.661
25/09/2003 00:00,     115.862,     102.469,      84.154
26/09/2003 00:00,     136.080,     107.377,      94.867
27/09/2003 00:00,     188.870,     145.409,     109.217
28/09/2003 00:00,     109.217,      91.109,      79.747
29/09/2003 00:00,      81.043,      75.015,      70.762
30/09/2003 00:00,      71.808,      67.015,      63.504
01/10/2003 00:00,     602.467,     286.876,      67.306
02/10/2003 00:00,     249.869,     201.161,     159.667
03/10/2003 00:00,     160.531,     127.589,     108.518
04/10/2003 00:00,     109.210,      95.980,      87.610
05/10/2003 00:00,      90.288,      80.699,      74.390
06/10/2003 00:00,      74.995,      68.151,      65.232
07/10/2003 00:00,      66.355,      61.254,      58.493
08/10/2003 00:00,      74.390,      65.610,      58.493
09/10/2003 00:00,      73.267,      63.900,      58.579
10/10/2003 00:00,      60.048,      56.924,      54.605
11/10/2003 00:00,      56.592,      53.844,      50.890
12/10/2003 00:00,      51.840,      48.392,      46.483
13/10/2003 00:00,      47.347,      44.020,      41.472
14/10/2003 00:00,      42.250,      40.049,      38.966
15/10/2003 00:00,      39.744,      37.816,      36.115
16/10/2003 00:00,      36.547,      35.437,      34.394
17/10/2003 00:00,      34.394,      32.994,      31.671
18/10/2003 00:00,      31.671,      30.508,      29.387
19/10/2003 00:00,      29.387,      28.536,      27.817
20/10/2003 00:00,      27.817,      26.963,      26.043
21/10/2003 00:00,      26.043,      24.826,      23.872
22/10/2003 00:00,      23.872,      23.192,      22.608
23/10/2003 00:00,      22.637,      22.542,      22.426
24/10/2003 00:00,      22.426,      22.057,      21.946
25/10/2003 00:00,     448.762,     102.854,      22.205
26/10/2003 00:00,     191.760,      69.547,      45.101
27/10/2003 00:00,      45.101,      39.699,      35.770
28/10/2003 00:00,      38.189,      36.839,      35.338
29/10/2003 00:00,      42.336,      40.467,      38.189
30/10/2003 00:00,      55.642,      37.139,      32.314
31/10/2003 00:00,     512.179,     240.729,      55.642
01/11/2003 00:00,     220.320,     125.427,      86.486
02/11/2003 00:00,      95.904,      85.500,      71.626
03/11/2003 00:00,      71.626,      59.120,      50.976
04/11/2003 00:00,      51.062,      45.317,      38.966
05/11/2003 00:00,      39.398,      37.478,      34.560
06/11/2003 00:00,      35.338,      32.843,      30.154
07/11/2003 00:00,      30.499,      28.778,      27.130
08/11/2003 00:00,      27.475,      25.675,      24.538
09/11/2003 00:00,      25.142,      23.666,      22.464
10/11/2003 00:00,      23.328,      21.890,      20.736
11/11/2003 00:00,      21.600,      20.173,      19.181
12/11/2003 00:00,      19.699,      18.520,      17.366
13/11/2003 00:00,      18.576,      16.781,      15.206
14/11/2003 00:00,      16.157,      14.994,      13.910
15/11/2003 00:00,      14.083,      13.333,      12.614
16/11/2003 00:00,      13.046,      11.843,      10.886
17/11/2003 00:00,      10.886,      10.292,       9.677
18/11/2003 00:00,      10.714,      10.065,       9.331
19/11/2003 00:00,      10.886,      10.350,      10.022
20/11/2003 00:00,      11.059,      10.186,       9.245
21/11/2003 00:00,       9.331,       8.269,       7.690
22/11/2003 00:00,       8.035,       7.812,       7.690
23/11/2003 00:00,       9.245,       8.406,       7.862
24/11/2003 00:00,       9.504,       9.241,       8.899
25/11/2003 00:00,       9.504,       8.901,       8.035
26/11/2003 00:00,       8.294,       7.821,       7.171
27/11/2003 00:00,       7.690,       7.105,       6.480
28/11/2003 00:00,       6.739,       6.277,       5.702
29/11/2003 00:00,       6.221,       5.610,       5.184
30/11/2003 00:00,       5.530,       5.215,       4.925
01/12/2003 00:00,       5.357,       5.241,       5.098
02/12/2003 00:00,       5.357,       5.076,       4.666
03/12/2003 00:00,       5.098,       4.720,       4.320
04/12/2003 00:00,       4.666,       4.457,       4.320
05/12/2003 00:00,       4.838,       4.592,       4.320
06/12/2003 00:00,       4.666,       4.222,       3.715
07/12/2003 00:00,       4.147,       3.629,       3.197
