Variable Name,Min Date,Max Date,Number of Samples
SAL,04/01/2019 10:06:00,28/05/2020 08:07:00,74.000
TEMP,04/01/2019 10:06:00,28/05/2020 08:07:00,74.000
WQ_DIAG_TOT_TDS,04/01/2019 10:06:00,28/05/2020 08:07:00,74.000
WQ_DIAG_TOT_TURBIDITY,04/01/2019 10:06:00,28/05/2020 08:07:00,74.000
WQ_CAR_PH,04/01/2019 10:06:00,28/05/2020 08:07:00,74.000
