time,fraction_open
01/01/2010 00:00,0.000
03/09/2010 00:00,0.000
04/09/2010 00:00,0.000
05/09/2010 00:00,0.000
06/09/2010 00:00,0.000
07/09/2010 00:00,0.000
08/09/2010 00:00,0.000
09/09/2010 00:00,0.000
10/09/2010 00:00,0.000
11/09/2010 00:00,0.000
12/09/2010 00:00,0.000
13/09/2010 00:00,0.000
14/09/2010 00:00,0.000
15/09/2010 00:00,0.000
16/09/2010 00:00,0.000
17/09/2010 00:00,0.018
18/09/2010 00:00,0.018
19/09/2010 00:00,0.018
20/09/2010 00:00,0.018
21/09/2010 00:00,0.018
22/09/2010 00:00,0.018
23/09/2010 00:00,0.018
24/09/2010 00:00,0.018
25/09/2010 00:00,0.018
26/09/2010 00:00,0.018
27/09/2010 00:00,0.018
28/09/2010 00:00,0.018
29/09/2010 00:00,0.018
30/09/2010 00:00,0.018
01/10/2010 00:00,0.027
02/10/2010 00:00,0.027
03/10/2010 00:00,0.027
04/10/2010 00:00,0.027
05/10/2010 00:00,0.027
06/10/2010 00:00,0.027
07/10/2010 00:00,0.027
08/10/2010 00:00,0.027
09/10/2010 00:00,0.027
10/10/2010 00:00,0.027
11/10/2010 00:00,0.036
12/10/2010 00:00,0.045
13/10/2010 00:00,0.063
14/10/2010 00:00,0.063
15/10/2010 00:00,0.063
16/10/2010 00:00,0.063
17/10/2010 00:00,0.063
18/10/2010 00:00,0.081
19/10/2010 00:00,0.099
20/10/2010 00:00,0.099
21/10/2010 00:00,0.099
22/10/2010 00:00,0.099
23/10/2010 00:00,0.099
24/10/2010 00:00,0.099
25/10/2010 00:00,0.099
26/10/2010 00:00,0.099
27/10/2010 00:00,0.099
28/10/2010 00:00,0.126
29/10/2010 00:00,0.126
30/10/2010 00:00,0.126
31/10/2010 00:00,0.126
01/11/2010 00:00,0.135
02/11/2010 00:00,0.144
03/11/2010 00:00,0.144
04/11/2010 00:00,0.144
05/11/2010 00:00,0.144
06/11/2010 00:00,0.144
07/11/2010 00:00,0.144
08/11/2010 00:00,0.135
09/11/2010 00:00,0.135
10/11/2010 00:00,0.135
11/11/2010 00:00,0.135
12/11/2010 00:00,0.135
13/11/2010 00:00,0.135
14/11/2010 00:00,0.135
15/11/2010 00:00,0.135
16/11/2010 00:00,0.135
17/11/2010 00:00,0.135
18/11/2010 00:00,0.135
19/11/2010 00:00,0.135
20/11/2010 00:00,0.135
21/11/2010 00:00,0.135
22/11/2010 00:00,0.135
23/11/2010 00:00,0.135
24/11/2010 00:00,0.135
25/11/2010 00:00,0.135
26/11/2010 00:00,0.135
27/11/2010 00:00,0.135
28/11/2010 00:00,0.135
29/11/2010 00:00,0.153
30/11/2010 00:00,0.189
01/12/2010 00:00,0.225
02/12/2010 00:00,0.261
03/12/2010 00:00,0.261
04/12/2010 00:00,0.261
05/12/2010 00:00,0.261
06/12/2010 00:00,0.261
07/12/2010 00:00,0.279
08/12/2010 00:00,0.315
09/12/2010 00:00,0.387
10/12/2010 00:00,0.459
11/12/2010 00:00,0.532
12/12/2010 00:00,0.532
13/12/2010 00:00,0.532
14/12/2010 00:00,0.532
15/12/2010 00:00,0.532
16/12/2010 00:00,0.532
17/12/2010 00:00,0.532
18/12/2010 00:00,0.532
19/12/2010 00:00,0.532
20/12/2010 00:00,0.532
21/12/2010 00:00,0.532
22/12/2010 00:00,0.604
23/12/2010 00:00,0.604
24/12/2010 00:00,0.604
25/12/2010 00:00,0.604
26/12/2010 00:00,0.604
27/12/2010 00:00,0.604
28/12/2010 00:00,0.604
29/12/2010 00:00,0.604
30/12/2010 00:00,0.604
31/12/2010 00:00,0.604
01/01/2011 00:00,0.604
02/01/2011 00:00,0.604
03/01/2011 00:00,0.604
04/01/2011 00:00,0.604
05/01/2011 00:00,0.604
06/01/2011 00:00,0.604
07/01/2011 00:00,0.604
08/01/2011 00:00,0.604
09/01/2011 00:00,0.604
10/01/2011 00:00,0.604
11/01/2011 00:00,0.604
12/01/2011 00:00,0.604
13/01/2011 00:00,0.604
14/01/2011 00:00,0.604
15/01/2011 00:00,0.604
16/01/2011 00:00,0.604
17/01/2011 00:00,0.604
18/01/2011 00:00,0.604
19/01/2011 00:00,0.604
20/01/2011 00:00,0.604
21/01/2011 00:00,0.604
22/01/2011 00:00,0.604
23/01/2011 00:00,0.604
24/01/2011 00:00,0.604
25/01/2011 00:00,0.604
26/01/2011 00:00,0.604
27/01/2011 00:00,0.604
28/01/2011 00:00,0.604
29/01/2011 00:00,0.604
30/01/2011 00:00,0.604
31/01/2011 00:00,0.604
01/02/2011 00:00,0.604
02/02/2011 00:00,0.604
