Time,Q
01/07/2013 00:00:00,4.5704
02/07/2013 00:00:00,4.2231
03/07/2013 00:00:00,4.9194
04/07/2013 00:00:00,1.1835
05/07/2013 00:00:00,-3.7790
06/07/2013 00:00:00,-1.3686
07/07/2013 00:00:00,0.5629
08/07/2013 00:00:00,3.0714
09/07/2013 00:00:00,5.6452
10/07/2013 00:00:00,6.2319
11/07/2013 00:00:00,6.1348
12/07/2013 00:00:00,6.0961
13/07/2013 00:00:00,6.7485
14/07/2013 00:00:00,5.7185
15/07/2013 00:00:00,5.2026
16/07/2013 00:00:00,6.1230
17/07/2013 00:00:00,8.0299
18/07/2013 00:00:00,10.9460
19/07/2013 00:00:00,-4.2315
20/07/2013 00:00:00,-11.7795
21/07/2013 00:00:00,4.1219
22/07/2013 00:00:00,1.0204
23/07/2013 00:00:00,10.2628
24/07/2013 00:00:00,13.5457
25/07/2013 00:00:00,15.1855
26/07/2013 00:00:00,14.9280
27/07/2013 00:00:00,18.6072
28/07/2013 00:00:00,14.3527
29/07/2013 00:00:00,11.8781
30/07/2013 00:00:00,12.5154
31/07/2013 00:00:00,14.1777
01/08/2013 00:00:00,15.5135
02/08/2013 00:00:00,7.9208
03/08/2013 00:00:00,9.0598
04/08/2013 00:00:00,11.0114
05/08/2013 00:00:00,13.6704
06/08/2013 00:00:00,11.2106
07/08/2013 00:00:00,3.8533
08/08/2013 00:00:00,25.3103
09/08/2013 00:00:00,25.8119
10/08/2013 00:00:00,39.6212
11/08/2013 00:00:00,55.2935
12/08/2013 00:00:00,32.9076
13/08/2013 00:00:00,40.8229
14/08/2013 00:00:00,-9.8657
15/08/2013 00:00:00,49.1354
16/08/2013 00:00:00,61.5774
17/08/2013 00:00:00,33.1917
18/08/2013 00:00:00,-51.1700
19/08/2013 00:00:00,-54.7814
20/08/2013 00:00:00,22.3371
21/08/2013 00:00:00,80.7674
22/08/2013 00:00:00,73.5981
23/08/2013 00:00:00,44.9731
24/08/2013 00:00:00,86.3752
25/08/2013 00:00:00,98.4047
26/08/2013 00:00:00,126.0023
27/08/2013 00:00:00,143.5861
28/08/2013 00:00:00,95.4720
29/08/2013 00:00:00,75.7292
30/08/2013 00:00:00,55.3645
31/08/2013 00:00:00,62.5582
01/09/2013 00:00:00,64.0852
02/09/2013 00:00:00,61.5441
03/09/2013 00:00:00,69.2591
04/09/2013 00:00:00,72.6805
05/09/2013 00:00:00,61.7125
06/09/2013 00:00:00,63.2897
07/09/2013 00:00:00,61.3133
08/09/2013 00:00:00,71.5141
09/09/2013 00:00:00,55.9900
10/09/2013 00:00:00,24.5878
11/09/2013 00:00:00,51.8091
12/09/2013 00:00:00,73.4179
13/09/2013 00:00:00,69.7347
14/09/2013 00:00:00,58.8452
15/09/2013 00:00:00,77.0148
16/09/2013 00:00:00,44.8793
17/09/2013 00:00:00,44.3483
18/09/2013 00:00:00,13.1003
19/09/2013 00:00:00,24.3425
20/09/2013 00:00:00,40.6790
21/09/2013 00:00:00,66.1154
22/09/2013 00:00:00,63.9214
23/09/2013 00:00:00,73.5167
24/09/2013 00:00:00,63.6984
25/09/2013 00:00:00,52.6755
26/09/2013 00:00:00,-27.2629
27/09/2013 00:00:00,45.7106
28/09/2013 00:00:00,0.1096
29/09/2013 00:00:00,0.2268
30/09/2013 00:00:00,83.8335
01/10/2013 00:00:00,-34.7785
02/10/2013 00:00:00,-0.8200
03/10/2013 00:00:00,30.9641
04/10/2013 00:00:00,176.4585
05/10/2013 00:00:00,171.5371
06/10/2013 00:00:00,306.1349
07/10/2013 00:00:00,163.8361
08/10/2013 00:00:00,186.1200
09/10/2013 00:00:00,171.2409
10/10/2013 00:00:00,31.9078
11/10/2013 00:00:00,132.5499
12/10/2013 00:00:00,101.5977
13/10/2013 00:00:00,1.6894
14/10/2013 00:00:00,0.1213
15/10/2013 00:00:00,107.2485
16/10/2013 00:00:00,169.5188
17/10/2013 00:00:00,-102.8689
18/10/2013 00:00:00,0.1598
19/10/2013 00:00:00,83.4270
20/10/2013 00:00:00,109.9998
21/10/2013 00:00:00,117.0607
22/10/2013 00:00:00,113.1795
23/10/2013 00:00:00,-12.6014
24/10/2013 00:00:00,0.0685
25/10/2013 00:00:00,0.1373
26/10/2013 00:00:00,20.3472
27/10/2013 00:00:00,45.3331
28/10/2013 00:00:00,22.0618
29/10/2013 00:00:00,18.1642
30/10/2013 00:00:00,24.0657
31/10/2013 00:00:00,29.8000
01/11/2013 00:00:00,21.9965
02/11/2013 00:00:00,10.3547
03/11/2013 00:00:00,0.0707
04/11/2013 00:00:00,11.9247
05/11/2013 00:00:00,23.1897
06/11/2013 00:00:00,21.0114
07/11/2013 00:00:00,15.0518
08/11/2013 00:00:00,6.9799
09/11/2013 00:00:00,10.5318
10/11/2013 00:00:00,20.9134
11/11/2013 00:00:00,21.3536
12/11/2013 00:00:00,21.8017
13/11/2013 00:00:00,25.9266
14/11/2013 00:00:00,30.1239
15/11/2013 00:00:00,30.9650
16/11/2013 00:00:00,30.0678
17/11/2013 00:00:00,29.6331
18/11/2013 00:00:00,29.3845
19/11/2013 00:00:00,12.3653
20/11/2013 00:00:00,16.8926
21/11/2013 00:00:00,36.0648
22/11/2013 00:00:00,35.9034
23/11/2013 00:00:00,34.8802
24/11/2013 00:00:00,40.2049
25/11/2013 00:00:00,43.9090
26/11/2013 00:00:00,41.9466
27/11/2013 00:00:00,32.1096
28/11/2013 00:00:00,19.8060
29/11/2013 00:00:00,18.9697
30/11/2013 00:00:00,22.5715
01/12/2013 00:00:00,22.1324
02/12/2013 00:00:00,18.1192
03/12/2013 00:00:00,17.2956
04/12/2013 00:00:00,14.1299
05/12/2013 00:00:00,0.0107
06/12/2013 00:00:00,17.8404
07/12/2013 00:00:00,36.5396
08/12/2013 00:00:00,35.2854
09/12/2013 00:00:00,27.8340
10/12/2013 00:00:00,21.8809
11/12/2013 00:00:00,20.4351
12/12/2013 00:00:00,22.4307
13/12/2013 00:00:00,21.6721
14/12/2013 00:00:00,21.2632
15/12/2013 00:00:00,22.8212
16/12/2013 00:00:00,21.2881
17/12/2013 00:00:00,17.7895
18/12/2013 00:00:00,16.6882
19/12/2013 00:00:00,16.0105
20/12/2013 00:00:00,7.8589
21/12/2013 00:00:00,11.1287
22/12/2013 00:00:00,12.8300
23/12/2013 00:00:00,13.0589
24/12/2013 00:00:00,16.0065
25/12/2013 00:00:00,16.0574
26/12/2013 00:00:00,12.3115
27/12/2013 00:00:00,16.2761
28/12/2013 00:00:00,11.8960
29/12/2013 00:00:00,14.7444
30/12/2013 00:00:00,15.8175
31/12/2013 00:00:00,12.6827
01/01/2014 00:00:00,12.6827
02/01/2014 00:00:00,8.2927
03/01/2014 00:00:00,4.1042
04/01/2014 00:00:00,0.0990
05/01/2014 00:00:00,0.0826
06/01/2014 00:00:00,3.3545
07/01/2014 00:00:00,6.9204
08/01/2014 00:00:00,7.9670
09/01/2014 00:00:00,7.9735
10/01/2014 00:00:00,7.5294
11/01/2014 00:00:00,6.7790
12/01/2014 00:00:00,7.7218
13/01/2014 00:00:00,8.3608
14/01/2014 00:00:00,8.2267
15/01/2014 00:00:00,8.1672
16/01/2014 00:00:00,8.1827
17/01/2014 00:00:00,4.8632
18/01/2014 00:00:00,0.0800
19/01/2014 00:00:00,0.0919
20/01/2014 00:00:00,4.1826
21/01/2014 00:00:00,6.6249
22/01/2014 00:00:00,7.2914
23/01/2014 00:00:00,7.4434
24/01/2014 00:00:00,6.0236
25/01/2014 00:00:00,6.6526
26/01/2014 00:00:00,7.5973
27/01/2014 00:00:00,7.2744
28/01/2014 00:00:00,6.1699
29/01/2014 00:00:00,5.2789
30/01/2014 00:00:00,6.3141
31/01/2014 00:00:00,6.1627
01/02/2014 00:00:00,5.1873
02/02/2014 00:00:00,3.2841
03/02/2014 00:00:00,1.1786
04/02/2014 00:00:00,2.8530
05/02/2014 00:00:00,3.3654
06/02/2014 00:00:00,2.9940
07/02/2014 00:00:00,3.1224
08/02/2014 00:00:00,3.4213
09/02/2014 00:00:00,2.1104
10/02/2014 00:00:00,3.0748
11/02/2014 00:00:00,3.3125
12/02/2014 00:00:00,3.2003
13/02/2014 00:00:00,3.4482
14/02/2014 00:00:00,3.4913
15/02/2014 00:00:00,2.4028
16/02/2014 00:00:00,2.6526
17/02/2014 00:00:00,3.2422
18/02/2014 00:00:00,3.0457
19/02/2014 00:00:00,1.2303
20/02/2014 00:00:00,2.3002
21/02/2014 00:00:00,2.6404
22/02/2014 00:00:00,2.8596
23/02/2014 00:00:00,3.2000
24/02/2014 00:00:00,3.1469
25/02/2014 00:00:00,2.8424
26/02/2014 00:00:00,2.7229
27/02/2014 00:00:00,2.7626
28/02/2014 00:00:00,2.6988
01/03/2014 00:00:00,2.7513
02/03/2014 00:00:00,3.0546
03/03/2014 00:00:00,3.2086
04/03/2014 00:00:00,3.1159
05/03/2014 00:00:00,2.4294
06/03/2014 00:00:00,2.7721
07/03/2014 00:00:00,2.8903
08/03/2014 00:00:00,3.3054
09/03/2014 00:00:00,3.2594
10/03/2014 00:00:00,3.2052
11/03/2014 00:00:00,2.9026
12/03/2014 00:00:00,2.9267
13/03/2014 00:00:00,3.1430
14/03/2014 00:00:00,2.0178
15/03/2014 00:00:00,0.0390
16/03/2014 00:00:00,0.0414
17/03/2014 00:00:00,0.0614
18/03/2014 00:00:00,1.7957
19/03/2014 00:00:00,2.8924
20/03/2014 00:00:00,3.1986
21/03/2014 00:00:00,0.6735
22/03/2014 00:00:00,0.0780
23/03/2014 00:00:00,0.0693
24/03/2014 00:00:00,1.9716
25/03/2014 00:00:00,4.7634
26/03/2014 00:00:00,6.4928
27/03/2014 00:00:00,6.5244
28/03/2014 00:00:00,6.2203
29/03/2014 00:00:00,6.1656
30/03/2014 00:00:00,6.5436
31/03/2014 00:00:00,9.1089
01/04/2014 00:00:00,9.6544
02/04/2014 00:00:00,7.0609
03/04/2014 00:00:00,4.8970
04/04/2014 00:00:00,6.1680
05/04/2014 00:00:00,11.5963
06/04/2014 00:00:00,12.5740
07/04/2014 00:00:00,13.4433
08/04/2014 00:00:00,12.5197
09/04/2014 00:00:00,12.0510
10/04/2014 00:00:00,10.3638
11/04/2014 00:00:00,11.6361
12/04/2014 00:00:00,15.4496
13/04/2014 00:00:00,14.0775
14/04/2014 00:00:00,14.3232
15/04/2014 00:00:00,15.6816
16/04/2014 00:00:00,15.9228
17/04/2014 00:00:00,21.7038
18/04/2014 00:00:00,16.8643
19/04/2014 00:00:00,21.5419
20/04/2014 00:00:00,23.5424
21/04/2014 00:00:00,27.7491
22/04/2014 00:00:00,19.1630
23/04/2014 00:00:00,20.1358
24/04/2014 00:00:00,14.9636
25/04/2014 00:00:00,19.1866
26/04/2014 00:00:00,14.9918
27/04/2014 00:00:00,20.3657
28/04/2014 00:00:00,24.1488
29/04/2014 00:00:00,13.0751
30/04/2014 00:00:00,13.6489
01/05/2014 00:00:00,16.6877
02/05/2014 00:00:00,4.1390
03/05/2014 00:00:00,-0.0612
04/05/2014 00:00:00,0.0880
05/05/2014 00:00:00,8.5157
06/05/2014 00:00:00,15.2504
07/05/2014 00:00:00,16.8993
08/05/2014 00:00:00,19.2628
09/05/2014 00:00:00,19.3682
10/05/2014 00:00:00,15.3624
11/05/2014 00:00:00,14.5829
12/05/2014 00:00:00,15.4598
13/05/2014 00:00:00,16.3245
14/05/2014 00:00:00,17.4689
15/05/2014 00:00:00,17.7967
16/05/2014 00:00:00,18.4825
17/05/2014 00:00:00,17.8063
18/05/2014 00:00:00,17.1988
19/05/2014 00:00:00,17.1601
20/05/2014 00:00:00,17.2908
21/05/2014 00:00:00,18.7937
22/05/2014 00:00:00,18.0049
23/05/2014 00:00:00,17.3028
24/05/2014 00:00:00,18.2147
25/05/2014 00:00:00,17.6729
26/05/2014 00:00:00,16.4150
27/05/2014 00:00:00,9.8485
28/05/2014 00:00:00,7.0771
29/05/2014 00:00:00,13.0743
30/05/2014 00:00:00,14.4312
31/05/2014 00:00:00,14.0601
01/06/2014 00:00:00,12.4518
02/06/2014 00:00:00,14.4098
03/06/2014 00:00:00,14.7410
04/06/2014 00:00:00,14.7642
05/06/2014 00:00:00,14.8093
06/06/2014 00:00:00,15.4794
07/06/2014 00:00:00,15.9044
08/06/2014 00:00:00,16.7782
09/06/2014 00:00:00,18.6857
10/06/2014 00:00:00,20.2053
11/06/2014 00:00:00,17.8114
12/06/2014 00:00:00,15.7684
13/06/2014 00:00:00,8.7964
14/06/2014 00:00:00,0.0447
15/06/2014 00:00:00,0.0942
16/06/2014 00:00:00,7.9119
17/06/2014 00:00:00,14.5257
18/06/2014 00:00:00,17.9504
19/06/2014 00:00:00,19.1091
20/06/2014 00:00:00,13.4693
21/06/2014 00:00:00,11.6000
22/06/2014 00:00:00,17.3094
23/06/2014 00:00:00,4.0750
24/06/2014 00:00:00,-0.2142
25/06/2014 00:00:00,-0.1032
26/06/2014 00:00:00,0.0040
27/06/2014 00:00:00,0.1201
28/06/2014 00:00:00,-0.1534
29/06/2014 00:00:00,-0.2489
30/06/2014 00:00:00,-0.0544
01/07/2014 00:00:00,5.1704
02/07/2014 00:00:00,12.7426
03/07/2014 00:00:00,12.7426
04/07/2014 00:00:00,8.7968
05/07/2014 00:00:00,0.0386
06/07/2014 00:00:00,7.4362
07/07/2014 00:00:00,16.4843
08/07/2014 00:00:00,16.4925
09/07/2014 00:00:00,3.0554
10/07/2014 00:00:00,-0.1629
11/07/2014 00:00:00,0.0860
12/07/2014 00:00:00,0.0659
13/07/2014 00:00:00,0.1505
14/07/2014 00:00:00,12.8815
15/07/2014 00:00:00,19.8280
16/07/2014 00:00:00,10.6968
17/07/2014 00:00:00,0.0024
18/07/2014 00:00:00,0.0682
19/07/2014 00:00:00,20.1435
20/07/2014 00:00:00,37.2003
21/07/2014 00:00:00,39.5396
22/07/2014 00:00:00,43.3393
23/07/2014 00:00:00,52.5102
24/07/2014 00:00:00,47.6788
25/07/2014 00:00:00,41.3561
26/07/2014 00:00:00,41.8942
27/07/2014 00:00:00,45.3062
28/07/2014 00:00:00,41.7076
29/07/2014 00:00:00,36.4709
30/07/2014 00:00:00,36.3045
31/07/2014 00:00:00,19.3452
01/08/2014 00:00:00,-0.1930
02/08/2014 00:00:00,0.0609
03/08/2014 00:00:00,19.3239
04/08/2014 00:00:00,24.4070
05/08/2014 00:00:00,17.2585
06/08/2014 00:00:00,40.5951
07/08/2014 00:00:00,66.1723
08/08/2014 00:00:00,73.5350
09/08/2014 00:00:00,82.6229
10/08/2014 00:00:00,68.8679
11/08/2014 00:00:00,89.2594
12/08/2014 00:00:00,107.4617
13/08/2014 00:00:00,116.2371
14/08/2014 00:00:00,117.6884
15/08/2014 00:00:00,127.8216
16/08/2014 00:00:00,127.3557
17/08/2014 00:00:00,124.4564
18/08/2014 00:00:00,121.0735
19/08/2014 00:00:00,114.2845
