time,fraction_open
01/01/2010 00:00,0.000
03/09/2010 00:00,0.000
04/09/2010 00:00,0.000
05/09/2010 00:00,0.000
06/09/2010 00:00,0.000
07/09/2010 00:00,0.000
08/09/2010 00:00,0.000
09/09/2010 00:00,0.000
10/09/2010 00:00,0.000
11/09/2010 00:00,0.000
12/09/2010 00:00,0.000
13/09/2010 00:00,0.000
14/09/2010 00:00,0.000
15/09/2010 00:00,0.000
16/09/2010 00:00,0.000
17/09/2010 00:00,0.038
18/09/2010 00:00,0.038
19/09/2010 00:00,0.038
20/09/2010 00:00,0.038
21/09/2010 00:00,0.038
22/09/2010 00:00,0.038
23/09/2010 00:00,0.038
24/09/2010 00:00,0.038
25/09/2010 00:00,0.038
26/09/2010 00:00,0.038
27/09/2010 00:00,0.038
28/09/2010 00:00,0.038
29/09/2010 00:00,0.038
30/09/2010 00:00,0.038
01/10/2010 00:00,0.038
02/10/2010 00:00,0.038
03/10/2010 00:00,0.038
04/10/2010 00:00,0.038
05/10/2010 00:00,0.038
06/10/2010 00:00,0.038
07/10/2010 00:00,0.038
08/10/2010 00:00,0.038
09/10/2010 00:00,0.038
10/10/2010 00:00,0.038
11/10/2010 00:00,0.077
12/10/2010 00:00,0.115
13/10/2010 00:00,0.115
14/10/2010 00:00,0.115
15/10/2010 00:00,0.115
16/10/2010 00:00,0.115
17/10/2010 00:00,0.115
18/10/2010 00:00,0.115
19/10/2010 00:00,0.115
20/10/2010 00:00,0.115
21/10/2010 00:00,0.115
22/10/2010 00:00,0.115
23/10/2010 00:00,0.115
24/10/2010 00:00,0.115
25/10/2010 00:00,0.115
26/10/2010 00:00,0.115
27/10/2010 00:00,0.115
28/10/2010 00:00,0.115
29/10/2010 00:00,0.115
30/10/2010 00:00,0.115
31/10/2010 00:00,0.115
01/11/2010 00:00,0.115
02/11/2010 00:00,0.115
03/11/2010 00:00,0.115
04/11/2010 00:00,0.115
05/11/2010 00:00,0.115
06/11/2010 00:00,0.115
07/11/2010 00:00,0.115
08/11/2010 00:00,0.115
09/11/2010 00:00,0.115
10/11/2010 00:00,0.115
11/11/2010 00:00,0.115
12/11/2010 00:00,0.115
13/11/2010 00:00,0.115
14/11/2010 00:00,0.115
15/11/2010 00:00,0.115
16/11/2010 00:00,0.115
17/11/2010 00:00,0.115
18/11/2010 00:00,0.115
19/11/2010 00:00,0.115
20/11/2010 00:00,0.115
21/11/2010 00:00,0.115
22/11/2010 00:00,0.115
23/11/2010 00:00,0.115
24/11/2010 00:00,0.115
25/11/2010 00:00,0.115
26/11/2010 00:00,0.115
27/11/2010 00:00,0.115
28/11/2010 00:00,0.115
29/11/2010 00:00,0.115
30/11/2010 00:00,0.115
01/12/2010 00:00,0.115
02/12/2010 00:00,0.115
03/12/2010 00:00,0.115
04/12/2010 00:00,0.115
05/12/2010 00:00,0.115
06/12/2010 00:00,0.115
07/12/2010 00:00,0.115
08/12/2010 00:00,0.115
09/12/2010 00:00,0.115
10/12/2010 00:00,0.115
11/12/2010 00:00,0.115
12/12/2010 00:00,0.115
13/12/2010 00:00,0.115
14/12/2010 00:00,0.115
15/12/2010 00:00,0.115
16/12/2010 00:00,0.115
17/12/2010 00:00,0.115
18/12/2010 00:00,0.115
19/12/2010 00:00,0.115
20/12/2010 00:00,0.115
21/12/2010 00:00,0.577
22/12/2010 00:00,0.577
23/12/2010 00:00,0.577
24/12/2010 00:00,0.577
25/12/2010 00:00,0.577
26/12/2010 00:00,0.577
27/12/2010 00:00,0.577
28/12/2010 00:00,0.577
29/12/2010 00:00,0.577
30/12/2010 00:00,0.577
31/12/2010 00:00,0.577
01/01/2011 00:00,0.577
02/01/2011 00:00,0.577
03/01/2011 00:00,0.577
04/01/2011 00:00,0.577
05/01/2011 00:00,0.577
06/01/2011 00:00,0.577
07/01/2011 00:00,0.577
08/01/2011 00:00,0.577
09/01/2011 00:00,0.577
10/01/2011 00:00,0.577
11/01/2011 00:00,0.577
12/01/2011 00:00,0.577
13/01/2011 00:00,0.577
14/01/2011 00:00,0.577
15/01/2011 00:00,0.577
16/01/2011 00:00,0.577
17/01/2011 00:00,0.577
18/01/2011 00:00,0.577
19/01/2011 00:00,0.577
20/01/2011 00:00,0.577
21/01/2011 00:00,0.577
22/01/2011 00:00,0.577
23/01/2011 00:00,0.577
24/01/2011 00:00,0.577
25/01/2011 00:00,0.577
26/01/2011 00:00,0.577
27/01/2011 00:00,0.577
28/01/2011 00:00,0.577
29/01/2011 00:00,1.000
30/01/2011 00:00,1.000
31/01/2011 00:00,1.000
01/02/2011 00:00,1.000
02/02/2011 00:00,1.000
