Date,Goolwa (122),Mundoo (26),EweIs (111),Tauw (322),Boundary (6),Hour
16/10/2011 00:00,0.000,0.000,0.027,0.040,0.167,15672
17/10/2011 00:00,0.041,0.000,0.027,0.059,0.167,15696
18/10/2011 00:00,0.041,0.154,0.027,0.040,0.167,15720
19/10/2011 00:00,0.041,0.077,0.027,0.040,0.167,15744
20/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15768
21/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15792
22/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15816
23/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15840
24/10/2011 00:00,0.016,0.000,0.027,0.040,0.167,15864
25/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15888
26/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15912
27/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15936
28/10/2011 00:00,0.041,0.000,0.027,0.040,0.167,15960
29/10/2011 00:00,0.000,0.000,0.027,0.031,0.167,15984
30/10/2011 00:00,0.000,0.000,0.027,0.031,0.167,16008
31/10/2011 00:00,0.025,0.000,0.027,0.031,0.167,16032
01/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16056
02/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16080
03/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16104
04/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16128
05/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16152
06/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16176
07/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16200
08/11/2011 00:00,0.025,0.000,0.027,0.031,0.167,16224
09/11/2011 00:00,0.025,0.077,0.027,0.031,0.167,16248
10/11/2011 00:00,0.025,0.077,0.027,0.031,0.167,16272
11/11/2011 00:00,0.025,0.154,0.027,0.031,0.167,16296
12/11/2011 00:00,0.000,0.000,0.072,0.047,0.167,16320
13/11/2011 00:00,0.000,0.000,0.072,0.047,0.167,16344
14/11/2011 00:00,0.025,0.000,0.072,0.047,0.167,16368
15/11/2011 00:00,0.025,0.077,0.027,0.031,0.167,16392
16/11/2011 00:00,0.025,0.077,0.027,0.031,0.167,16416
17/11/2011 00:00,0.025,0.077,0.027,0.031,0.167,16440
18/11/2011 00:00,0.025,0.038,0.027,0.019,0.167,16464
19/11/2011 00:00,0.008,0.000,0.027,0.012,0.167,16488
20/11/2011 00:00,0.008,0.000,0.027,0.012,0.167,16512
21/11/2011 00:00,0.008,0.000,0.018,0.012,0.000,16536
22/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16560
23/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16584
24/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16608
25/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16632
26/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16656
27/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16680
28/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16704
29/11/2011 00:00,0.041,0.154,0.027,0.025,0.000,16728
30/11/2011 00:00,0.000,0.000,0.000,0.025,0.000,16752
01/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16776
02/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16800
03/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16824
04/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16848
05/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16872
06/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16896
07/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16920
08/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16944
09/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16968
10/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,16992
11/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17016
12/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17040
13/12/2011 00:00,0.000,0.000,0.027,0.025,0.167,17064
14/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17088
15/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17112
16/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17136
17/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17160
18/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17184
19/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17208
20/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17232
21/12/2011 00:00,0.041,0.154,0.027,0.025,0.167,17256
22/12/2011 00:00,0.041,0.231,0.027,0.025,0.167,17280
23/12/2011 00:00,0.000,0.000,0.090,0.056,0.167,17304
24/12/2011 00:00,0.000,0.000,0.090,0.056,0.167,17328
25/12/2011 00:00,0.000,0.000,0.090,0.056,0.167,17352
26/12/2011 00:00,0.000,0.000,0.090,0.056,0.167,17376
27/12/2011 00:00,0.000,0.000,0.090,0.056,0.167,17400
28/12/2011 00:00,0.066,0.154,0.027,0.028,0.167,17424
29/12/2011 00:00,0.066,0.154,0.027,0.028,0.167,17448
30/12/2011 00:00,0.066,0.154,0.027,0.028,0.167,17472
31/12/2011 00:00,0.066,0.154,0.027,0.028,0.167,17496
01/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17520
02/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17544
03/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17568
04/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17592
05/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17616
06/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17640
07/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17664
08/01/2012 00:00,0.066,0.154,0.027,0.028,0.167,17688
09/01/2012 00:00,0.000,0.000,0.027,0.037,0.167,17712
10/01/2012 00:00,0.000,0.000,0.027,0.037,0.167,17736
11/01/2012 00:00,0.000,0.000,0.027,0.037,0.167,17760
12/01/2012 00:00,0.074,0.154,0.027,0.037,0.167,17784
13/01/2012 00:00,0.074,0.154,0.027,0.037,0.167,17808
14/01/2012 00:00,0.074,0.154,0.027,0.037,0.167,17832
15/01/2012 00:00,0.074,0.154,0.027,0.037,0.167,17856
16/01/2012 00:00,0.074,0.154,0.027,0.037,0.167,17880
17/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,17904
18/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,17928
19/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,17952
20/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,17976
21/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,18000
22/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,18024
23/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,18048
24/01/2012 00:00,0.082,0.154,0.027,0.050,0.167,18072
25/01/2012 00:00,0.000,0.000,0.027,0.050,0.167,18096
26/01/2012 00:00,0.000,0.000,0.027,0.050,0.167,18120
27/01/2012 00:00,0.057,0.115,0.027,0.050,0.167,18144
28/01/2012 00:00,0.057,0.115,0.027,0.050,0.167,18168
29/01/2012 00:00,0.057,0.115,0.027,0.050,0.167,18192
30/01/2012 00:00,0.000,0.000,0.027,0.050,0.167,18216
31/01/2012 00:00,0.000,0.077,0.027,0.050,0.167,18240
01/02/2012 00:00,0.057,0.077,0.027,0.050,0.167,18264
02/02/2012 00:00,0.057,0.077,0.027,0.050,0.167,18288
03/02/2012 00:00,0.000,0.000,0.027,0.050,0.167,18312
04/02/2012 00:00,0.000,0.000,0.027,0.050,0.167,18336
05/02/2012 00:00,0.000,0.000,0.027,0.050,0.167,18360
06/02/2012 00:00,0.000,0.077,0.027,0.050,0.167,18384
07/02/2012 00:00,0.000,0.077,0.027,0.050,0.167,18408
08/02/2012 00:00,0.041,0.077,0.027,0.050,0.167,18432
09/02/2012 00:00,0.041,0.077,0.027,0.050,0.167,18456
10/02/2012 00:00,0.041,0.077,0.027,0.050,0.167,18480
11/02/2012 00:00,0.000,0.000,0.027,0.050,0.167,18504
12/02/2012 00:00,0.000,0.000,0.027,0.050,0.167,18528
13/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18552
14/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18576
15/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18600
16/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18624
17/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18648
18/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18672
19/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18696
20/02/2012 00:00,0.049,0.077,0.027,0.050,0.167,18720
21/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18744
22/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18768
23/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18792
24/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18816
25/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18840
26/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18864
27/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18888
28/02/2012 00:00,0.049,0.115,0.027,0.071,0.167,18912
29/02/2012 00:00,0.000,0.000,0.027,0.071,0.167,18936
01/03/2012 00:00,0.000,0.000,0.027,0.071,0.167,18960
02/03/2012 00:00,0.082,0.231,0.027,0.071,0.167,18984
03/03/2012 00:00,0.107,0.231,0.099,0.071,0.167,19008
04/03/2012 00:00,0.107,0.231,0.099,0.071,0.167,19032
05/03/2012 00:00,0.107,0.231,0.099,0.071,0.167,19056
06/03/2012 00:00,0.189,0.231,0.099,0.071,0.167,19080
07/03/2012 00:00,0.328,0.231,0.162,0.071,0.167,19104
08/03/2012 00:00,0.328,0.231,0.162,0.071,0.167,19128
09/03/2012 00:00,0.492,0.231,0.180,0.071,0.167,19152
10/03/2012 00:00,0.492,0.231,0.180,0.071,0.167,19176
11/03/2012 00:00,0.492,0.231,0.180,0.071,0.167,19200
12/03/2012 00:00,0.492,0.231,0.180,0.071,0.167,19224
13/03/2012 00:00,0.615,0.231,0.180,0.087,0.167,19248
14/03/2012 00:00,0.615,0.231,0.180,0.087,0.167,19272
15/03/2012 00:00,0.615,0.231,0.180,0.087,0.167,19296
16/03/2012 00:00,0.000,0.000,0.180,0.087,0.167,19320
17/03/2012 00:00,0.000,0.000,0.180,0.087,0.167,19344
18/03/2012 00:00,0.000,0.000,0.180,0.087,0.167,19368
19/03/2012 00:00,0.000,0.231,0.180,0.087,0.167,19392
20/03/2012 00:00,0.123,0.231,0.360,0.149,0.167,19416
21/03/2012 00:00,0.000,0.000,0.000,0.009,0.167,19440
22/03/2012 00:00,0.082,0.231,0.108,0.071,0.167,19464
23/03/2012 00:00,0.000,0.000,0.000,0.009,0.167,19488
24/03/2012 00:00,0.000,0.000,0.000,0.009,0.167,19512
25/03/2012 00:00,0.000,0.000,0.000,0.009,0.167,19536
26/03/2012 00:00,0.082,0.231,0.108,0.071,0.167,19560
27/03/2012 00:00,0.410,0.231,0.468,0.273,0.167,19584
28/03/2012 00:00,0.410,0.231,0.468,0.273,0.167,19608
29/03/2012 00:00,0.410,0.231,0.468,0.273,0.167,19632
30/03/2012 00:00,0.410,0.231,0.468,0.273,0.167,19656
31/03/2012 00:00,0.410,0.231,0.468,0.273,0.167,19680
01/04/2012 00:00,0.410,0.231,0.468,0.273,0.167,19704
02/04/2012 00:00,0.410,0.231,0.468,0.273,0.167,19728
03/04/2012 00:00,0.410,0.231,0.468,0.273,0.167,19752
04/04/2012 00:00,0.410,0.231,0.468,0.273,0.167,19776
05/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,19800
06/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,19824
07/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,19848
08/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,19872
09/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,19896
10/04/2012 00:00,0.082,0.231,0.468,0.273,0.167,19920
11/04/2012 00:00,0.410,0.231,0.468,0.273,0.167,19944
12/04/2012 00:00,0.656,0.231,0.468,0.273,0.167,19968
13/04/2012 00:00,0.656,0.231,0.468,0.273,0.167,19992
14/04/2012 00:00,0.656,0.231,0.468,0.273,0.167,20016
15/04/2012 00:00,0.656,0.231,0.468,0.273,0.167,20040
16/04/2012 00:00,0.656,0.231,0.468,0.273,0.167,20064
17/04/2012 00:00,0.656,0.231,0.468,0.273,0.167,20088
18/04/2012 00:00,0.492,0.231,0.468,0.273,0.167,20112
19/04/2012 00:00,0.246,0.231,0.468,0.273,0.167,20136
20/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,20160
21/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,20184
22/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,20208
23/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,20232
24/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,20256
25/04/2012 00:00,0.000,0.000,0.468,0.273,0.167,20280
26/04/2012 00:00,0.533,0.231,0.468,0.273,0.167,20304
27/04/2012 00:00,0.820,0.231,0.468,0.273,0.167,20328
28/04/2012 00:00,0.410,0.231,0.468,0.273,0.167,20352
29/04/2012 00:00,0.000,0.231,0.468,0.273,0.167,20376
30/04/2012 00:00,0.451,0.231,0.468,0.273,0.167,20400
01/05/2012 00:00,0.656,0.231,0.468,0.273,0.167,20424
02/05/2012 00:00,0.656,0.231,0.468,0.273,0.167,20448
03/05/2012 00:00,0.656,0.231,0.468,0.273,0.167,20472
04/05/2012 00:00,0.656,0.231,0.468,0.273,0.167,20496
05/05/2012 00:00,0.656,0.231,0.468,0.273,0.167,20520
06/05/2012 00:00,0.656,0.000,0.468,0.273,0.167,20544
07/05/2012 00:00,0.656,0.000,0.468,0.273,0.167,20568
08/05/2012 00:00,0.656,0.000,0.468,0.273,0.167,20592
09/05/2012 00:00,0.656,0.000,0.468,0.273,0.167,20616
10/05/2012 00:00,0.369,0.000,0.468,0.273,0.167,20640
11/05/2012 00:00,0.000,0.000,0.468,0.273,0.167,20664
12/05/2012 00:00,0.000,0.000,0.468,0.273,0.167,20688
13/05/2012 00:00,0.000,0.000,0.468,0.273,0.167,20712
14/05/2012 00:00,0.410,0.231,0.468,0.273,0.167,20736
15/05/2012 00:00,0.820,0.231,0.468,0.273,0.167,20760
16/05/2012 00:00,0.820,0.231,0.468,0.273,0.167,20784
17/05/2012 00:00,0.820,0.231,0.468,0.273,0.167,20808
18/05/2012 00:00,0.410,0.231,0.468,0.273,0.167,20832
19/05/2012 00:00,0.000,0.000,0.468,0.273,0.167,20856
20/05/2012 00:00,0.000,0.000,0.468,0.273,0.167,20880
21/05/2012 00:00,0.410,0.115,0.811,0.398,0.167,20904
22/05/2012 00:00,0.082,0.115,0.811,0.398,0.167,20928
23/05/2012 00:00,0.000,0.115,0.811,0.398,0.167,20952
24/05/2012 00:00,0.000,0.115,0.811,0.398,0.167,20976
25/05/2012 00:00,0.246,0.115,0.811,0.398,0.167,21000
26/05/2012 00:00,0.410,0.000,0.811,0.398,0.167,21024
27/05/2012 00:00,0.410,0.000,0.811,0.398,0.167,21048
28/05/2012 00:00,0.820,0.231,0.946,0.522,0.167,21072
29/05/2012 00:00,0.820,0.231,0.946,0.522,0.167,21096
30/05/2012 00:00,0.820,0.231,0.946,0.522,0.167,21120
31/05/2012 00:00,0.820,0.231,0.946,0.522,0.167,21144
01/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21168
02/06/2012 00:00,0.410,0.000,0.946,0.522,0.167,21192
03/06/2012 00:00,0.410,0.000,0.946,0.522,0.167,21216
04/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21240
05/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21264
06/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21288
07/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21312
08/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21336
09/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21360
10/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21384
11/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21408
12/06/2012 00:00,0.410,0.231,0.946,0.522,0.167,21432
13/06/2012 00:00,0.410,0.231,0.946,0.273,0.167,21456
14/06/2012 00:00,0.410,0.231,0.946,0.273,0.167,21480
15/06/2012 00:00,0.410,0.000,0.946,0.273,0.167,21504
16/06/2012 00:00,0.410,0.000,0.946,0.273,0.167,21528
17/06/2012 00:00,0.410,0.000,0.946,0.273,0.167,21552
18/06/2012 00:00,0.410,0.000,0.838,0.273,0.167,21576
19/06/2012 00:00,0.410,0.000,0.622,0.273,0.167,21600
20/06/2012 00:00,0.328,0.000,0.622,0.273,0.167,21624
21/06/2012 00:00,0.164,0.000,0.225,0.149,0.167,21648
22/06/2012 00:00,0.164,0.000,0.225,0.149,0.167,21672
23/06/2012 00:00,0.164,0.000,0.225,0.149,0.167,21696
24/06/2012 00:00,0.164,0.000,0.225,0.149,0.167,21720
25/06/2012 00:00,0.164,0.000,0.117,0.118,0.167,21744
26/06/2012 00:00,0.082,0.000,0.117,0.096,0.167,21768
27/06/2012 00:00,0.082,0.000,0.117,0.071,0.167,21792
28/06/2012 00:00,0.041,0.000,0.117,0.071,0.167,21816
29/06/2012 00:00,0.000,0.000,0.054,0.040,0.167,21840
30/06/2012 00:00,0.000,0.000,0.054,0.040,0.167,21864
01/07/2012 00:00,0.000,0.000,0.054,0.040,0.167,21888
02/07/2012 00:00,0.000,0.000,0.054,0.040,0.167,21912
03/07/2012 00:00,0.041,0.077,0.054,0.040,0.167,21936
04/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,21960
05/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,21984
06/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22008
07/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22032
08/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22056
09/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22080
10/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22104
11/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22128
12/07/2012 00:00,0.082,0.077,0.054,0.040,0.167,22152
13/07/2012 00:00,0.041,0.000,0.144,0.040,0.167,22176
14/07/2012 00:00,0.041,0.000,0.144,0.040,0.167,22200
15/07/2012 00:00,0.041,0.000,0.144,0.071,0.167,22224
16/07/2012 00:00,0.123,0.000,0.144,0.071,0.167,22248
17/07/2012 00:00,0.123,0.231,0.324,0.134,0.167,22272
18/07/2012 00:00,0.123,0.231,0.324,0.134,0.167,22296
19/07/2012 00:00,0.123,0.154,0.270,0.102,0.167,22320
20/07/2012 00:00,0.082,0.000,0.270,0.102,0.167,22344
21/07/2012 00:00,0.082,0.000,0.270,0.102,0.167,22368
22/07/2012 00:00,0.082,0.000,0.270,0.102,0.167,22392
23/07/2012 00:00,0.082,0.077,0.270,0.090,0.167,22416
24/07/2012 00:00,0.123,0.077,0.270,0.090,0.167,22440
25/07/2012 00:00,0.123,0.077,0.270,0.090,0.167,22464
26/07/2012 00:00,0.000,0.000,0.270,0.090,0.167,22488
27/07/2012 00:00,0.123,0.077,0.270,0.090,0.167,22512
28/07/2012 00:00,0.123,0.231,0.450,0.152,0.167,22536
29/07/2012 00:00,0.123,0.231,0.450,0.152,0.167,22560
30/07/2012 00:00,0.205,0.231,0.450,0.152,0.167,22584
31/07/2012 00:00,0.123,0.231,0.450,0.152,0.167,22608
01/08/2012 00:00,0.246,0.231,0.450,0.152,0.167,22632
02/08/2012 00:00,0.246,0.231,0.405,0.121,0.167,22656
03/08/2012 00:00,0.000,0.000,0.450,0.236,0.167,22680
04/08/2012 00:00,0.000,0.000,0.450,0.236,0.167,22704
05/08/2012 00:00,0.000,0.000,0.450,0.236,0.167,22728
06/08/2012 00:00,0.164,0.231,0.450,0.267,0.167,22752
07/08/2012 00:00,0.574,0.231,0.450,0.267,0.167,22776
08/08/2012 00:00,0.574,0.231,0.450,0.267,0.167,22800
09/08/2012 00:00,0.574,0.231,0.450,0.267,0.167,22824
10/08/2012 00:00,0.820,0.231,0.450,0.422,0.167,22848
11/08/2012 00:00,0.820,0.231,0.450,0.422,0.167,22872
12/08/2012 00:00,0.820,0.231,0.450,0.422,0.167,22896
13/08/2012 00:00,0.820,0.231,0.450,0.422,0.167,22920
14/08/2012 00:00,0.328,0.231,0.450,0.422,0.167,22944
15/08/2012 00:00,0.000,0.231,0.450,0.422,0.167,22968
16/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,22992
17/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23016
18/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23040
19/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23064
20/08/2012 00:00,0.574,0.231,0.450,0.422,0.167,23088
21/08/2012 00:00,0.656,0.231,0.450,0.422,0.167,23112
22/08/2012 00:00,0.246,0.000,0.450,0.422,0.167,23136
23/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23160
24/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23184
25/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23208
26/08/2012 00:00,0.000,0.000,0.450,0.422,0.167,23232
27/08/2012 00:00,0.189,0.231,0.450,0.516,0.167,23256
28/08/2012 00:00,0.615,0.231,0.450,0.516,0.167,23280
29/08/2012 00:00,0.820,0.231,0.450,0.516,0.167,23304
30/08/2012 00:00,0.975,0.231,0.450,0.516,0.167,23328
31/08/2012 00:00,0.975,0.231,0.450,0.516,0.167,23352
01/09/2012 00:00,0.975,0.231,0.450,0.516,0.167,23376
02/09/2012 00:00,0.975,0.231,0.450,0.516,0.167,23400
03/09/2012 00:00,0.975,0.231,0.450,0.516,0.167,23424
04/09/2012 00:00,0.975,0.231,0.450,0.516,0.167,23448
05/09/2012 00:00,0.410,0.231,0.450,0.516,0.167,23472
06/09/2012 00:00,0.164,0.000,0.450,0.516,0.167,23496
07/09/2012 00:00,0.000,0.000,0.450,0.516,0.167,23520
08/09/2012 00:00,0.000,0.000,0.450,0.516,0.167,23544
09/09/2012 00:00,0.000,0.000,0.450,0.516,0.167,23568
10/09/2012 00:00,0.410,0.231,0.450,0.516,0.167,23592
11/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23616
12/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23640
13/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23664
14/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23688
15/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23712
16/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23736
17/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23760
18/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23784
19/09/2012 00:00,0.820,0.231,0.450,0.516,0.167,23808
20/09/2012 00:00,0.328,0.231,0.450,0.516,0.167,23832
21/09/2012 00:00,0.000,0.000,0.450,0.320,0.167,23856
22/09/2012 00:00,0.000,0.000,0.450,0.320,0.167,23880
23/09/2012 00:00,0.000,0.000,0.450,0.320,0.167,23904
24/09/2012 00:00,0.410,0.231,0.450,0.320,0.167,23928
25/09/2012 00:00,0.410,0.231,0.450,0.320,0.167,23952
26/09/2012 00:00,0.410,0.231,0.450,0.320,0.167,23976
27/09/2012 00:00,0.164,0.231,0.450,0.320,0.167,24000
28/09/2012 00:00,0.000,0.000,0.351,0.264,0.167,24024
29/09/2012 00:00,0.000,0.000,0.351,0.264,0.167,24048
30/09/2012 00:00,0.000,0.000,0.351,0.264,0.167,24072
01/10/2012 00:00,0.000,0.000,0.351,0.264,0.167,24096
02/10/2012 00:00,0.000,0.231,0.450,0.311,0.167,24120
03/10/2012 00:00,0.328,0.231,0.450,0.311,0.167,24144
04/10/2012 00:00,0.328,0.231,0.450,0.311,0.167,24168
05/10/2012 00:00,0.328,0.000,0.450,0.311,0.167,24192
06/10/2012 00:00,0.328,0.231,0.450,0.311,0.167,24216
07/10/2012 00:00,0.164,0.231,0.315,0.227,0.167,24240
08/10/2012 00:00,0.164,0.231,0.315,0.227,0.167,24264
09/10/2012 00:00,0.164,0.231,0.315,0.227,0.167,24288
10/10/2012 00:00,0.000,0.000,0.315,0.227,0.167,24312
11/10/2012 00:00,0.000,0.000,0.315,0.227,0.167,24336
12/10/2012 00:00,0.000,0.000,0.315,0.227,0.167,24360
13/10/2012 00:00,0.164,0.231,0.315,0.227,0.167,24384
14/10/2012 00:00,0.164,0.231,0.315,0.227,0.167,24408
15/10/2012 00:00,0.164,0.231,0.315,0.227,0.167,24432
16/10/2012 00:00,0.164,0.231,0.180,0.134,0.167,24456
17/10/2012 00:00,0.164,0.231,0.180,0.134,0.167,24480
18/10/2012 00:00,0.164,0.231,0.180,0.134,0.167,24504
19/10/2012 00:00,0.164,0.154,0.180,0.134,0.167,24528
20/10/2012 00:00,0.164,0.154,0.180,0.134,0.167,24552
21/10/2012 00:00,0.164,0.154,0.180,0.134,0.167,24576
22/10/2012 00:00,0.164,0.154,0.180,0.134,0.167,24600
23/10/2012 00:00,0.123,0.077,0.090,0.134,0.167,24624
24/10/2012 00:00,0.123,0.077,0.090,0.134,0.167,24648
25/10/2012 00:00,0.000,0.000,0.090,0.134,0.167,24672
26/10/2012 00:00,0.082,0.077,0.090,0.134,0.167,24696
27/10/2012 00:00,0.082,0.077,0.090,0.134,0.167,24720
28/10/2012 00:00,0.082,0.077,0.090,0.134,0.167,24744
29/10/2012 00:00,0.082,0.077,0.045,0.102,0.167,24768
30/10/2012 00:00,0.082,0.038,0.045,0.071,0.167,24792
31/10/2012 00:00,0.000,0.000,0.045,0.071,0.167,24816
01/11/2012 00:00,0.000,0.000,0.045,0.071,0.167,24840
02/11/2012 00:00,0.041,0.038,0.045,0.071,0.167,24864
03/11/2012 00:00,0.041,0.038,0.045,0.071,0.167,24888
04/11/2012 00:00,0.041,0.038,0.045,0.071,0.167,24912
05/11/2012 00:00,0.025,0.038,0.018,0.056,0.167,24936
06/11/2012 00:00,0.025,0.038,0.018,0.025,0.167,24960
07/11/2012 00:00,0.008,0.000,0.018,0.025,0.167,24984
08/11/2012 00:00,0.008,0.000,0.018,0.025,0.167,25008
09/11/2012 00:00,0.008,0.038,0.018,0.025,0.167,25032
10/11/2012 00:00,0.008,0.038,0.018,0.025,0.167,25056
11/11/2012 00:00,0.008,0.038,0.063,0.056,0.167,25080
12/11/2012 00:00,0.008,0.038,0.018,0.025,0.167,25104
13/11/2012 00:00,0.025,0.038,0.018,0.050,0.167,25128
14/11/2012 00:00,0.025,0.038,0.018,0.050,0.167,25152
15/11/2012 00:00,0.025,0.038,0.018,0.050,0.167,25176
16/11/2012 00:00,0.025,0.038,0.018,0.056,0.167,25200
17/11/2012 00:00,0.025,0.038,0.018,0.056,0.167,25224
18/11/2012 00:00,0.025,0.038,0.018,0.056,0.167,25248
19/11/2012 00:00,0.025,0.038,0.018,0.050,0.167,25272
20/11/2012 00:00,0.025,0.038,0.018,0.050,0.167,25296
21/11/2012 00:00,0.008,0.038,0.018,0.043,0.167,25320
22/11/2012 00:00,0.008,0.000,0.000,0.056,0.167,25344
23/11/2012 00:00,0.016,0.000,0.000,0.053,0.167,25368
24/11/2012 00:00,0.016,0.000,0.000,0.053,0.167,25392
25/11/2012 00:00,0.016,0.000,0.000,0.053,0.167,25416
26/11/2012 00:00,0.016,0.000,0.000,0.053,0.167,25440
27/11/2012 00:00,0.016,0.000,0.000,0.053,0.167,25464
28/11/2012 00:00,0.016,0.000,0.000,0.053,0.167,25488
