time,fraction_open
01/01/2010 00:00,0.000
03/09/2010 00:00,0.000
04/09/2010 00:00,0.000
05/09/2010 00:00,0.000
06/09/2010 00:00,0.000
07/09/2010 00:00,0.000
08/09/2010 00:00,0.000
09/09/2010 00:00,0.000
10/09/2010 00:00,0.000
11/09/2010 00:00,0.000
12/09/2010 00:00,0.000
13/09/2010 00:00,0.000
14/09/2010 00:00,0.000
15/09/2010 00:00,0.000
16/09/2010 00:00,0.000
17/09/2010 00:00,0.167
18/09/2010 00:00,0.167
19/09/2010 00:00,0.167
20/09/2010 00:00,0.167
21/09/2010 00:00,0.167
22/09/2010 00:00,0.167
23/09/2010 00:00,0.167
24/09/2010 00:00,0.167
25/09/2010 00:00,0.167
26/09/2010 00:00,0.167
27/09/2010 00:00,0.167
28/09/2010 00:00,0.167
29/09/2010 00:00,0.167
30/09/2010 00:00,0.167
01/10/2010 00:00,0.167
02/10/2010 00:00,0.167
03/10/2010 00:00,0.167
04/10/2010 00:00,0.167
05/10/2010 00:00,0.167
06/10/2010 00:00,0.167
07/10/2010 00:00,0.167
08/10/2010 00:00,0.167
09/10/2010 00:00,0.167
10/10/2010 00:00,0.167
11/10/2010 00:00,0.167
12/10/2010 00:00,0.167
13/10/2010 00:00,0.167
14/10/2010 00:00,0.167
15/10/2010 00:00,0.167
16/10/2010 00:00,0.167
17/10/2010 00:00,0.167
18/10/2010 00:00,0.167
19/10/2010 00:00,0.167
20/10/2010 00:00,0.167
21/10/2010 00:00,0.167
22/10/2010 00:00,0.167
23/10/2010 00:00,0.167
24/10/2010 00:00,0.167
25/10/2010 00:00,0.167
26/10/2010 00:00,0.167
27/10/2010 00:00,0.167
28/10/2010 00:00,0.167
29/10/2010 00:00,0.167
30/10/2010 00:00,0.167
31/10/2010 00:00,0.167
01/11/2010 00:00,0.167
02/11/2010 00:00,0.167
03/11/2010 00:00,0.167
04/11/2010 00:00,0.167
05/11/2010 00:00,0.167
06/11/2010 00:00,0.167
07/11/2010 00:00,0.167
08/11/2010 00:00,0.167
09/11/2010 00:00,0.167
10/11/2010 00:00,0.167
11/11/2010 00:00,0.167
12/11/2010 00:00,0.167
13/11/2010 00:00,0.167
14/11/2010 00:00,0.167
15/11/2010 00:00,0.167
16/11/2010 00:00,0.167
17/11/2010 00:00,0.167
18/11/2010 00:00,0.167
19/11/2010 00:00,0.167
20/11/2010 00:00,0.167
21/11/2010 00:00,0.167
22/11/2010 00:00,0.167
23/11/2010 00:00,0.167
24/11/2010 00:00,0.167
25/11/2010 00:00,0.167
26/11/2010 00:00,0.167
27/11/2010 00:00,0.167
28/11/2010 00:00,0.167
29/11/2010 00:00,0.167
30/11/2010 00:00,0.167
01/12/2010 00:00,0.167
02/12/2010 00:00,0.167
03/12/2010 00:00,0.167
04/12/2010 00:00,0.167
05/12/2010 00:00,0.167
06/12/2010 00:00,0.167
07/12/2010 00:00,0.167
08/12/2010 00:00,0.167
09/12/2010 00:00,0.333
10/12/2010 00:00,1.000
11/12/2010 00:00,1.000
12/12/2010 00:00,1.000
13/12/2010 00:00,1.000
14/12/2010 00:00,1.000
15/12/2010 00:00,1.000
16/12/2010 00:00,1.000
17/12/2010 00:00,1.000
18/12/2010 00:00,1.000
19/12/2010 00:00,1.000
20/12/2010 00:00,1.000
21/12/2010 00:00,1.000
22/12/2010 00:00,1.000
23/12/2010 00:00,1.000
24/12/2010 00:00,1.000
25/12/2010 00:00,1.000
26/12/2010 00:00,1.000
27/12/2010 00:00,1.000
28/12/2010 00:00,1.000
29/12/2010 00:00,1.000
30/12/2010 00:00,1.000
31/12/2010 00:00,1.000
01/01/2011 00:00,1.000
02/01/2011 00:00,1.000
03/01/2011 00:00,1.000
04/01/2011 00:00,1.000
05/01/2011 00:00,1.000
06/01/2011 00:00,1.000
07/01/2011 00:00,1.000
08/01/2011 00:00,1.000
09/01/2011 00:00,1.000
10/01/2011 00:00,1.000
11/01/2011 00:00,1.000
12/01/2011 00:00,1.000
13/01/2011 00:00,1.000
14/01/2011 00:00,1.000
15/01/2011 00:00,1.000
16/01/2011 00:00,1.000
17/01/2011 00:00,1.000
18/01/2011 00:00,1.000
19/01/2011 00:00,1.000
20/01/2011 00:00,1.000
21/01/2011 00:00,1.000
22/01/2011 00:00,1.000
23/01/2011 00:00,1.000
24/01/2011 00:00,1.000
25/01/2011 00:00,1.000
26/01/2011 00:00,1.000
27/01/2011 00:00,1.000
28/01/2011 00:00,1.000
29/01/2011 00:00,1.000
30/01/2011 00:00,1.000
31/01/2011 00:00,1.000
01/02/2011 00:00,1.000
02/02/2011 00:00,1.000
