x,y,id,z
631241.4678,8407535.7293,1,-81.9824
626050.5048,8405956.1956,2,-80.2689
622453.4580,8403713.0633,3,-77.1111
619149.6320,8404486.5067,4,-82.1999
617048.1517,8401675.6300,5,-81.3719
613895.1350,8402219.3433,6,-81.7139
611854.2834,8397883.5064,7,-79.6625
607998.7787,8400154.4033,8,-81.8830
604030.6877,8397588.5019,9,-83.8717
598584.8990,8395197.9504,10,-84.9450
593196.3962,8392754.3709,11,-84.5981
587849.9787,8390232.1785,12,-87.6750
582557.2188,8387610.3077,13,-88.6370
577332.0606,8384857.2200,14,-82.2065
572171.1732,8381973.3487,15,-79.9751
567079.2585,8378971.7135,16,-82.0627
562045.3084,8375861.7927,17,-82.4827
557048.7567,8372682.9034,18,-84.6835
552078.7320,8369464.0348,19,-94.0392
547124.4187,8366216.2573,20,-92.4925
542184.9552,8362946.9153,21,-87.4792
537276.4452,8359639.4686,22,-88.5608
532409.4447,8356270.0557,23,-87.4843
527597.5178,8352825.8075,24,-89.3657
522867.4192,8349280.1885,25,-89.4626
518218.2131,8345626.9672,26,-90.5521
513652.6100,8341874.9199,27,-94.3093
509156.5539,8338027.6384,28,-94.0467
504832.5392,8334091.3042,29,-86.2766
500777.7788,8330128.2768,30,-87.9555
496543.9195,8326030.0940,31,-92.8095
492466.7702,8321784.1485,32,-87.6334
488418.5757,8317314.9451,33,-85.8209
484501.6464,8312640.2976,34,-83.8703
481108.4485,8307832.9462,35,-77.0348
478084.5525,8302797.8456,36,-77.8647
475394.0952,8297596.7868,37,-82.4226
472584.6761,8292433.4133,38,-80.1656
470481.9994,8286858.3326,39,-77.8075
633732.8492,8402913.9737,40,-79.4246
629432.1370,8401203.5280,41,-78.2442
625671.7444,8397793.4381,42,-75.6907
622790.0167,8400578.4867,43,-77.3307
619036.9821,8398065.8814,44,-79.0425
615775.5817,8395418.8567,45,-78.9741
609946.8187,8393523.4933,46,-79.3375
606552.3890,8394057.4133,47,-80.4491
616423.6986,8391504.8661,48,-79.0967
611297.1686,8389459.5149,49,-79.1241
604611.8180,8391241.6367,50,-82.2257
601124.4247,8391703.8533,51,-83.5705
599255.9803,8388874.0600,52,-82.8265
595778.7613,8389276.0167,53,-88.5628
593963.8967,8386411.2700,54,-87.6216
590479.2917,8386771.0200,55,-94.1564
588715.7880,8383863.1400,56,-91.5160
585227.0270,8384167.9300,57,-86.2755
583520.0267,8381205.7567,58,-83.3779
580034.5363,8381443.4400,59,-81.8165
578385.8030,8378422.4567,60,-82.3344
574907.2617,8378589.9300,61,-83.9718
573315.6273,8375514.8933,62,-86.3692
569845.0957,8375616.0333,63,-84.4548
568306.6517,8372495.8433,64,-84.5862
564839.9293,8372539.3400,65,-83.6149
563346.0767,8369387.9133,66,-80.7045
559875.5570,8369388.3667,67,-80.4384
558418.6053,8366220.7600,68,-81.8205
554937.9583,8366190.9367,69,-88.8873
553513.6753,8363015.3233,70,-89.8746
550018.6000,8362962.5833,71,-96.4721
548626.2030,8359781.0633,72,-83.1270
545116.9837,8359706.9500,73,-81.7301
543760.6863,8356514.9267,74,-84.3251
540242.3820,8356413.2800,75,-84.4512
538929.2733,8353201.8567,76,-83.6696
535408.4937,8353062.9033,77,-84.8375
534144.8943,8349820.4433,78,-79.2275
530630.4913,8349633.6800,79,-81.7910
529432.7847,8346352.5433,80,-83.4334
525935.0113,8346108.3200,81,-84.5027
524797.9143,8342788.4233,82,-86.5502
521308.9733,8342488.3567,83,-89.7979
520222.3460,8339165.2433,84,-93.5841
516770.4997,8338801.3333,85,-97.0449
515393.7323,8335394.7800,86,-92.4247
511912.8983,8334939.6667,87,-93.9350
509281.5055,8331248.2936,88,-88.9318
505046.6574,8327257.0213,89,-92.8934
500835.2844,8323221.7548,90,-91.2425
496931.4032,8319105.6346,91,-82.1797
494840.6563,8315467.1033,92,-82.6617
491647.2310,8314679.0100,93,-82.2186
489554.4156,8310369.5663,94,-80.4277
487528.6867,8306116.8467,95,-78.1415
484160.1140,8304986.6033,96,-74.4895
482942.2533,8300683.5633,97,-77.2209
482052.2447,8296446.9633,98,-77.1062
478903.7830,8294872.0900,99,-79.1134
479046.3160,8291297.1833,100,-75.6320
476319.2186,8288788.7140,101,-74.5460
473913.3173,8285262.7200,102,-75.2492
475794.9503,8282103.6570,103,-70.5239
636086.6504,8398255.3079,104,-74.7147
632043.8237,8396328.8946,105,-75.1630
628432.9100,8394464.0400,106,-74.1718
622143.1033,8395110.5200,107,-75.5537
628180.8853,8391685.1500,108,-72.1812
625558.1420,8389977.5472,109,-71.8473
621428.0963,8392111.1305,110,-75.9216
605717.3097,8387327.2316,111,-79.8936
618224.0136,8387139.4122,112,-75.1726
615246.7441,8384313.5743,113,-73.6685
612123.5853,8385958.3900,114,-77.5177
621139.6930,8388758.3967,115,-73.6786
609931.5953,8383713.0600,116,-75.9429
606047.0567,8382844.8275,117,-78.1457
600410.9060,8384956.7380,118,-80.7882
595223.2876,8382468.3336,119,-83.3559
590079.0621,8379896.6540,120,-85.4820
584981.2299,8377221.3417,121,-85.5579
579939.7909,8374428.9054,122,-87.0461
574957.1281,8371519.8265,123,-87.0019
570028.9961,8368506.7522,124,-83.7670
565144.9773,8365410.3524,125,-78.4642
560293.2475,8362254.1228,126,-79.5065
555465.5774,8359056.1226,127,-84.7538
550659.6040,8355824.0932,128,-82.0557
545880.0367,8352555.0943,129,-81.3274
541136.5739,8349235.7775,130,-89.5076
536442.7946,8345851.7682,131,-86.0110
531818.7772,8342361.1639,132,-82.1826
527262.5985,8338821.2615,133,-92.8719
522722.0455,8335349.5176,134,-94.5901
517822.7000,8331801.9214,135,-89.2475
513098.2653,8327909.0031,136,-89.6595
508766.7947,8323925.0200,137,-94.8347
504595.4595,8319902.3758,138,-89.8100
500915.9485,8315854.0603,139,-82.8065
497223.6270,8312031.3703,140,-82.2070
494004.9780,8309215.1200,141,-79.0615
494761.7193,8305139.5994,142,-74.8179
490357.0490,8303652.4467,143,-74.9954
488918.4067,8299773.7855,144,-71.3065
488003.6370,8295918.9800,145,-66.8354
485089.6610,8293482.1019,146,-71.9646
482561.2035,8288863.7958,147,-72.4013
479967.7035,8284923.1785,148,-70.4495
480025.2812,8278990.2046,149,-67.1269
482517.4337,8281989.7867,150,-70.2296
638291.5764,8393601.2129,151,-69.9537
634365.5496,8391476.7462,152,-70.2784
630826.3770,8388618.0429,153,-70.2860
627785.8553,8387129.1100,154,-70.1387
623245.7163,8387824.2300,155,-71.3874
626617.5327,8384758.4700,156,-68.5725
623759.3763,8385182.2000,157,-69.5843
601022.6425,8380487.4494,158,-78.9148
621221.3820,8382877.2950,159,-68.6934
617242.6319,8380399.9775,160,-68.0648
611259.5775,8380917.2111,161,-72.8198
612737.8260,8377508.5959,162,-66.2623
606631.3856,8378556.4085,163,-73.3343
601864.7004,8376232.7097,164,-69.4643
596004.1734,8377917.9587,165,-78.2131
591004.2773,8375272.9950,166,-76.4058
586047.0532,8372531.6966,167,-78.3219
581139.9535,8369684.6698,168,-79.9861
576283.9557,8366733.9162,169,-83.1020
571475.3098,8363690.1359,170,-84.4564
566706.8086,8360569.7622,171,-80.2461
561971.1847,8357389.9271,172,-80.5995
557264.2189,8354163.2776,173,-81.3218
552586.2990,8350894.9199,174,-79.8717
547942.4601,8347581.8081,175,-81.5126
543340.7478,8344215.7809,176,-90.2662
538786.9472,8340776.0868,177,-90.4589
534296.4976,8337234.9915,178,-90.4109
529803.5177,8333706.9000,179,-99.0378
525109.7404,8330492.1214,180,-93.7123
520382.5406,8327584.8094,181,-86.3594
515888.1818,8323940.3774,182,-85.7631
511637.5478,8319965.7858,183,-87.2167
