x,y,id,z
372872.9265,6197797.6688,1,-3.5000
372902.4657,6197813.5483,2,-3.5000
372933.7994,6197825.6023,3,-3.5000
372966.0243,6197837.1251,4,-3.5000
373093.9336,6197480.0051,5,-3.5000
373115.9770,6197505.4042,6,-3.5000
373136.9527,6197528.5117,7,-3.5000
373159.5732,6197550.0752,8,-3.5000
373421.1180,6197223.7142,9,-3.3944
373442.9956,6197257.1224,10,-3.1374
373462.2533,6197287.0986,11,-2.9874
373485.2633,6197312.6828,12,-3.2125
373755.3471,6197026.1853,13,-3.1887
373782.1791,6197059.4074,14,-3.1631
373806.8561,6197090.4426,15,-2.9198
373831.0428,6197119.4862,16,-2.7845
373926.4765,6196912.3968,17,-3.2984
373955.2995,6196932.6270,18,-4.3269
373981.1580,6196953.3784,19,-5.1972
374005.6376,6196971.9439,20,-5.5797
373990.0174,6196800.5736,21,-5.0482
374014.8864,6196807.8377,22,-7.1601
374039.4663,6196811.2514,23,-8.5148
374063.0213,6196815.4151,24,-9.1683
373984.6667,6196667.2540,25,-5.4537
374008.1667,6196666.2045,26,-8.1300
374031.9167,6196667.4697,27,-9.5336
374054.7685,6196665.3494,28,-9.1027
373896.0296,6196411.2231,29,-3.8545
373924.7621,6196410.3824,30,-5.4153
373952.2691,6196405.7192,31,-6.6899
373980.4193,6196401.7278,32,-6.6263
373761.6732,6196045.2872,33,-3.2302
373795.5789,6196033.0260,34,-3.3554
373834.3296,6196031.3699,35,-3.4070
373870.0591,6196023.5071,36,-3.4607
373647.1051,6195655.7313,37,-2.5725
373688.6269,6195652.3809,38,-2.3101
373732.7053,6195641.3058,39,-1.8488
373778.5091,6195631.4017,40,-1.7743
373537.8358,6195292.0253,41,-2.7701
373571.6222,6195288.5033,42,-2.7072
373609.9228,6195283.8533,43,-2.5461
373652.7065,6195282.4902,44,-2.4981
373411.6906,6194887.7683,45,-3.4189
373441.0649,6194888.8087,46,-3.5757
373470.8982,6194888.1036,47,-3.3495
373498.5115,6194872.7917,48,-2.8421
373334.2979,6194515.9555,49,-3.1404
373368.6038,6194513.5136,50,-3.0975
373401.2872,6194504.6958,51,-2.9009
373436.2143,6194509.8916,52,-2.5526
373263.3299,6194131.1471,53,-2.5311
373293.5363,6194121.0168,54,-2.5703
373324.0661,6194106.4740,55,-2.9209
373355.7317,6194095.4838,56,-3.0463
373151.2950,6193723.2300,57,-1.8167
373178.6111,6193716.8496,58,-2.1754
373209.3569,6193708.6764,59,-2.8857
373241.9932,6193698.7332,60,-3.1850
372987.4517,6193358.2763,61,-1.0877
373020.8583,6193354.2754,62,-1.6654
373059.5298,6193354.9460,63,-2.6020
373095.5220,6193348.5380,64,-2.9848
372867.3468,6193115.1047,65,-1.1063
372902.5707,6193114.4935,66,-1.6046
372939.5090,6193114.4165,67,-2.4448
372975.1030,6193114.4649,68,-2.8045
372837.0699,6192924.1074,69,-2.7010
372866.9256,6192929.5520,70,-2.9167
372898.0829,6192930.2135,71,-2.8617
372927.0740,6192927.4950,72,-2.1950
372841.1684,6192609.9743,73,-2.7691
372870.0732,6192602.2255,74,-3.1652
372900.5107,6192608.9245,75,-2.6938
372931.7421,6192601.9330,76,-1.6630
372823.1250,6192211.1900,77,-1.1721
372856.7577,6192216.1650,78,-1.8268
372892.6724,6192212.2518,79,-2.1870
372928.9627,6192216.5240,80,-2.0059
372777.2467,6191822.0835,81,-0.7761
372813.9433,6191829.6773,82,-1.5111
372851.5310,6191825.7972,83,-2.4047
372888.7147,6191830.6843,84,-2.4394
372752.2251,6191433.6504,85,-1.8816
372785.6862,6191432.0767,86,-2.1012
372819.8548,6191434.4339,87,-2.3793
372851.6744,6191428.7665,88,-2.2371
372728.8110,6191033.3498,89,-2.6267
372757.2265,6191025.1081,90,-2.3825
372787.3366,6191016.9291,91,-2.2737
372817.1235,6191008.0917,92,-2.1880
372647.7924,6190625.0247,93,-1.4668
372676.8117,6190606.1504,94,-1.6127
372713.5480,6190603.1528,95,-2.1844
372748.6156,6190600.9020,96,-2.4214
372525.1528,6190257.5097,97,-0.6011
372559.9122,6190250.9207,98,-1.1665
372594.2037,6190234.8165,99,-2.0903
372629.5038,6190232.0570,100,-2.3226
372380.9919,6189884.9560,101,-1.0032
372420.1664,6189885.5276,102,-1.4456
372459.0754,6189881.0749,103,-1.9352
372495.1772,6189867.8813,104,-2.0975
372293.8924,6189546.3482,105,-1.9022
372331.4649,6189534.8410,106,-1.7744
372372.5887,6189531.9850,107,-1.5256
372414.8784,6189532.0000,108,-1.4716
372260.8006,6189145.1976,109,-2.5006
372293.3993,6189154.6533,110,-2.1713
372328.6533,6189152.5017,111,-1.6245
372362.8121,6189154.0935,112,-1.1243
372251.8834,6188747.0287,113,-2.0606
372283.0906,6188751.6298,114,-1.8646
372317.0369,6188746.2142,115,-1.4399
372350.6290,6188745.5594,116,-1.0337
372290.7170,6188374.2121,117,-1.7960
372326.3201,6188362.2374,118,-1.7180
372364.3894,6188369.2091,119,-1.5458
372403.4175,6188367.0795,120,-1.5275
372348.5362,6187976.7527,121,-1.7569
372377.9264,6187992.1778,122,-2.1369
372417.1123,6187988.1421,123,-2.5811
372452.8967,6187995.8235,124,-2.7155
372333.7770,6187568.9990,125,-1.2179
372366.6290,6187581.6686,126,-2.0881
372403.5434,6187586.5514,127,-2.9951
372437.6218,6187565.4089,128,-3.0246
372273.1401,6187177.6168,129,-1.2192
372312.0999,6187185.7145,130,-2.0813
372351.5184,6187184.4369,131,-2.6724
372392.7580,6187199.1191,132,-2.5264
372214.7689,6186793.3546,133,-1.7042
372257.5417,6186782.1562,134,-2.1664
372304.4671,6186789.3987,135,-2.0586
372344.6438,6186779.6463,136,-1.8519
372202.6057,6186408.7018,137,-2.4455
372243.4246,6186411.8340,138,-2.0594
372288.4170,6186409.8281,139,-1.4433
372330.5542,6186413.1216,140,-1.2936
372236.8753,6186100.7260,141,-3.0240
372269.9490,6186104.3911,142,-2.2513
372305.6876,6186115.3110,143,-1.4921
372342.0901,6186114.6161,144,-1.1466
372252.4842,6185898.6048,145,-2.6421
372283.0246,6185902.4692,146,-2.5524
372314.8060,6185900.7369,147,-2.0963
372348.8641,6185895.1073,148,-1.7776
372200.9217,6185617.6532,149,-2.1360
372226.2033,6185604.4734,150,-2.8455
372258.1934,6185607.7325,151,-3.2512
372292.1315,6185610.7194,152,-3.1470
372022.9033,6185255.1626,153,-2.0911
372052.1830,6185251.5603,154,-2.9786
372076.3086,6185236.9317,155,-3.9753
372107.8555,6185233.9370,156,-4.1895
371774.2055,6184967.0247,157,-1.9612
371801.5184,6184953.0081,158,-2.7462
371834.1868,6184941.6962,159,-3.4566
371856.2822,6184918.0372,160,-3.7985
371614.3161,6184764.5609,161,-2.2503
371642.8439,6184748.6053,162,-2.7214
371673.1279,6184732.1192,163,-2.8347
371705.3222,6184718.3312,164,-2.7649
371546.6995,6184569.9532,165,-3.5225
371575.5934,6184562.5258,166,-3.6760
371604.4971,6184554.4454,167,-3.0282
371633.8095,6184545.4213,168,-2.0970
371516.3885,6184390.7317,169,-4.1027
371546.0645,6184384.3341,170,-3.9316
371575.0311,6184375.5575,171,-2.8452
371602.5044,6184370.4156,172,-1.4533
371502.6672,6184278.7293,173,-3.8863
371531.0143,6184269.6659,174,-3.4300
371561.0841,6184258.7201,175,-2.5719
371588.7027,6184247.7039,176,-1.9607
371477.9145,6184193.9617,177,-3.7071
371499.7181,6184182.3991,178,-3.7977
371522.7877,6184168.6239,179,-3.7653
371545.4862,6184154.9669,180,-4.0810
371379.2480,6184062.5888,181,-3.1116
371393.1707,6184049.7818,182,-3.9763
371412.0191,6184039.9058,183,-5.3276
371425.4100,6184023.4321,184,-6.5240
371197.6943,6183890.3905,185,-2.5135
371214.9115,6183878.4235,186,-3.8435
371234.2183,6183866.9485,187,-5.3245
371255.1561,6183855.5464,188,-6.2946
370953.5946,6183665.7125,189,-2.2902
370982.8991,6183655.7375,190,-3.2747
371007.7503,6183639.3031,191,-3.7343
371034.3642,6183620.8673,192,-3.7549
370700.8453,6183372.9871,193,-2.4000
370732.5570,6183354.8582,194,-2.3522
370772.4193,6183343.2647,195,-2.2298
370812.5685,6183329.2433,196,-2.1097
370498.4978,6183049.6406,197,-2.8912
370531.2877,6183040.2007,198,-2.5694
370567.9108,6183030.0090,199,-2.0295
370605.3651,6183022.1626,200,-1.5769
370320.5533,6182672.5054,201,-2.8770
370346.4920,6182661.9440,202,-2.7148
370380.9084,6182661.3934,203,-2.0466
370409.8549,6182648.6475,204,-1.3279
370164.8387,6182292.2835,205,-2.0294
370202.7892,6182291.8315,206,-2.0071
370243.1046,6182281.6275,207,-1.7662
370286.0470,6182281.9393,208,-1.4839
369993.8053,6181956.5050,209,-1.6083
370026.2035,6181945.4396,210,-1.9496
370063.3099,6181933.2980,211,-2.5340
370097.7512,6181916.8575,212,-3.0165
369767.7819,6181713.2142,213,-1.9160
369788.4884,6181695.9763,214,-2.6283
369807.2107,6181674.9878,215,-3.7289
369817.5023,6181647.6583,216,-4.4516
369554.5959,6181623.3824,217,-1.9672
369561.1472,6181599.3618,218,-2.8931
369563.6152,6181572.5786,219,-4.0097
369574.9697,6181544.8687,220,-4.3901
369286.6329,6181607.2053,221,-2.5443
369283.5866,6181582.4694,222,-3.9365
369298.2179,6181555.9396,223,-5.3513
369301.9917,6181530.2548,224,-4.9349
369028.6101,6181588.6182,225,-4.4602
369037.3421,6181568.7760,226,-5.9614
369045.4654,6181548.0029,227,-7.4627
369056.5503,6181528.0426,228,-6.7641
368902.9488,6181476.9608,229,-6.7793
368920.2735,6181466.9931,230,-7.3750
368939.2384,6181457.9977,231,-8.0468
368957.3669,6181446.3648,232,-7.2008
368815.3059,6181151.1184,233,-6.0396
368841.6809,6181150.6830,234,-6.1163
368869.5426,6181155.1935,235,-5.9425
368894.8759,6181163.0171,236,-5.1061
368793.6907,6180783.3752,237,-4.6302
368824.4021,6180794.7869,238,-4.3828
368855.7748,6180798.5686,239,-3.6778
368883.9564,6180801.2961,240,-3.2677
368896.4129,6180443.5803,241,-4.8110
368925.1389,6180448.2284,242,-4.6212
368951.1615,6180461.9327,243,-3.8795
368977.5794,6180470.2888,244,-3.2739
369043.3743,6180049.5397,245,-3.1253
369073.6506,6180073.1964,246,-3.4507
369110.3263,6180081.1080,247,-3.6341
369143.1508,6180095.4853,248,-3.5022
369121.8132,6179686.3240,249,-1.5500
369166.1598,6179695.8846,250,-2.0196
369207.8630,6179718.9848,251,-3.0165
369251.1123,6179725.5370,252,-3.7020
369173.7247,6179304.2453,253,-2.1017
369213.9089,6179317.9457,254,-2.5917
369252.1019,6179330.4361,255,-3.5595
369289.5928,6179334.9524,256,-4.1144
369216.1302,6179012.9825,257,-4.1308
369246.6037,6179022.5137,258,-4.6099
369274.0399,6179032.4190,259,-4.6551
369300.0534,6179042.5252,260,-4.3542
369302.5606,6178841.3047,261,-7.5385
