x,y,id,z
372867.2638,6197899.0173,1,-2.7261
372913.3974,6197903.0672,2,-1.3088
372892.1431,6197769.0336,3,-3.8800
372937.1716,6197779.6595,4,-3.0156
372982.1989,6197790.2917,5,-0.1334
372971.5638,6197644.9002,6,-4.9059
373012.6287,6197660.4017,7,-4.6548
373053.6943,6197675.9002,8,-1.0388
373058.4469,6197526.2426,9,-4.5025
373096.3096,6197547.1092,10,-4.6244
373134.1740,6197567.9725,11,-2.1671
373154.6314,6197416.4345,12,-3.5531
373189.2056,6197444.2200,13,-3.4517
373223.7794,6197472.0102,14,-2.2071
373263.8255,6197323.6434,15,-3.1713
373293.8535,6197358.9603,16,-2.7684
373323.8798,6197394.2805,17,-1.6859
373387.2716,6197244.8463,18,-3.0891
373414.2017,6197285.0783,19,-2.5097
373441.1316,6197325.3105,20,-1.0196
373515.6932,6197169.4999,21,-2.6161
373541.9523,6197212.8055,22,-2.5117
373568.2135,6197256.1075,23,-0.7729
373643.9114,6197094.2900,24,-2.1153
373669.2417,6197140.1877,25,-2.3326
373694.5718,6197186.0855,26,-1.1073
373772.1547,6197019.0174,27,-1.9621
373796.0407,6197066.6067,28,-2.1727
373819.9251,6197114.1996,29,-1.5024
373889.8627,6196931.7256,30,-1.2131
373916.2613,6196969.8891,31,-2.8572
373942.6452,6197008.0330,32,-3.0795
373966.5972,6196805.7750,33,-0.8738
373996.7358,6196824.0853,34,-5.8153
374026.8746,6196842.3949,35,-6.9000
373976.5763,6196654.9302,36,-2.0491
374006.3386,6196653.7566,37,-8.2319
374036.1084,6196652.5795,38,-7.7836
373935.6466,6196504.9542,39,-2.4711
373967.1029,6196493.2184,40,-6.8195
373998.5603,6196481.4832,41,-5.9645
373876.3897,6196359.1885,42,-2.0467
373912.7806,6196346.2132,43,-4.7581
373949.1719,6196333.2326,44,-5.2525
373820.8982,6196211.9901,45,-2.1253
373862.1227,6196197.9361,46,-3.8010
373903.3480,6196183.8800,47,-3.8466
373770.8909,6196062.8225,48,-2.2376
373816.5937,6196047.9693,49,-3.3277
373862.2974,6196033.1181,50,-3.0217
373723.9472,6195912.4049,51,-2.0671
373773.9390,6195896.9097,52,-2.9541
373823.9313,6195881.4092,53,-2.5942
373681.2559,6195760.9008,54,-1.1918
373735.3096,6195744.9296,55,-2.2293
373789.3634,6195728.9570,56,-1.8096
373643.1411,6195612.0710,57,-1.0500
373700.1261,6195595.2009,58,-1.5154
373757.1105,6195578.3287,59,-1.3561
373603.0867,6195469.0213,60,-1.5986
373658.4061,6195451.8497,61,-1.5155
373713.7251,6195434.6770,62,-1.3300
373555.9207,6195328.0573,63,-1.8434
373603.7294,6195312.9335,64,-2.3841
373651.5383,6195297.8112,65,-1.2267
373504.9239,6195187.7854,66,-2.2811
373542.9885,6195175.9391,67,-3.1951
373581.0535,6195164.0915,68,-1.9742
373457.2592,6195042.0390,69,-2.8856
373491.2761,6195031.4050,70,-3.4716
373525.2932,6195020.7714,71,-2.8045
373416.7014,6194898.2634,72,-3.1829
373453.8837,6194886.4127,73,-3.3230
373491.0662,6194874.5635,74,-2.6806
373379.6708,6194754.5081,75,-2.7292
373420.7460,6194741.3511,76,-2.9852
373461.8212,6194728.1958,77,-2.4161
373350.5364,6194609.5223,78,-2.2304
373393.8879,6194595.5022,79,-2.6271
373437.2394,6194581.4781,80,-2.0999
373327.2757,6194462.6765,81,-2.0063
373371.3053,6194448.1488,82,-2.4242
373415.3352,6194433.6192,83,-2.2201
373302.3486,6194316.4588,84,-2.0599
373345.8806,6194301.6299,85,-2.7988
373389.4121,6194286.8020,86,-2.7970
373273.2323,6194170.7895,87,-1.5409
373314.9481,6194155.9425,88,-3.1222
373356.6640,6194141.0959,89,-3.2104
373242.1083,6194025.2979,90,-1.1372
373281.5773,6194010.5548,91,-3.1419
373321.0463,6193995.8134,92,-3.1707
373204.9314,6193880.6885,93,-1.2001
373243.1289,6193865.8351,94,-2.7334
373281.3263,6193850.9829,95,-2.9315
373159.5800,6193738.6188,96,-0.8362
373197.9959,6193723.2697,97,-2.1883
373236.4120,6193707.9197,98,-2.5025
373109.4482,6193598.6922,99,-0.6383
373148.2935,6193582.7718,100,-2.1563
373187.1388,6193566.8503,101,-2.6463
373048.0100,6193463.0609,102,-0.6307
373087.5240,6193446.3681,103,-2.1660
373127.0365,6193429.6686,104,-2.8988
372976.5480,6193332.4173,105,-0.7023
373017.4074,6193314.5532,106,-1.9360
373058.2663,6193296.6855,107,-2.5443
372907.8762,6193201.6733,108,-0.9043
372948.5516,6193183.4116,109,-1.8164
372989.2280,6193165.1528,110,-2.4875
372858.1428,6193048.4063,111,-1.6622
372897.0774,6193032.4093,112,-2.1462
372936.0122,6193016.4098,113,-2.1946
372839.5274,6192872.6248,114,-2.3179
372877.1515,6192860.5420,115,-2.6446
372914.7756,6192848.4593,116,-1.5758
372840.9572,6192693.8673,117,-2.3072
372879.5662,6192685.6437,118,-2.6579
372918.1765,6192677.4195,119,-1.5252
372847.2455,6192516.8562,120,-1.7779
372888.7059,6192512.5768,121,-2.2314
372930.1664,6192508.2951,122,-1.6682
372842.3632,6192346.6319,123,-1.0819
372886.2819,6192344.2314,124,-1.7848
372930.2009,6192341.8282,125,-1.9393
372824.0410,6192182.6908,126,-0.9323
372870.2789,6192180.0608,127,-1.4765
372916.5174,6192177.4274,128,-1.9036
372804.0523,6192019.5157,129,-0.8613
372851.9234,6192016.7006,130,-1.3869
372899.7941,6192013.8887,131,-1.7673
372784.1511,6191856.2040,132,-0.8180
372832.1302,6191853.3740,133,-1.4465
372880.1092,6191850.5458,134,-2.0897
372764.8646,6191692.4211,135,-0.8870
372812.2631,6191689.6579,136,-1.5919
372859.6613,6191686.8960,137,-1.9785
372754.4790,6191535.8706,138,-1.1018
372800.0533,6191532.3646,139,-1.7481
372845.6272,6191528.8581,140,-1.7617
372752.3126,6191385.3402,141,-1.3861
372794.7883,6191380.2831,142,-1.9603
372837.2638,6191375.2234,143,-1.8428
372747.0511,6191234.4461,144,-1.6430
372787.1028,6191227.8426,145,-2.2134
372827.1539,6191221.2345,146,-1.9707
372735.4003,6191083.7580,147,-1.4626
372774.5420,6191075.5530,148,-2.4732
372813.6834,6191067.3460,149,-1.9190
372719.3211,6190933.8278,150,-1.2776
372758.6020,6190923.9385,151,-2.4568
372797.8835,6190914.0505,152,-1.8771
372693.8217,6190785.1540,153,-0.9339
372734.1026,6190773.3889,154,-2.2397
372774.3832,6190761.6233,155,-2.0869
372656.2485,6190640.2858,156,-0.3138
372698.8425,6190626.5139,157,-1.8794
372741.4365,6190612.7407,158,-2.1507
372613.9937,6190498.6284,159,-0.3133
372659.0066,6190483.0174,160,-1.5190
372704.0195,6190467.4045,161,-2.0400
372566.9826,6190359.5048,162,-0.6870
372611.5302,6190342.9777,163,-1.6335
372656.0774,6190326.4487,164,-2.1492
372515.0583,6190220.8074,165,-0.8655
372556.7234,6190204.1970,166,-2.0340
372598.3886,6190187.5924,167,-2.4063
372462.0148,6190081.1488,168,-0.9068
372502.7473,6190063.7137,169,-2.1762
372543.4797,6190046.2851,170,-2.2369
372407.2315,6189941.1251,171,-0.8380
372451.8337,6189923.0778,172,-1.9684
372496.4378,6189905.0275,173,-1.9053
372351.6577,6189801.4621,174,-0.6526
372403.1315,6189783.7452,175,-1.6628
372454.6072,6189766.0292,176,-1.6094
372313.5276,6189659.1303,177,-0.9722
372367.5572,6189643.0152,178,-1.3220
372421.5867,6189626.9030,179,-1.2439
372293.9903,6189510.4632,180,-1.5306
372345.0994,6189497.3892,181,-1.2891
372396.2098,6189484.3138,182,-0.9733
372278.7099,6189360.6681,183,-2.0715
372326.3088,6189350.6437,184,-1.5029
372373.9083,6189340.6202,185,-0.9830
372267.4805,6189210.6149,186,-2.1154
372312.1084,6189203.4654,187,-1.6719
372356.7371,6189196.3175,188,-1.0089
372258.9270,6189054.9747,189,-1.5264
372300.9629,6189050.2234,190,-1.8883
372342.9994,6189045.4740,191,-1.0286
372253.9757,6188892.7162,192,-1.2008
372295.5011,6188889.8738,193,-1.9684
372337.0264,6188887.0289,194,-1.1153
372253.8049,6188731.2222,195,-1.0465
372297.2226,6188730.2313,196,-1.8241
372340.6399,6188729.2412,197,-1.1736
372261.9675,6188570.4625,198,-1.1600
372307.7169,6188571.4549,199,-1.4770
372353.4676,6188572.4505,200,-1.0300
372287.0906,6188412.1782,201,-1.4875
372333.9692,6188415.1566,202,-1.2394
372380.8480,6188418.1335,203,-1.1153
372324.4078,6188256.0371,204,-1.7259
372370.2822,6188260.6478,205,-1.5460
372416.1569,6188265.2580,206,-1.5679
372347.5716,6188102.8813,207,-0.9575
372392.5404,6188106.9310,208,-2.0055
372437.5094,6188110.9809,209,-1.9844
372355.2416,6187954.8895,210,-0.4339
372398.8340,6187956.3752,211,-2.2425
372442.4260,6187957.8611,212,-2.4995
372358.9924,6187805.1343,213,-0.8606
372400.7264,6187804.0569,214,-2.4213
372442.4608,6187802.9793,215,-2.8935
372348.6368,6187655.4538,216,-0.8272
372391.5613,6187651.7121,217,-2.4688
372434.4852,6187647.9705,218,-2.7085
372328.9489,6187507.6498,219,-0.9559
372374.9071,6187501.0493,220,-2.2304
372420.8640,6187494.4491,221,-2.1245
372306.7740,6187360.7107,222,-1.0664
372354.8334,6187351.3151,223,-1.8817
372402.8927,6187341.9196,224,-2.0379
372279.7802,6187204.1985,225,-1.0042
372329.1109,6187194.6034,226,-1.8526
372378.4415,6187185.0083,227,-2.1088
372251.2524,6187037.6694,228,-1.0099
372302.4261,6187030.3287,229,-2.0159
372353.6001,6187022.9880,230,-2.0597
372226.9676,6186870.2810,231,-0.9551
372281.3483,6186865.0887,232,-1.9472
372335.7298,6186859.8968,233,-1.7963
372208.6344,6186703.1685,234,-1.3186
372266.0820,6186700.1981,235,-1.7314
372323.5298,6186697.2281,236,-1.4125
372202.5689,6186535.9101,237,-1.8557
372260.0238,6186535.3050,238,-1.5305
372317.4788,6186534.7000,239,-1.2795
372210.3990,6186368.3611,240,-1.8500
372264.3892,6186370.1002,241,-1.5789
372318.3799,6186371.8385,242,-1.0952
372226.6736,6186204.0162,243,-1.6854
372276.0551,6186204.5941,244,-1.8178
372325.4353,6186205.1719,245,-1.0737
372245.0959,6186043.2074,246,-1.2665
