Variable Name,Min Date,Max Date,Number of Samples
SAL,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
WQ_OGM_DOC,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
WQ_OXY_OXY,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
WQ_NIT_NIT,02/01/2018 13:58:00,21/05/2019 13:46:00,56.000
WQ_PHS_FRP,02/01/2018 13:58:00,21/05/2019 13:46:00,56.000
WQ_DIAG_TOT_TP,02/01/2018 13:58:00,21/05/2019 13:46:00,56.000
WQ_SIL_RSI,16/01/2018 14:12:00,07/05/2019 14:04:00,18.000
WQ_DIAG_TOT_TKN,02/01/2018 13:58:00,21/05/2019 13:46:00,56.000
TEMP,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
WQ_DIAG_TOT_TDS,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
WQ_DIAG_TOT_TURBIDITY,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
WQ_CAR_PH,02/01/2018 13:58:00,28/05/2019 14:00:00,74.000
