ID,TRC_fs1,TRC_fs2,MAC_pota,MAC_ruppia,MAC_schoen,PHY_mpb,SBG_litter,LND_theta,LND_phreatic,LND_lai,SBG_pom0_lay1,SBG_anc0_lay1,VEG_grasses_cover,VEG_eucalypt_cover
44,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
45,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
46,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99866,0.00134
47,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
48,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
49,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99997,0.00003
50,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
51,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
52,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99704,0.00296
53,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
54,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
55,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
56,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
57,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
58,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
59,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
60,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
61,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
62,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
63,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
64,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
65,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
66,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.98976,0.01024
67,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
68,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
69,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.97509,0.02491
70,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99995,0.00005
71,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
72,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
73,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
74,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
75,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.93941,0.06059
76,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99981,0.00019
77,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
78,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.93722,0.06278
79,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99989,0.00011
80,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
81,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
82,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
83,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
84,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
85,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99235,0.00765
86,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
87,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99996,0.00004
88,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99577,0.00423
89,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
90,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
91,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99916,0.00084
92,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
93,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
94,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
95,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
96,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
97,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.97782,0.02218
98,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
99,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
100,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.98848,0.01152
101,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
102,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
103,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99977,0.00023
104,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
105,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
106,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99989,0.00011
107,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
108,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
109,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
110,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
111,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
112,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
113,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
114,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
115,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
116,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
117,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
118,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99542,0.00458
119,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
120,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
121,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.91837,0.08163
122,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
123,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
124,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
125,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
126,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
127,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
128,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
129,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
130,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
131,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
132,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
133,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
134,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
135,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
136,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
137,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
138,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
139,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
140,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
141,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
142,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
143,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
144,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
145,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
146,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
147,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
148,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99979,0.00021
149,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
150,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
151,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99984,0.00016
152,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
153,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
154,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.91400,0.08600
155,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
156,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
157,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.83362,0.16638
158,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
159,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
160,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.96025,0.03975
161,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
162,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
163,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.98971,0.01029
164,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
165,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
166,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.97752,0.02248
167,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
168,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
169,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.98698,0.01302
170,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
171,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
172,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99945,0.00055
173,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
174,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
175,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.97615,0.02385
176,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
177,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
178,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,0.99517,0.00483
179,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
180,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
181,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
182,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
183,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
184,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
185,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
186,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
187,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
188,0.80000,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,20000.00000,0.00000,1.00000,0.00000
