Variable Name,Min Date,Max Date,Number of Samples
Level,17/05/2016 00:00:00,25/10/2020 00:00:00,1623.000
H,17/05/2016 00:00:00,25/10/2020 00:00:00,1623.000
Flow_m3,17/05/2016 00:00:00,25/10/2020 00:00:00,1623.000
