Variable Name,Min Date,Max Date,Number of Samples
SAL,09/01/2019 09:50:00,26/05/2020 09:04:00,72.000
WQ_OGM_DOC,09/01/2019 09:50:00,20/05/2020 09:42:00,33.000
WQ_OXY_OXY,09/01/2019 09:50:00,26/05/2020 09:04:00,72.000
TEMP,09/01/2019 09:50:00,26/05/2020 09:04:00,72.000
WQ_DIAG_TOT_TDS,09/01/2019 09:50:00,26/05/2020 09:04:00,72.000
WQ_DIAG_TOT_TURBIDITY,09/01/2019 09:50:00,20/05/2020 09:42:00,33.000
WQ_CAR_PH,09/01/2019 09:50:00,26/05/2020 09:04:00,72.000
