Variable Name,Min Date,Max Date,Number of Samples
SAL,02/01/2019 13:28:00,27/05/2020 13:46:00,73.000
WQ_OGM_DOC,16/01/2019 12:36:00,20/05/2020 14:53:00,36.000
WQ_OXY_OXY,02/01/2019 13:28:00,27/05/2020 13:46:00,73.000
TEMP,02/01/2019 13:28:00,27/05/2020 13:46:00,73.000
WQ_DIAG_TOT_TDS,02/01/2019 13:28:00,27/05/2020 13:46:00,73.000
WQ_DIAG_TOT_TURBIDITY,16/01/2019 12:36:00,20/05/2020 14:53:00,36.000
WQ_CAR_PH,02/01/2019 13:28:00,27/05/2020 13:46:00,73.000
