"Time","A2390568","A2390568","A2390568"
27/09/2000 00:00,        52.3,        51.4,        50.1
28/09/2000 00:00,        53.1,        50.8,        48.6
29/09/2000 00:00,        49.0,        46.6,        44.0
30/09/2000 00:00,        49.3,        41.9,        27.1
01/10/2000 00:00,        50.1,        49.3,        48.2
02/10/2000 00:00,        49.7,        48.5,        46.4
03/10/2000 00:00,        50.5,        49.1,        47.9
04/10/2000 00:00,        50.5,        47.0,        41.6
05/10/2000 00:00,        48.1,        43.9,        39.0
06/10/2000 00:00,        47.5,        46.3,        45.4
07/10/2000 00:00,        49.3,        47.8,        46.1
08/10/2000 00:00,        48.6,        48.0,        47.2
09/10/2000 00:00,        49.3,        46.2,        43.0
10/10/2000 00:00,        47.5,        45.2,        41.0
11/10/2000 00:00,        47.5,        45.4,        42.3
12/10/2000 00:00,        46.8,        41.4,        35.0
13/10/2000 00:00,        46.4,        43.0,        40.6
14/10/2000 00:00,        43.9,        40.3,        38.1
15/10/2000 00:00,        45.0,        44.2,        42.0
16/10/2000 00:00,        45.0,        43.7,        42.3
17/10/2000 00:00,        46.8,        42.2,        37.4
18/10/2000 00:00,        56.7,        47.7,        43.3
19/10/2000 00:00,        62.0,        57.0,        54.4
20/10/2000 00:00,        56.2,        54.8,        53.5
21/10/2000 00:00,        57.2,        55.1,        52.3
22/10/2000 00:00,        57.4,        56.3,        53.9
23/10/2000 00:00,        59.2,        57.3,        55.4
24/10/2000 00:00,        63.2,        61.1,        59.2
25/10/2000 00:00,        62.8,        59.9,        57.4
26/10/2000 00:00,        60.2,        57.4,        54.7
27/10/2000 00:00,        59.5,        57.8,        54.8
28/10/2000 00:00,        59.9,        58.4,        56.2
29/10/2000 00:00,        59.3,        56.7,        53.5
30/10/2000 00:00,        59.5,        55.4,        53.1
31/10/2000 00:00,        55.4,        52.4,        46.8
01/11/2000 00:00,        53.9,        50.6,        48.2
02/11/2000 00:00,        52.7,        50.4,        49.0
03/11/2000 00:00,        53.1,        51.9,        50.5
04/11/2000 00:00,        53.5,        51.9,        50.1
05/11/2000 00:00,        53.5,        51.9,        50.5
06/11/2000 00:00,        52.7,        50.3,        47.9
07/11/2000 00:00,        50.8,        46.8,        44.0
08/11/2000 00:00,        47.2,        42.6,        33.2
09/11/2000 00:00,        47.9,        46.4,        45.0
10/11/2000 00:00,        53.5,        47.5,        45.0
11/11/2000 00:00,        49.0,        46.8,        44.7
12/11/2000 00:00,        49.0,        46.5,        44.3
13/11/2000 00:00,        47.9,        46.2,        44.3
14/11/2000 00:00,        47.9,        44.4,        40.6
15/11/2000 00:00,        45.4,        41.5,        38.7
16/11/2000 00:00,        43.0,        40.5,        38.7
17/11/2000 00:00,        41.3,        39.3,        36.8
18/11/2000 00:00,        39.8,        37.3,        35.0
19/11/2000 00:00,        41.6,        37.5,        33.8
20/11/2000 00:00,        43.3,        40.3,        37.8
21/11/2000 00:00,        43.3,        38.8,        35.0
22/11/2000 00:00,        36.8,        34.0,        31.6
23/11/2000 00:00,        37.1,        33.9,        30.7
24/11/2000 00:00,        35.9,        31.8,        29.1
25/11/2000 00:00,        31.6,        29.7,        27.6
26/11/2000 00:00,        31.3,        29.3,        27.6
27/11/2000 00:00,        29.5,        26.8,        23.2
28/11/2000 00:00,        27.6,        25.9,        22.7
29/11/2000 00:00,        27.1,        25.7,        24.4
30/11/2000 00:00,        26.1,        24.3,        21.6
01/12/2000 00:00,        25.3,        23.8,        22.3
02/12/2000 00:00,        24.1,        21.2,        17.7
03/12/2000 00:00,        24.1,        22.3,        20.5
04/12/2000 00:00,        23.2,        20.8,        19.7
05/12/2000 00:00,        24.4,        21.0,        19.3
06/12/2000 00:00,        22.3,        20.4,        18.7
07/12/2000 00:00,        20.7,        19.1,        17.1
08/12/2000 00:00,        18.9,        17.6,        16.5
09/12/2000 00:00,        17.1,        15.9,        14.4
10/12/2000 00:00,        15.9,        14.5,        13.3
11/12/2000 00:00,        15.6,        14.2,        13.3
12/12/2000 00:00,        14.5,        13.2,        12.1
13/12/2000 00:00,        14.2,        13.2,        12.7
14/12/2000 00:00,        14.4,        13.0,        11.2
15/12/2000 00:00,        13.2,        11.1,         9.6
16/12/2000 00:00,        11.6,         4.7,         0.9
17/12/2000 00:00,         0.9,         0.7,         0.5
18/12/2000 00:00,         0.7,         0.5,         0.4
19/12/2000 00:00,         0.6,         0.4,         0.3
20/12/2000 00:00,         0.5,         0.4,         0.2
21/12/2000 00:00,         0.4,         0.3,         0.1
22/12/2000 00:00,         0.4,         0.3,         0.1
23/12/2000 00:00,         0.3,         0.2,         0.1
24/12/2000 00:00,         0.3,         0.3,         0.2
25/12/2000 00:00,         0.4,         0.2,         0.2
26/12/2000 00:00,         0.3,         0.2,         0.1
27/12/2000 00:00,         0.3,         0.2,         0.2
28/12/2000 00:00,         0.3,         0.2,         0.1
29/12/2000 00:00,         0.3,         0.2,         0.1
30/12/2000 00:00,         0.4,         0.2,         0.1
31/12/2000 00:00,         0.3,         0.2,         0.1
01/01/2001 00:00,         0.2,         0.1,         0.1
02/01/2001 00:00,         0.2,         0.1,         0.0
03/01/2001 00:00,         0.2,         0.1,         0.1
04/01/2001 00:00,         0.2,         0.1,         0.0
05/01/2001 00:00,         0.2,         0.1,         0.0
06/01/2001 00:00,         0.2,         0.1,         0.0
07/01/2001 00:00,         0.2,         0.1,         0.0
08/01/2001 00:00,         0.2,         0.1,         0.0
09/01/2001 00:00,        17.9,         1.6,         0.1
10/01/2001 00:00,         0.7,         0.2,         0.1
11/01/2001 00:00,         0.2,         0.1,         0.1
12/01/2001 00:00,         0.2,         0.1,         0.1
13/01/2001 00:00,         0.2,         0.1,         0.0
14/01/2001 00:00,         0.1,         0.1,         0.1
15/01/2001 00:00,         0.2,         0.1,         0.1
16/01/2001 00:00,         0.2,         0.1,         0.0
17/01/2001 00:00,         0.2,         0.1,         0.0
18/01/2001 00:00,         0.2,         0.1,         0.0
19/01/2001 00:00,         0.2,         0.1,         0.0
20/01/2001 00:00,         0.1,         0.1,         0.0
21/01/2001 00:00,         0.1,         0.1,         0.1
22/01/2001 00:00,         0.1,         0.1,         0.1
23/01/2001 00:00,         0.1,         0.1,         0.1
24/01/2001 00:00,         0.1,         0.1,         0.0
25/01/2001 00:00,         0.1,         0.1,         0.0
26/01/2001 00:00,         0.1,         0.1,         0.0
27/01/2001 00:00,         0.1,         0.1,         0.0
28/01/2001 00:00,         0.1,         0.1,         0.0
29/01/2001 00:00,         0.1,         0.1,         0.0
30/01/2001 00:00,         0.1,         0.1,         0.0
31/01/2001 00:00,         0.1,         0.1,         0.0
01/02/2001 00:00,         0.1,         0.1,         0.0
02/02/2001 00:00,         0.1,         0.0,         0.0
03/02/2001 00:00,         0.1,         0.1,         0.0
04/02/2001 00:00,         0.1,         0.1,         0.1
05/02/2001 00:00,         0.1,         0.1,         0.0
06/02/2001 00:00,         0.1,         0.1,         0.0
07/02/2001 00:00,         0.1,         0.0,         0.0
08/02/2001 00:00,         0.1,         0.0,         0.0
09/02/2001 00:00,         0.1,         0.0,         0.0
10/02/2001 00:00,         0.1,         0.0,         0.0
11/02/2001 00:00,         0.1,         0.1,         0.0
12/02/2001 00:00,         0.3,         0.1,         0.0
13/02/2001 00:00,         0.2,         0.1,         0.1
14/02/2001 00:00,         0.1,         0.1,         0.0
15/02/2001 00:00,         0.1,         0.1,         0.0
16/02/2001 00:00,         0.1,         0.1,         0.0
17/02/2001 00:00,         0.1,         0.0,         0.0
18/02/2001 00:00,         0.1,         0.0,         0.0
19/02/2001 00:00,         0.0,         0.0,         0.0
20/02/2001 00:00,         0.0,         0.0,         0.0
21/02/2001 00:00,         0.0,         0.0,         0.0
22/02/2001 00:00,         0.1,         0.0,         0.0
23/02/2001 00:00,         0.1,         0.0,         0.0
24/02/2001 00:00,         0.1,         0.0,         0.0
25/02/2001 00:00,         0.1,         0.1,         0.0
26/02/2001 00:00,         0.1,         0.0,         0.0
27/02/2001 00:00,         0.1,         0.0,         0.0
28/02/2001 00:00,         0.1,         0.0,         0.0
01/03/2001 00:00,         0.1,         0.0,         0.0
02/03/2001 00:00,         0.1,         0.0,         0.0
03/03/2001 00:00,         0.1,         0.0,         0.0
04/03/2001 00:00,         0.1,         0.0,         0.0
05/03/2001 00:00,         0.1,         0.0,         0.0
06/03/2001 00:00,         0.0,         0.0,         0.0
07/03/2001 00:00,         0.0,         0.0,         0.0
08/03/2001 00:00,         0.0,         0.0,         0.0
09/03/2001 00:00,         0.0,         0.0,         0.0
10/03/2001 00:00,         0.0,         0.0,         0.0
11/03/2001 00:00,         0.0,         0.0,         0.0
12/03/2001 00:00,         0.0,         0.0,         0.0
13/03/2001 00:00,         0.1,         0.0,         0.0
14/03/2001 00:00,         0.1,         0.0,         0.0
15/03/2001 00:00,         0.1,         0.0,         0.0
16/03/2001 00:00,         0.0,         0.0,         0.0
17/03/2001 00:00,         0.1,         0.0,         0.0
18/03/2001 00:00,         0.1,         0.0,         0.0
19/03/2001 00:00,         0.1,         0.0,         0.0
20/03/2001 00:00,         0.1,         0.0,         0.0
21/03/2001 00:00,         0.3,         0.1,         0.0
22/03/2001 00:00,         0.3,         0.2,         0.1
23/03/2001 00:00,         0.1,         0.1,         0.1
24/03/2001 00:00,         0.1,         0.1,         0.0
25/03/2001 00:00,         0.1,         0.1,         0.0
26/03/2001 00:00,         0.1,         0.1,         0.0
27/03/2001 00:00,         0.1,         0.1,         0.0
28/03/2001 00:00,         0.1,         0.0,         0.0
29/03/2001 00:00,         0.1,         0.1,         0.0
30/03/2001 00:00,         0.1,         0.0,         0.0
31/03/2001 00:00,         0.1,         0.0,         0.0
01/04/2001 00:00,         0.1,         0.0,         0.0
02/04/2001 00:00,         0.1,         0.0,         0.0
03/04/2001 00:00,         0.1,         0.0,         0.0
04/04/2001 00:00,         0.1,         0.0,         0.0
05/04/2001 00:00,         0.0,         0.0,         0.0
06/04/2001 00:00,         0.1,         0.0,         0.0
07/04/2001 00:00,         0.1,         0.0,         0.0
08/04/2001 00:00,         0.1,         0.0,         0.0
09/04/2001 00:00,         0.1,         0.0,         0.0
10/04/2001 00:00,         0.1,         0.0,         0.0
11/04/2001 00:00,         0.1,         0.0,         0.0
12/04/2001 00:00,         0.1,         0.0,         0.0
13/04/2001 00:00,         0.0,         0.0,         0.0
14/04/2001 00:00,         0.0,         0.0,         0.0
15/04/2001 00:00,         0.0,         0.0,         0.0
16/04/2001 00:00,         0.0,         0.0,         0.0
17/04/2001 00:00,         0.0,         0.0,         0.0
18/04/2001 00:00,         0.0,         0.0,         0.0
19/04/2001 00:00,         0.0,         0.0,         0.0
20/04/2001 00:00,         0.0,         0.0,         0.0
21/04/2001 00:00,         0.0,         0.0,         0.0
22/04/2001 00:00,         0.0,         0.0,         0.0
23/04/2001 00:00,         0.0,         0.0,         0.0
24/04/2001 00:00,         0.0,         0.0,         0.0
25/04/2001 00:00,         0.0,         0.0,         0.0
26/04/2001 00:00,         0.0,         0.0,         0.0
27/04/2001 00:00,         0.0,         0.0,         0.0
28/04/2001 00:00,         0.0,         0.0,         0.0
29/04/2001 00:00,         0.0,         0.0,         0.0
30/04/2001 00:00,         0.0,         0.0,         0.0
01/05/2001 00:00,         0.0,         0.0,         0.0
02/05/2001 00:00,         0.0,         0.0,         0.0
03/05/2001 00:00,         0.1,         0.0,         0.0
04/05/2001 00:00,         0.1,         0.0,         0.0
05/05/2001 00:00,         0.1,         0.0,         0.0
06/05/2001 00:00,         0.1,         0.0,         0.0
07/05/2001 00:00,         0.1,         0.0,         0.0
08/05/2001 00:00,         0.1,         0.1,         0.0
09/05/2001 00:00,         0.0,         0.0,         0.0
10/05/2001 00:00,         0.0,         0.0,         0.0
11/05/2001 00:00,         0.1,         0.0,         0.0
12/05/2001 00:00,         0.1,         0.1,         0.0
13/05/2001 00:00,         0.1,         0.0,         0.0
14/05/2001 00:00,         0.2,         0.1,         0.0
15/05/2001 00:00,         0.0,         0.0,         0.0
16/05/2001 00:00,         0.1,         0.0,         0.0
17/05/2001 00:00,         0.1,         0.1,         0.1
18/05/2001 00:00,         0.1,         0.1,         0.1
19/05/2001 00:00,         0.1,         0.1,         0.0
20/05/2001 00:00,         0.1,         0.0,         0.0
21/05/2001 00:00,         0.1,         0.1,         0.1
22/05/2001 00:00,         0.1,         0.1,         0.1
23/05/2001 00:00,         0.1,         0.1,         0.0
24/05/2001 00:00,         0.1,         0.1,         0.0
25/05/2001 00:00,         0.1,         0.1,         0.0
26/05/2001 00:00,         0.1,         0.0,         0.0
27/05/2001 00:00,         0.1,         0.1,         0.1
28/05/2001 00:00,         0.1,         0.1,         0.1
29/05/2001 00:00,         0.1,         0.1,         0.1
30/05/2001 00:00,         0.1,         0.1,         0.1
31/05/2001 00:00,         0.1,         0.1,         0.0
01/06/2001 00:00,         0.1,         0.1,         0.1
02/06/2001 00:00,         0.1,         0.1,         0.0
03/06/2001 00:00,         0.1,         0.1,         0.1
04/06/2001 00:00,         0.1,         0.1,         0.0
05/06/2001 00:00,         0.1,         0.1,         0.1
06/06/2001 00:00,         0.4,         0.3,         0.1
07/06/2001 00:00,         0.2,         0.2,         0.1
08/06/2001 00:00,         0.2,         0.1,         0.1
09/06/2001 00:00,         0.3,         0.2,         0.2
10/06/2001 00:00,         0.3,         0.2,         0.2
11/06/2001 00:00,         0.3,         0.2,         0.2
12/06/2001 00:00,         0.2,         0.2,         0.1
13/06/2001 00:00,         0.2,         0.1,         0.1
14/06/2001 00:00,         0.3,         0.2,         0.2
15/06/2001 00:00,         0.3,         0.2,         0.2
16/06/2001 00:00,         0.2,         0.2,         0.2
17/06/2001 00:00,         0.3,         0.2,         0.2
18/06/2001 00:00,         0.3,         0.2,         0.2
19/06/2001 00:00,         0.3,         0.3,         0.3
20/06/2001 00:00,         0.3,         0.2,         0.2
21/06/2001 00:00,         0.3,         0.3,         0.2
22/06/2001 00:00,         0.3,         0.3,         0.2
23/06/2001 00:00,         0.3,         0.2,         0.2
24/06/2001 00:00,         0.3,         0.3,         0.2
25/06/2001 00:00,         0.3,         0.3,         0.3
26/06/2001 00:00,         0.3,         0.3,         0.2
27/06/2001 00:00,         0.3,         0.2,         0.2
28/06/2001 00:00,         0.3,         0.2,         0.2
29/06/2001 00:00,         0.3,         0.3,         0.3
30/06/2001 00:00,         0.4,         0.3,         0.3
01/07/2001 00:00,         0.3,         0.3,         0.3
02/07/2001 00:00,         0.3,         0.3,         0.3
03/07/2001 00:00,         0.3,         0.3,         0.2
04/07/2001 00:00,         0.8,         0.3,         0.2
05/07/2001 00:00,         1.2,         0.9,         0.7
06/07/2001 00:00,         0.7,         0.5,         0.4
07/07/2001 00:00,         0.5,         0.4,         0.4
08/07/2001 00:00,         0.6,         0.5,         0.4
09/07/2001 00:00,         0.5,         0.4,         0.4
10/07/2001 00:00,         0.4,         0.4,         0.3
11/07/2001 00:00,         0.5,         0.4,         0.4
12/07/2001 00:00,         1.8,         0.8,         0.4
13/07/2001 00:00,         0.7,         0.5,         0.4
14/07/2001 00:00,         0.5,         0.4,         0.2
15/07/2001 00:00,         0.5,         0.4,         0.3
16/07/2001 00:00,         0.5,         0.4,         0.3
17/07/2001 00:00,         0.3,         0.3,         0.3
18/07/2001 00:00,         0.3,         0.2,         0.2
19/07/2001 00:00,         0.3,         0.2,         0.2
20/07/2001 00:00,         0.2,         0.2,         0.2
21/07/2001 00:00,         0.3,         0.2,         0.2
22/07/2001 00:00,         0.4,         0.3,         0.3
23/07/2001 00:00,         0.4,         0.3,         0.3
24/07/2001 00:00,         0.4,         0.3,         0.3
25/07/2001 00:00,         0.3,         0.3,         0.2
26/07/2001 00:00,         0.3,         0.2,         0.2
27/07/2001 00:00,         0.4,         0.3,         0.3
28/07/2001 00:00,         0.4,         0.3,         0.3
29/07/2001 00:00,         0.4,         0.3,         0.3
30/07/2001 00:00,         0.3,         0.3,         0.2
31/07/2001 00:00,         0.3,         0.3,         0.2
01/08/2001 00:00,         0.3,         0.3,         0.2
02/08/2001 00:00,         0.3,         0.3,         0.3
03/08/2001 00:00,         0.5,         0.4,         0.3
04/08/2001 00:00,         0.4,         0.3,         0.2
05/08/2001 00:00,         0.2,         0.2,         0.2
06/08/2001 00:00,         0.3,         0.3,         0.2
07/08/2001 00:00,         0.4,         0.4,         0.3
08/08/2001 00:00,         0.5,         0.4,         0.4
09/08/2001 00:00,         0.4,         0.3,         0.3
10/08/2001 00:00,         0.4,         0.3,         0.3
11/08/2001 00:00,         0.4,         0.3,         0.2
12/08/2001 00:00,         0.3,         0.3,         0.2
13/08/2001 00:00,         0.4,         0.3,         0.2
14/08/2001 00:00,         0.3,         0.3,         0.3
15/08/2001 00:00,         0.3,         0.3,         0.2
16/08/2001 00:00,         0.2,         0.2,         0.1
17/08/2001 00:00,         0.3,         0.2,         0.1
18/08/2001 00:00,         0.5,         0.4,         0.1
19/08/2001 00:00,         0.5,         0.3,         0.1
20/08/2001 00:00,         0.4,         0.3,         0.1
21/08/2001 00:00,         0.7,         0.4,         0.2
22/08/2001 00:00,         0.6,         0.5,         0.4
23/08/2001 00:00,         0.5,         0.4,         0.4
24/08/2001 00:00,         0.4,         0.4,         0.3
25/08/2001 00:00,         0.8,         0.5,         0.3
26/08/2001 00:00,         0.9,         0.6,         0.4
27/08/2001 00:00,         0.6,         0.5,         0.4
28/08/2001 00:00,         0.6,         0.5,         0.4
29/08/2001 00:00,         0.7,         0.6,         0.5
30/08/2001 00:00,         0.6,         0.5,         0.5
31/08/2001 00:00,         0.6,         0.5,         0.4
01/09/2001 00:00,         0.6,         0.5,         0.5
02/09/2001 00:00,         0.6,         0.5,         0.4
03/09/2001 00:00,         0.6,         0.5,         0.3
04/09/2001 00:00,         0.6,         0.5,         0.4
05/09/2001 00:00,         0.5,         0.5,         0.4
06/09/2001 00:00,         0.7,         0.6,         0.5
07/09/2001 00:00,         0.8,         0.6,         0.4
08/09/2001 00:00,         1.3,         0.8,         0.5
09/09/2001 00:00,         1.1,         0.9,         0.8
10/09/2001 00:00,         0.9,         0.8,         0.6
11/09/2001 00:00,         0.8,         0.7,         0.6
12/09/2001 00:00,         0.7,         0.6,         0.6
13/09/2001 00:00,         0.6,         0.6,         0.6
14/09/2001 00:00,         0.6,         0.5,         0.5
15/09/2001 00:00,         0.5,         0.5,         0.4
16/09/2001 00:00,         0.5,         0.5,         0.4
17/09/2001 00:00,         0.5,         0.5,         0.5
18/09/2001 00:00,         0.6,         0.5,         0.5
19/09/2001 00:00,         0.7,         0.6,         0.6
20/09/2001 00:00,         0.7,         0.6,         0.6
21/09/2001 00:00,         0.6,         0.6,         0.6
22/09/2001 00:00,         0.6,         0.6,         0.6
23/09/2001 00:00,         0.6,         0.6,         0.6
24/09/2001 00:00,         1.0,         0.7,         0.6
25/09/2001 00:00,         0.7,         0.7,         0.7
26/09/2001 00:00,         0.7,         0.6,         0.6
27/09/2001 00:00,         0.7,         0.6,         0.5
28/09/2001 00:00,         0.7,         0.5,         0.4
29/09/2001 00:00,         0.6,         0.5,         0.4
30/09/2001 00:00,         0.7,         0.6,         0.5
01/10/2001 00:00,         0.7,         0.5,         0.4
02/10/2001 00:00,         0.7,         0.6,         0.4
03/10/2001 00:00,         0.7,         0.5,         0.4
04/10/2001 00:00,         0.7,         0.5,         0.4
05/10/2001 00:00,         0.6,         0.6,         0.4
06/10/2001 00:00,         0.6,         0.4,         0.2
07/10/2001 00:00,         1.2,         0.7,         0.3
08/10/2001 00:00,         0.8,         0.6,         0.4
09/10/2001 00:00,         0.7,         0.5,         0.4
10/10/2001 00:00,         0.6,         0.5,         0.4
11/10/2001 00:00,         0.6,         0.4,         0.3
12/10/2001 00:00,         0.8,         0.6,         0.3
13/10/2001 00:00,         0.7,         0.6,         0.5
14/10/2001 00:00,         0.6,         0.5,         0.4
15/10/2001 00:00,       533.6,       192.2,         0.4
16/10/2001 00:00,       307.2,       289.9,       232.3
17/10/2001 00:00,       807.2,       398.3,       228.5
18/10/2001 00:00,       230.4,       228.0,       224.8
19/10/2001 00:00,       230.4,       228.3,       227.6
20/10/2001 00:00,       229.5,       224.6,       219.2
21/10/2001 00:00,       227.6,       222.3,       217.4
22/10/2001 00:00,       223.8,       222.0,       220.1
23/10/2001 00:00,       222.9,       219.7,       215.6
24/10/2001 00:00,       220.1,       218.7,       215.6
25/10/2001 00:00,       220.1,       217.9,       214.7
26/10/2001 00:00,       219.5,       218.1,       217.4
27/10/2001 00:00,       220.1,       216.0,       209.3
28/10/2001 00:00,       218.3,       213.6,       209.3
29/10/2001 00:00,       215.6,       213.3,       211.0
30/10/2001 00:00,       812.8,       309.0,       207.5
31/10/2001 00:00,       211.0,       206.5,       203.1
01/11/2001 00:00,       208.4,       204.9,       201.3
02/11/2001 00:00,       205.7,       203.3,       198.7
03/11/2001 00:00,       207.5,       202.0,       195.3
04/11/2001 00:00,       203.9,       198.2,       191.9
05/11/2001 00:00,       201.3,       198.5,       195.3
06/11/2001 00:00,       203.9,       200.2,       195.3
07/11/2001 00:00,       254.8,       229.4,       197.0
08/11/2001 00:00,       256.9,       248.9,       241.0
09/11/2001 00:00,       250.8,       243.7,       238.1
10/11/2001 00:00,       247.8,       243.7,       240.0
11/11/2001 00:00,       246.9,       242.9,       238.1
12/11/2001 00:00,       244.9,       242.4,       240.0
13/11/2001 00:00,       242.1,       238.8,       237.1
14/11/2001 00:00,       241.9,       235.9,       232.3
15/11/2001 00:00,       235.4,       232.7,       226.6
16/11/2001 00:00,       235.2,       225.1,       217.4
17/11/2001 00:00,       225.7,       217.4,       211.9
18/11/2001 00:00,       233.3,       227.9,       216.7
19/11/2001 00:00,       247.8,       225.5,       210.1
20/11/2001 00:00,       217.4,       207.5,       185.6
21/11/2001 00:00,       185.6,       155.8,       146.1
22/11/2001 00:00,       146.1,       130.4,       105.9
23/11/2001 00:00,       135.0,       117.7,       102.4
24/11/2001 00:00,       118.6,       111.3,       102.9
25/11/2001 00:00,       123.1,       111.9,        99.5
26/11/2001 00:00,       107.6,       102.1,        97.3
27/11/2001 00:00,       107.6,       100.2,        91.2
28/11/2001 00:00,       100.1,        93.0,        88.0
29/11/2001 00:00,        91.2,        82.4,        75.5
30/11/2001 00:00,        81.4,        75.2,        70.3
01/12/2001 00:00,        76.4,        72.9,        70.3
02/12/2001 00:00,        79.4,        73.3,        65.8
03/12/2001 00:00,        82.4,        76.2,        69.9
04/12/2001 00:00,        75.5,        67.5,        61.6
05/12/2001 00:00,        65.0,        59.9,        56.2
06/12/2001 00:00,        62.0,        59.3,        56.9
07/12/2001 00:00,        59.9,        55.8,        51.8
08/12/2001 00:00,        52.3,        51.3,        50.1
09/12/2001 00:00,        51.2,        49.2,        46.8
10/12/2001 00:00,        47.5,        47.1,        46.1
11/12/2001 00:00,        48.6,        47.6,        46.7
12/12/2001 00:00,        48.6,        47.9,        46.8
13/12/2001 00:00,        47.5,        23.3,         2.1
14/12/2001 00:00,         2.1,         1.4,         1.2
15/12/2001 00:00,         1.5,         1.2,         1.1
16/12/2001 00:00,         1.1,         1.0,         0.9
17/12/2001 00:00,         1.0,         0.9,         0.8
18/12/2001 00:00,         0.9,         0.9,         0.8
19/12/2001 00:00,         0.8,         0.7,         0.7
20/12/2001 00:00,         0.7,         0.6,         0.4
21/12/2001 00:00,         0.7,         0.6,         0.4
22/12/2001 00:00,         0.7,         0.6,         0.5
23/12/2001 00:00,         0.6,         0.5,         0.3
24/12/2001 00:00,         0.5,         0.4,         0.3
25/12/2001 00:00,         0.6,         0.5,         0.4
26/12/2001 00:00,         0.6,         0.5,         0.4
27/12/2001 00:00,         0.6,         0.5,         0.4
28/12/2001 00:00,         0.4,         0.4,         0.3
29/12/2001 00:00,         0.4,         0.3,         0.3
30/12/2001 00:00,         0.4,         0.4,         0.3
31/12/2001 00:00,         0.4,         0.3,         0.3
01/01/2002 00:00,         0.4,         0.4,         0.3
02/01/2002 00:00,         0.5,         0.5,         0.4
03/01/2002 00:00,         0.5,         0.4,         0.3
04/01/2002 00:00,         0.4,         0.3,         0.2
05/01/2002 00:00,         0.4,         0.3,         0.3
06/01/2002 00:00,         0.4,         0.3,         0.3
07/01/2002 00:00,         0.4,         0.3,         0.2
08/01/2002 00:00,         0.4,         0.3,         0.3
09/01/2002 00:00,         0.3,         0.2,         0.2
10/01/2002 00:00,         0.3,         0.2,         0.2
11/01/2002 00:00,         0.3,         0.2,         0.1
12/01/2002 00:00,         0.3,         0.2,         0.1
13/01/2002 00:00,         0.3,         0.2,         0.1
14/01/2002 00:00,         0.3,         0.2,         0.2
15/01/2002 00:00,         0.3,         0.2,         0.2
16/01/2002 00:00,         0.3,         0.2,         0.2
17/01/2002 00:00,         0.2,         0.2,         0.2
18/01/2002 00:00,         0.2,         0.2,         0.2
19/01/2002 00:00,         0.2,         0.2,         0.2
20/01/2002 00:00,         0.2,         0.2,         0.1
21/01/2002 00:00,         0.3,         0.3,         0.2
22/01/2002 00:00,         0.3,         0.2,         0.1
23/01/2002 00:00,         0.1,         0.1,         0.1
24/01/2002 00:00,         0.1,         0.1,         0.1
25/01/2002 00:00,         0.2,         0.1,         0.1
