Variable Name,Min Date,Max Date,Number of Samples
WQ_DIAG_PHY_TCHLA,04/01/2018 14:00:00,28/05/2019 07:33:00,74.000
SAL,04/01/2018 14:00:00,28/05/2019 07:33:00,74.000
TEMP,04/01/2018 14:00:00,28/05/2019 07:33:00,74.000
WQ_DIAG_TOT_TDS,04/01/2018 14:00:00,28/05/2019 07:33:00,74.000
WQ_DIAG_TOT_TURBIDITY,04/01/2018 14:00:00,28/05/2019 07:33:00,74.000
WQ_CAR_PH,04/01/2018 14:00:00,28/05/2019 07:33:00,74.000
