Variable Name,Min Date,Max Date,Number of Samples
WQ_DIAG_PHY_TCHLA,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
SAL,04/01/2018 08:41:00,30/05/2019 08:33:00,90.000
WQ_OGM_DOC,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
WQ_OXY_OXY,04/01/2018 08:42:00,30/05/2019 08:33:00,73.000
WQ_PHS_FRP,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
WQ_DIAG_TOT_TP,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
WQ_SIL_RSI,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
WQ_DIAG_TOT_TKN,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
TEMP,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
WQ_DIAG_TOT_TDS,04/01/2018 08:41:00,30/05/2019 08:33:00,90.000
WQ_DIAG_TOT_TURBIDITY,04/01/2018 08:41:00,30/05/2019 08:33:00,73.000
WQ_CAR_PH,04/01/2018 08:41:00,30/05/2019 08:33:00,127.000
