Variable Name,Min Date,Max Date,Number of Samples
Level,24/02/2009 00:00:00,25/10/2020 00:00:00,4262.000
H,24/02/2009 00:00:00,25/10/2020 00:00:00,4262.000
Flow_m3_Calc,23/12/1994 09:00:00,18/06/2020 09:00:00,8295.000
