Variable Name,Min Date,Max Date,Number of Samples
SAL,02/01/2019 09:32:00,27/05/2020 09:00:00,74.000
WQ_OGM_DOC,09/01/2019 10:19:00,20/05/2020 09:52:00,34.000
WQ_OXY_OXY,02/01/2019 09:32:00,27/05/2020 09:00:00,74.000
TEMP,02/01/2019 09:32:00,27/05/2020 09:00:00,74.000
WQ_DIAG_TOT_TDS,02/01/2019 09:32:00,27/05/2020 09:00:00,74.000
WQ_DIAG_TOT_TURBIDITY,09/01/2019 10:19:00,20/05/2020 09:52:00,34.000
WQ_CAR_PH,02/01/2019 09:32:00,27/05/2020 09:00:00,74.000
