"Time","A5041051","A5041051","A5041051"
24/07/2000 00:00,       0.139,       0.111,       0.083
25/07/2000 00:00,       0.083,       0.056,       0.028
26/07/2000 00:00,      57.974,      10.974,       0.000
27/07/2000 00:00,      36.893,       6.321,       0.913
28/07/2000 00:00,       0.913,       0.542,       0.348
29/07/2000 00:00,       0.348,       0.303,       0.260
30/07/2000 00:00,       0.260,       0.231,       0.202
31/07/2000 00:00,       0.202,       0.159,       0.088
01/08/2000 00:00,       0.088,       0.022,       0.000
02/08/2000 00:00,       0.000,       0.000,       0.000
03/08/2000 00:00,       0.000,       0.000,       0.000
04/08/2000 00:00,       0.000,       0.000,       0.000
05/08/2000 00:00,       0.000,       0.000,       0.000
06/08/2000 00:00,       0.000,       0.000,       0.000
07/08/2000 00:00,       0.605,       0.061,       0.000
08/08/2000 00:00,     382.579,      27.270,       0.000
09/08/2000 00:00,       0.786,       0.508,       0.346
10/08/2000 00:00,     370.829,      52.416,       0.346
11/08/2000 00:00,       0.735,       0.407,       0.232
12/08/2000 00:00,       0.232,       0.161,       0.060
13/08/2000 00:00,       0.060,       0.008,       0.000
14/08/2000 00:00,      57.974,       3.846,       0.000
15/08/2000 00:00,     250.214,      53.458,       0.783
16/08/2000 00:00,       0.783,       0.399,       0.231
17/08/2000 00:00,       0.231,       0.174,       0.116
18/08/2000 00:00,       0.116,       0.059,       0.001
19/08/2000 00:00,      17.107,       3.032,       0.000
20/08/2000 00:00,       0.864,       0.450,       0.173
21/08/2000 00:00,      48.730,       9.129,       0.000
22/08/2000 00:00,     712.541,      91.718,       0.864
23/08/2000 00:00,     166.320,      45.800,       5.983
24/08/2000 00:00,       5.983,       3.027,       0.864
25/08/2000 00:00,      25.056,       2.268,       0.605
26/08/2000 00:00,      24.495,       5.366,       0.609
27/08/2000 00:00,      28.944,       1.478,       0.346
28/08/2000 00:00,      70.934,      10.536,       0.605
29/08/2000 00:00,       7.854,       1.402,       0.434
30/08/2000 00:00,       0.434,       0.325,       0.260
31/08/2000 00:00,       0.260,       0.195,       0.089
01/09/2000 00:00,     430.358,      55.988,       0.000
02/09/2000 00:00,     123.984,      14.430,       0.778
03/09/2000 00:00,      42.308,       5.349,       0.565
04/09/2000 00:00,       0.565,       0.432,       0.270
05/09/2000 00:00,       0.518,       0.333,       0.217
06/09/2000 00:00,       0.346,       0.270,       0.173
07/09/2000 00:00,    3671.914,     400.124,       0.259
08/09/2000 00:00,     209.520,      58.398,      12.960
09/09/2000 00:00,     536.717,     104.022,      14.599
10/09/2000 00:00,      14.599,      11.784,       8.332
11/09/2000 00:00,     311.990,      32.489,       6.784
12/09/2000 00:00,       6.784,       4.911,       3.582
13/09/2000 00:00,       3.582,       2.352,       0.882
14/09/2000 00:00,       0.882,       0.804,       0.721
15/09/2000 00:00,       0.721,       0.624,       0.562
16/09/2000 00:00,       0.562,       0.501,       0.405
17/09/2000 00:00,       0.405,       0.344,       0.320
18/09/2000 00:00,       0.320,       0.303,       0.285
19/09/2000 00:00,       0.285,       0.267,       0.242
20/09/2000 00:00,       0.242,       0.208,       0.173
21/09/2000 00:00,       1.642,       0.489,       0.000
22/09/2000 00:00,       1.611,       1.469,       1.327
23/09/2000 00:00,       1.327,       1.185,       1.044
24/09/2000 00:00,       1.044,       0.894,       0.778
25/09/2000 00:00,       0.864,       0.835,       0.802
26/09/2000 00:00,       4.493,       3.064,       0.778
27/09/2000 00:00,       4.190,       2.974,       1.578
28/09/2000 00:00,       1.578,       1.287,       0.996
29/09/2000 00:00,       0.996,       0.857,       0.778
30/09/2000 00:00,      90.461,      18.166,       0.778
01/10/2000 00:00,      25.056,      10.498,       3.888
02/10/2000 00:00,       3.888,       2.234,       1.439
03/10/2000 00:00,       1.439,       1.158,       0.876
04/10/2000 00:00,       0.876,       0.835,       0.778
05/10/2000 00:00,       0.821,       0.791,       0.778
06/10/2000 00:00,       0.822,       0.780,       0.778
07/10/2000 00:00,     219.715,      47.751,       0.822
08/10/2000 00:00,       7.815,       4.060,       1.548
09/10/2000 00:00,       1.548,       1.137,       0.853
10/10/2000 00:00,       0.853,       0.826,       0.799
11/10/2000 00:00,       0.799,       0.769,       0.700
12/10/2000 00:00,      10.195,       2.059,       0.605
13/10/2000 00:00,       8.726,       3.217,       0.864
14/10/2000 00:00,      90.461,      28.205,       1.642
15/10/2000 00:00,     109.987,      25.617,       3.110
16/10/2000 00:00,       6.184,       2.931,       0.864
17/10/2000 00:00,     270.518,      63.889,       0.778
18/10/2000 00:00,     999.475,     341.698,      90.461
19/10/2000 00:00,     488.630,     104.879,      16.068
20/10/2000 00:00,      16.068,      12.323,       9.332
21/10/2000 00:00,       9.332,       6.767,       4.335
22/10/2000 00:00,       4.493,       3.686,       2.790
23/10/2000 00:00,      10.195,       3.529,       1.642
24/10/2000 00:00,       2.970,       1.885,       0.864
25/10/2000 00:00,       0.864,       0.864,       0.864
26/10/2000 00:00,       0.864,       0.849,       0.778
27/10/2000 00:00,       0.849,       0.827,       0.806
28/10/2000 00:00,       0.806,       0.787,       0.778
29/10/2000 00:00,       0.778,       0.778,       0.778
30/10/2000 00:00,       0.778,       0.726,       0.633
31/10/2000 00:00,       3.270,       0.701,       0.605
01/11/2000 00:00,       8.726,       3.222,       1.270
02/11/2000 00:00,       1.270,       0.871,       0.627
03/11/2000 00:00,       0.719,       0.659,       0.605
04/11/2000 00:00,       0.778,       0.688,       0.605
05/11/2000 00:00,       0.605,       0.605,       0.605
06/11/2000 00:00,       0.605,       0.605,       0.605
07/11/2000 00:00,       0.605,       0.605,       0.605
08/11/2000 00:00,     335.491,      48.088,       0.605
09/11/2000 00:00,      11.612,       4.556,       1.282
10/11/2000 00:00,       1.282,       0.933,       0.822
11/11/2000 00:00,       4.493,       1.668,       0.778
12/11/2000 00:00,       4.218,       3.090,       1.962
13/11/2000 00:00,       1.962,       1.255,       0.687
14/11/2000 00:00,       0.687,       0.630,       0.605
15/11/2000 00:00,       0.705,       0.679,       0.653
16/11/2000 00:00,       0.757,       0.731,       0.705
17/11/2000 00:00,      17.107,       4.092,       0.757
18/11/2000 00:00,       7.344,       3.256,       1.642
19/11/2000 00:00,       1.642,       1.387,       0.805
20/11/2000 00:00,       0.864,       0.832,       0.778
21/11/2000 00:00,       0.912,       0.845,       0.778
22/11/2000 00:00,       4.493,       2.651,       0.912
23/11/2000 00:00,       5.875,       3.835,       2.675
24/11/2000 00:00,       2.675,       1.519,       0.864
25/11/2000 00:00,       1.642,       1.293,       0.864
26/11/2000 00:00,       1.642,       1.253,       0.864
27/11/2000 00:00,       1.270,       1.032,       0.864
28/11/2000 00:00,       1.632,       1.393,       1.154
29/11/2000 00:00,       1.642,       1.231,       0.864
30/11/2000 00:00,       2.395,       1.983,       1.571
01/12/2000 00:00,       3.110,       2.717,       1.851
02/12/2000 00:00,       1.851,       1.638,       1.529
03/12/2000 00:00,       1.529,       1.077,       0.864
04/12/2000 00:00,       1.481,       1.031,       0.864
05/12/2000 00:00,       1.642,       1.306,       0.864
06/12/2000 00:00,       1.642,       1.621,       1.458
07/12/2000 00:00,       1.458,       1.077,       0.800
08/12/2000 00:00,       0.864,       0.841,       0.778
09/12/2000 00:00,       0.861,       0.814,       0.778
10/12/2000 00:00,       1.089,       0.847,       0.778
11/12/2000 00:00,       1.642,       1.180,       0.840
12/12/2000 00:00,       0.864,       0.813,       0.778
13/12/2000 00:00,       0.862,       0.828,       0.793
14/12/2000 00:00,       0.864,       0.812,       0.778
15/12/2000 00:00,       0.864,       0.823,       0.778
16/12/2000 00:00,       0.862,       0.815,       0.778
17/12/2000 00:00,       1.229,       0.876,       0.778
18/12/2000 00:00,       1.642,       1.261,       0.778
19/12/2000 00:00,       0.829,       0.786,       0.778
20/12/2000 00:00,       0.864,       0.774,       0.658
21/12/2000 00:00,     323.741,      27.818,       0.605
22/12/2000 00:00,      32.918,      12.016,       1.575
23/12/2000 00:00,       1.575,       0.864,       0.687
24/12/2000 00:00,       0.687,       0.624,       0.605
25/12/2000 00:00,       0.605,       0.605,       0.605
26/12/2000 00:00,       0.605,       0.605,       0.605
27/12/2000 00:00,       0.605,       0.605,       0.605
28/12/2000 00:00,       0.605,       0.605,       0.605
29/12/2000 00:00,       0.605,       0.605,       0.605
30/12/2000 00:00,       0.605,       0.605,       0.605
31/12/2000 00:00,       0.605,       0.605,       0.605
01/01/2001 00:00,       0.778,       0.679,       0.518
02/01/2001 00:00,       0.605,       0.559,       0.518
03/01/2001 00:00,       0.605,       0.561,       0.518
04/01/2001 00:00,       0.605,       0.561,       0.518
05/01/2001 00:00,       0.605,       0.539,       0.518
06/01/2001 00:00,       0.518,       0.514,       0.346
07/01/2001 00:00,       0.518,       0.518,       0.518
08/01/2001 00:00,       0.605,       0.584,       0.518
09/01/2001 00:00,       0.778,       0.623,       0.605
10/01/2001 00:00,       0.605,       0.605,       0.605
11/01/2001 00:00,       0.605,       0.560,       0.518
12/01/2001 00:00,       0.518,       0.516,       0.346
13/01/2001 00:00,       0.527,       0.519,       0.518
14/01/2001 00:00,       0.605,       0.526,       0.346
15/01/2001 00:00,       0.518,       0.518,       0.518
16/01/2001 00:00,       0.518,       0.518,       0.518
17/01/2001 00:00,       0.518,       0.518,       0.518
18/01/2001 00:00,       0.518,       0.518,       0.518
19/01/2001 00:00,       0.518,       0.518,       0.518
20/01/2001 00:00,       0.518,       0.518,       0.518
21/01/2001 00:00,       0.518,       0.518,       0.518
22/01/2001 00:00,       0.518,       0.518,       0.518
23/01/2001 00:00,       0.605,       0.592,       0.518
24/01/2001 00:00,      96.941,       4.859,       0.518
25/01/2001 00:00,     109.987,       8.736,       0.605
26/01/2001 00:00,      12.960,       7.662,       4.493
27/01/2001 00:00,       4.493,       2.770,       1.642
28/01/2001 00:00,       1.642,       1.642,       1.642
29/01/2001 00:00,       1.642,       1.374,       0.864
30/01/2001 00:00,       1.642,       1.128,       0.864
31/01/2001 00:00,       0.864,       0.818,       0.778
01/02/2001 00:00,       0.842,       0.782,       0.778
02/02/2001 00:00,       1.642,       1.043,       0.842
03/02/2001 00:00,       3.110,       1.577,       0.864
04/02/2001 00:00,      21.082,       3.707,       0.864
05/02/2001 00:00,       3.828,       1.404,       0.864
06/02/2001 00:00,       0.864,       0.791,       0.605
07/02/2001 00:00,       1.642,       1.466,       0.778
08/02/2001 00:00,       1.642,       1.642,       1.642
09/02/2001 00:00,       1.642,       1.642,       1.642
10/02/2001 00:00,       1.642,       1.642,       1.642
11/02/2001 00:00,       1.642,       1.556,       0.864
12/02/2001 00:00,     103.507,      24.253,       1.642
13/02/2001 00:00,      14.871,       8.683,       4.774
14/02/2001 00:00,       5.875,       4.562,       4.045
15/02/2001 00:00,       4.045,       3.687,       3.330
16/02/2001 00:00,       3.330,       2.973,       2.616
17/02/2001 00:00,       2.616,       2.259,       1.901
18/02/2001 00:00,       1.901,       1.544,       1.187
19/02/2001 00:00,       1.187,       0.830,       0.473
20/02/2001 00:00,       0.473,       0.156,       0.000
21/02/2001 00:00,       0.000,       0.000,       0.000
22/02/2001 00:00,       0.000,       0.000,       0.000
23/02/2001 00:00,       0.173,       0.012,       0.000
24/02/2001 00:00,       0.259,       0.047,       0.000
25/02/2001 00:00,       0.259,       0.077,       0.000
26/02/2001 00:00,       0.000,       0.000,       0.000
27/02/2001 00:00,       0.000,       0.000,       0.000
28/02/2001 00:00,       0.000,       0.000,       0.000
01/03/2001 00:00,       0.000,       0.000,       0.000
02/03/2001 00:00,       0.000,       0.000,       0.000
03/03/2001 00:00,       0.000,       0.000,       0.000
04/03/2001 00:00,       0.000,       0.000,       0.000
05/03/2001 00:00,       0.346,       0.111,       0.000
06/03/2001 00:00,       0.346,       0.311,       0.259
07/03/2001 00:00,       0.346,       0.297,       0.259
08/03/2001 00:00,       0.259,       0.259,       0.259
09/03/2001 00:00,       0.259,       0.254,       0.173
10/03/2001 00:00,       0.259,       0.259,       0.259
11/03/2001 00:00,       0.259,       0.259,       0.259
12/03/2001 00:00,       0.259,       0.254,       0.173
13/03/2001 00:00,       0.259,       0.259,       0.259
14/03/2001 00:00,       0.259,       0.259,       0.259
15/03/2001 00:00,       0.259,       0.259,       0.259
16/03/2001 00:00,     872.381,     100.117,       0.259
17/03/2001 00:00,      11.053,       2.397,       0.605
18/03/2001 00:00,       0.605,       0.509,       0.346
19/03/2001 00:00,       3.110,       0.787,       0.518
20/03/2001 00:00,     417.830,      52.528,       0.518
21/03/2001 00:00,      90.461,      27.581,       4.493
22/03/2001 00:00,      15.464,       4.253,       0.778
23/03/2001 00:00,       0.778,       0.613,       0.518
24/03/2001 00:00,      70.934,      16.865,       0.518
25/03/2001 00:00,      25.056,       7.327,       0.864
26/03/2001 00:00,      28.944,      11.383,       2.384
27/03/2001 00:00,       2.384,       0.941,       0.605
28/03/2001 00:00,       0.778,       0.595,       0.518
29/03/2001 00:00,       0.518,       0.518,       0.518
30/03/2001 00:00,       0.518,       0.507,       0.482
31/03/2001 00:00,       0.482,       0.454,       0.425
01/04/2001 00:00,       0.425,       0.396,       0.368
02/04/2001 00:00,       0.605,       0.385,       0.346
03/04/2001 00:00,       0.346,       0.346,       0.346
04/04/2001 00:00,       0.346,       0.346,       0.346
05/04/2001 00:00,       0.346,       0.346,       0.346
06/04/2001 00:00,       0.346,       0.346,       0.346
07/04/2001 00:00,      39.145,       0.752,       0.346
08/04/2001 00:00,     270.518,      48.200,       1.931
09/04/2001 00:00,       1.931,       0.962,       0.667
10/04/2001 00:00,       0.667,       0.595,       0.518
11/04/2001 00:00,       0.778,       0.607,       0.518
12/04/2001 00:00,       0.518,       0.517,       0.488
13/04/2001 00:00,       0.488,       0.383,       0.346
14/04/2001 00:00,       0.346,       0.346,       0.346
15/04/2001 00:00,       0.346,       0.346,       0.346
16/04/2001 00:00,       0.346,       0.346,       0.346
17/04/2001 00:00,       0.346,       0.346,       0.346
18/04/2001 00:00,       0.346,       0.346,       0.346
19/04/2001 00:00,       0.346,       0.346,       0.346
20/04/2001 00:00,       0.518,       0.433,       0.346
21/04/2001 00:00,       0.605,       0.586,       0.518
22/04/2001 00:00,     260.323,      36.615,       0.605
23/04/2001 00:00,       6.413,       2.565,       0.864
24/04/2001 00:00,       0.864,       0.786,       0.664
25/04/2001 00:00,       0.664,       0.607,       0.605
26/04/2001 00:00,       0.763,       0.633,       0.605
27/04/2001 00:00,      32.918,       9.763,       0.763
28/04/2001 00:00,       2.038,       1.008,       0.778
29/04/2001 00:00,       0.778,       0.647,       0.553
30/04/2001 00:00,       0.605,       0.535,       0.518
01/05/2001 00:00,       0.518,       0.518,       0.518
02/05/2001 00:00,       0.518,       0.518,       0.518
03/05/2001 00:00,       0.518,       0.518,       0.518
04/05/2001 00:00,       3.110,       0.492,       0.346
05/05/2001 00:00,       0.346,       0.343,       0.259
06/05/2001 00:00,       0.346,       0.321,       0.259
07/05/2001 00:00,       0.346,       0.346,       0.346
08/05/2001 00:00,       0.346,       0.346,       0.346
09/05/2001 00:00,       0.346,       0.346,       0.346
10/05/2001 00:00,       0.346,       0.346,       0.346
11/05/2001 00:00,       0.346,       0.346,       0.346
12/05/2001 00:00,       0.346,       0.346,       0.346
13/05/2001 00:00,       0.518,       0.360,       0.346
14/05/2001 00:00,      77.501,       1.681,       0.259
15/05/2001 00:00,      52.753,      11.172,       0.864
16/05/2001 00:00,     290.822,      88.481,       8.726
17/05/2001 00:00,     926.899,     197.334,      21.082
18/05/2001 00:00,      44.842,      12.759,       3.110
19/05/2001 00:00,       3.110,       1.517,       0.864
20/05/2001 00:00,       0.864,       0.798,       0.778
21/05/2001 00:00,       0.864,       0.784,       0.605
22/05/2001 00:00,       0.605,       0.605,       0.605
23/05/2001 00:00,       0.605,       0.595,       0.518
24/05/2001 00:00,       0.605,       0.605,       0.605
25/05/2001 00:00,       8.210,       0.668,       0.518
26/05/2001 00:00,     394.330,      75.820,       8.210
27/05/2001 00:00,     652.838,     164.110,      12.960
28/05/2001 00:00,      18.401,       7.757,       3.110
29/05/2001 00:00,       3.110,       1.562,       0.864
30/05/2001 00:00,       0.864,       0.833,       0.778
31/05/2001 00:00,       0.864,       0.737,       0.605
01/06/2001 00:00,       1.642,       0.701,       0.605
02/06/2001 00:00,       0.605,       0.605,       0.605
03/06/2001 00:00,       0.605,       0.605,       0.605
04/06/2001 00:00,       0.778,       0.724,       0.605
05/06/2001 00:00,     623.290,      41.624,       0.605
06/06/2001 00:00,    1110.240,     165.122,      17.107
07/06/2001 00:00,     370.829,     131.945,      25.056
08/06/2001 00:00,     219.715,     113.423,      25.056
09/06/2001 00:00,      99.891,      24.053,      11.578
10/06/2001 00:00,      52.704,      16.666,       5.875
11/06/2001 00:00,     550.022,     144.749,       6.703
12/06/2001 00:00,      20.745,      10.389,       5.875
13/06/2001 00:00,     157.853,      31.738,       5.875
14/06/2001 00:00,     109.987,      25.370,       7.344
15/06/2001 00:00,       7.344,       4.109,       3.110
16/06/2001 00:00,       3.110,       1.900,       1.642
17/06/2001 00:00,       1.642,       1.036,       0.864
18/06/2001 00:00,       1.642,       1.451,       0.864
19/06/2001 00:00,      28.944,       4.866,       0.864
20/06/2001 00:00,      57.974,      12.990,       3.110
21/06/2001 00:00,      36.893,      17.859,      10.195
22/06/2001 00:00,      13.458,       6.385,       3.110
23/06/2001 00:00,       3.110,       1.844,       0.864
24/06/2001 00:00,       0.864,       0.770,       0.605
25/06/2001 00:00,       0.778,       0.776,       0.720
26/06/2001 00:00,      21.082,       7.188,       0.778
27/06/2001 00:00,       2.594,       1.193,       0.864
28/06/2001 00:00,       0.864,       0.800,       0.778
29/06/2001 00:00,       0.778,       0.778,       0.778
30/06/2001 00:00,       0.778,       0.778,       0.778
01/07/2001 00:00,       0.778,       0.778,       0.778
02/07/2001 00:00,       0.778,       0.778,       0.778
03/07/2001 00:00,       0.778,       0.778,       0.778
04/07/2001 00:00,     280.714,      21.370,       0.778
05/07/2001 00:00,     760.147,     234.825,      40.867
06/07/2001 00:00,      47.465,      17.036,       7.626
07/07/2001 00:00,     123.984,      12.514,       5.875
08/07/2001 00:00,     122.642,      24.106,       9.093
09/07/2001 00:00,      11.578,       8.227,       5.875
10/07/2001 00:00,       5.875,       1.888,       0.778
11/07/2001 00:00,      48.730,       7.757,       0.605
12/07/2001 00:00,      25.056,       9.289,       1.642
13/07/2001 00:00,      44.842,       4.680,       0.778
14/07/2001 00:00,       6.014,       1.999,       0.778
15/07/2001 00:00,     358.992,      76.204,       1.311
16/07/2001 00:00,     406.080,      91.971,      11.589
17/07/2001 00:00,      17.107,      10.595,       5.360
18/07/2001 00:00,       5.875,       3.318,       1.642
19/07/2001 00:00,       7.344,       2.764,       0.864
20/07/2001 00:00,       6.322,       2.177,       0.864
21/07/2001 00:00,       0.864,       0.797,       0.778
22/07/2001 00:00,       0.864,       0.759,       0.605
23/07/2001 00:00,     183.254,      33.820,       0.605
24/07/2001 00:00,      11.807,       3.728,       0.666
25/07/2001 00:00,       0.864,       0.760,       0.605
26/07/2001 00:00,       0.778,       0.615,       0.605
27/07/2001 00:00,      64.454,      13.119,       0.605
28/07/2001 00:00,       4.611,       1.489,       0.605
29/07/2001 00:00,       0.605,       0.605,       0.605
30/07/2001 00:00,       8.726,       1.179,       0.518
31/07/2001 00:00,      52.704,       3.287,       0.346
01/08/2001 00:00,      52.704,       8.364,       0.785
02/08/2001 00:00,       0.785,       0.642,       0.518
03/08/2001 00:00,       0.518,       0.518,       0.518
04/08/2001 00:00,      11.578,       1.697,       0.518
05/08/2001 00:00,      77.501,      24.855,       5.032
06/08/2001 00:00,       5.032,       1.660,       0.778
07/08/2001 00:00,     417.830,      92.314,       0.605
08/08/2001 00:00,     149.639,      50.952,       6.224
09/08/2001 00:00,       6.224,       2.998,       0.864
10/08/2001 00:00,      40.867,       3.211,       0.778
11/08/2001 00:00,      48.730,       9.315,       0.864
12/08/2001 00:00,       0.864,       0.740,       0.605
13/08/2001 00:00,       0.605,       0.599,       0.518
14/08/2001 00:00,       0.518,       0.518,       0.518
15/08/2001 00:00,       0.518,       0.518,       0.518
16/08/2001 00:00,     240.019,      39.584,       0.518
17/08/2001 00:00,     109.987,      28.573,       5.875
18/08/2001 00:00,     219.715,      30.916,       4.016
19/08/2001 00:00,      48.730,      20.145,       3.110
20/08/2001 00:00,      83.981,      29.227,      10.195
21/08/2001 00:00,     443.664,      58.275,      11.578
22/08/2001 00:00,      48.086,      23.869,       9.280
23/08/2001 00:00,       9.280,       7.061,       4.493
24/08/2001 00:00,       4.493,       3.599,       2.035
25/08/2001 00:00,     712.541,     157.925,       1.642
26/08/2001 00:00,     250.214,      88.623,      36.893
27/08/2001 00:00,     116.467,      32.554,      12.960
28/08/2001 00:00,     270.518,      68.893,      19.215
29/08/2001 00:00,      19.215,      11.845,       8.726
30/08/2001 00:00,       8.726,       7.296,       5.875
31/08/2001 00:00,     270.518,      52.293,       5.875
01/09/2001 00:00,     744.250,     186.565,      12.960
02/09/2001 00:00,    1441.498,     392.876,      56.978
03/09/2001 00:00,     536.717,     104.403,      36.893
04/09/2001 00:00,     417.376,      72.062,      25.056
05/09/2001 00:00,      25.056,      18.586,      14.429
06/09/2001 00:00,     171.012,      16.058,      11.578
07/09/2001 00:00,     667.613,     219.186,      32.918
08/09/2001 00:00,     890.525,     266.440,      70.313
09/09/2001 00:00,     123.984,      60.261,      31.316
10/09/2001 00:00,      31.316,      22.747,      15.421
11/09/2001 00:00,      15.421,      13.635,      11.578
12/09/2001 00:00,      11.578,      10.690,       9.682
13/09/2001 00:00,       9.684,       9.204,       8.726
14/09/2001 00:00,      17.107,      10.134,       7.344
15/09/2001 00:00,       7.344,       6.009,       4.493
16/09/2001 00:00,       8.726,       7.328,       4.493
17/09/2001 00:00,       7.344,       6.909,       5.875
18/09/2001 00:00,       5.875,       5.478,       4.493
19/09/2001 00:00,      11.578,       4.512,       3.110
20/09/2001 00:00,       3.110,       3.110,       3.110
21/09/2001 00:00,       3.110,       2.325,       1.642
22/09/2001 00:00,       7.344,       4.204,       1.642
23/09/2001 00:00,       4.768,       2.704,       1.642
24/09/2001 00:00,     807.754,     242.887,       3.600
25/09/2001 00:00,     311.990,      90.082,      21.963
26/09/2001 00:00,      25.056,      16.346,      11.694
27/09/2001 00:00,      11.694,      11.013,       8.954
28/09/2001 00:00,      10.195,       8.875,       8.125
29/09/2001 00:00,       8.125,       7.094,       5.875
30/09/2001 00:00,     123.984,      24.133,       5.875
01/10/2001 00:00,      48.730,      19.515,      10.195
02/10/2001 00:00,     523.411,      89.441,      14.816
03/10/2001 00:00,     501.733,     170.188,      33.907
04/10/2001 00:00,      33.907,      20.174,      13.339
05/10/2001 00:00,      14.429,      12.855,      11.578
06/10/2001 00:00,     123.984,      36.945,      12.960
07/10/2001 00:00,     157.853,      40.108,      14.429
08/10/2001 00:00,      16.110,      11.633,      10.195
09/10/2001 00:00,      10.195,       6.400,       3.110
10/10/2001 00:00,     728.438,      83.538,       1.642
11/10/2001 00:00,      90.461,      34.903,      12.960
12/10/2001 00:00,     200.189,      48.114,      11.139
13/10/2001 00:00,     149.386,      34.494,      10.195
14/10/2001 00:00,      50.578,      14.079,       7.344
15/10/2001 00:00,       7.344,       6.636,       5.875
16/10/2001 00:00,       5.875,       4.846,       4.493
17/10/2001 00:00,      83.981,      15.276,       4.493
18/10/2001 00:00,     140.918,      40.005,       8.560
19/10/2001 00:00,       8.560,       5.027,       3.110
20/10/2001 00:00,       3.110,       2.799,       1.642
21/10/2001 00:00,       2.622,       1.357,       0.778
22/10/2001 00:00,      48.730,       9.377,       0.864
23/10/2001 00:00,       9.655,       4.110,       1.642
24/10/2001 00:00,      64.454,      11.572,       1.642
25/10/2001 00:00,     174.787,      46.675,       7.344
26/10/2001 00:00,     166.320,      42.059,       7.358
27/10/2001 00:00,       7.358,       4.443,       1.642
28/10/2001 00:00,       1.642,       1.396,       0.864
29/10/2001 00:00,       0.864,       0.835,       0.778
30/10/2001 00:00,       3.110,       1.732,       0.778
31/10/2001 00:00,      10.195,       5.065,       1.642
01/11/2001 00:00,       1.642,       1.011,       0.864
02/11/2001 00:00,      19.955,       8.860,       0.778
03/11/2001 00:00,      40.867,      13.507,       0.864
04/11/2001 00:00,       0.864,       0.724,       0.605
05/11/2001 00:00,     132.451,      21.871,       0.605
06/11/2001 00:00,      13.134,       4.092,       0.782
07/11/2001 00:00,       0.782,       0.635,       0.605
08/11/2001 00:00,       0.605,       0.605,       0.605
09/11/2001 00:00,       0.605,       0.605,       0.605
10/11/2001 00:00,       0.864,       0.730,       0.605
11/11/2001 00:00,       0.778,       0.638,       0.577
12/11/2001 00:00,      12.960,       4.486,       0.346
13/11/2001 00:00,       5.251,       1.564,       0.778
14/11/2001 00:00,       0.778,       0.645,       0.518
15/11/2001 00:00,       0.605,       0.570,       0.518
16/11/2001 00:00,       0.778,       0.605,       0.518
17/11/2001 00:00,     174.787,      24.190,       0.605
18/11/2001 00:00,      14.254,       4.261,       0.778
19/11/2001 00:00,       0.778,       0.771,       0.663
20/11/2001 00:00,       0.778,       0.649,       0.605
21/11/2001 00:00,       0.778,       0.683,       0.605
