Variable Name,Min Date,Max Date,Number of Samples
Conductivity,22/09/2003 00:00:00,25/10/2020 00:00:00,6244.000
Level,01/01/1982 00:00:00,25/10/2020 00:00:00,14178.000
TEMP,22/09/2003 00:00:00,25/10/2020 00:00:00,6244.000
SAL,22/09/2003 00:00:00,25/10/2020 00:00:00,6244.000
H,01/01/1982 00:00:00,25/10/2020 00:00:00,14178.000
