Variable Name,Min Date,Max Date,Number of Samples
SAL,02/01/2019 09:20:00,26/05/2020 10:25:00,74.000
WQ_OGM_DOC,08/01/2019 09:27:00,19/05/2020 10:47:00,34.000
WQ_OXY_OXY,02/01/2019 09:20:00,26/05/2020 10:25:00,74.000
TEMP,02/01/2019 09:20:00,26/05/2020 10:25:00,74.000
WQ_DIAG_TOT_TDS,02/01/2019 09:20:00,26/05/2020 10:25:00,74.000
WQ_DIAG_TOT_TURBIDITY,08/01/2019 09:27:00,19/05/2020 10:47:00,34.000
WQ_CAR_PH,02/01/2019 09:20:00,26/05/2020 10:25:00,74.000
